"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"129","m.11354",351,4,7,3,4,3,2,2,4,5,3,-6.379,-2.1632,0.998187,0.98811,0.816485,"P43903","Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2        "
"130","m.11369",202,4,5,1,3,3,2,3,3,2,2,-3.474,-1.15,0.999928,0.891804,0.873007,NA,NA
"131","m.11382",877,1,2,0,1,1,0,0,0,1,1,-6.062,-2.3797,0.999984,0.990769,0.780398,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"132","m.1141",910,1,1,1,2,2,0,0,0,1,3,-7.621,-3.2016,0.810925,0.970285,0.484462,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"133","m.11430",456,7,4,2,0,1,1,1,1,1,1,-8.367,-2.4019,1,0.991001,0.775781,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"134","m.1145",390,0,1,0,0,0,0,0,1,1,0,-8.452,-2.9593,0.900063,0.983445,0.595972,NA,NA
"135","m.11458",213,4,4,3,2,3,3,3,5,3,2,-7.662,-3.3225,0.76042,0.962925,0.423248,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"136","m.11472",334,2,3,1,2,3,0,2,2,3,2,-5.437,-2.0225,0.998856,0.985508,0.83301,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"137","m.11482",410,1,0,0,0,0,0,0,1,0,0,-8.379,-3.0493,0.868496,0.978968,0.556582,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"138","m.1149",736,1,1,1,1,1,1,1,1,2,1,-7.176,-2.1005,0.998512,0.987086,0.82441,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"139","m.115",216,10,11,6,8,9,3,6,8,8,9,-2.755,-1.5443,0.999986,0.962844,0.863849,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"140","m.1152",2284,1,0,0,1,1,0,0,0,0,1,-9.355,-3.4487,0.699704,0.955151,0.357432,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"141","m.11543",385,12,10,9,12,9,6,9,10,7,7,-6.144,-2.0144,0.998876,0.985323,0.83383,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"142","m.11553",214,9,7,7,8,9,3,7,5,7,7,-5.302,-2.6195,0.987819,0.992087,0.719931,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"143","m.11555",111,2,3,0,0,1,1,1,0,1,1,-5.618,-2.3695,0.999896,0.990659,0.782456,NA,NA
"144","m.11561",392,0,0,0,0,1,0,0,0,0,0,-5.365,-2.8408,0.938024,0.988135,0.643832,"Q00422","GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2                   "
"145","m.1157",147,2,3,1,3,3,3,2,2,3,3,-5.974,-1.254,0.999964,0.919813,0.871427,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"146","m.1159",503,0,1,0,0,1,0,0,0,1,0,-10,-3.4888,0.677918,0.952683,0.336532,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"147","m.11603",537,3,2,1,2,1,0,2,1,1,1,-7.592,-2.4768,0.999215,0.991689,0.75876,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"148","m.1163",121,2,3,2,2,3,3,2,2,3,3,-6.061,-2.589,0.9916,0.99215,0.728937,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"149","m.11636",357,3,3,0,0,1,0,0,1,0,2,-8.506,-3.8787,0.405187,0.928745,0.157955,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"150","m.11687",197,0,0,0,0,0,1,0,0,1,1,-8.427,-3.1092,0.846494,0.975678,0.528991,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"151","m.11700",147,1,3,0,0,5,3,2,1,4,7,-5.374,-1.2873,0.999956,0.926986,0.870817,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"152","m.11721",335,1,2,0,0,1,0,0,1,0,2,-9.686,-3.3357,0.754534,0.962113,0.416417,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"153","m.11724",829,7,7,2,5,6,3,2,2,8,6,-4.646,-2.0279,0.998866,0.985629,0.832457,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"154","m.11725",118,1,1,1,1,1,0,1,1,1,1,-5.992,-2.4463,0.999868,0.991431,0.765965,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
"155","m.11734",369,0,0,0,0,1,0,0,0,2,1,-5.513,-2.3816,0.999998,0.990789,0.78001,"Q8R2E9","ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1                    "
"156","m.11740",629,2,1,1,1,1,1,1,0,1,1,-8.821,-3.4929,0.675593,0.952431,0.334403,"Q14192","Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3               "
"157","m.11744",384,2,2,0,0,1,0,1,0,1,2,-4.859,-1.9276,0.998417,0.983094,0.841813,"3279690","Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1                     "
"158","m.11754",237,5,4,4,3,5,3,4,7,4,3,-6.831,-3.9928,0.329937,0.922116,0.119391,"Q0V8T8","Contactin-associated protein like 2-May OS=Mus musculus GN=Cntnap5b PE=2 SV=1                   "
"159","m.11786",188,5,5,2,3,5,0,3,3,5,4,-7.472,-2.7107,0.971733,0.991246,0.690791,"P62323","Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1                  "
"160","m.11819",281,2,2,1,1,2,2,0,1,2,1,-4.739,-1.688,0.999999,0.973433,0.857616,"P47844","Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2                   "
"161","m.11820",1432,0,1,0,1,1,1,0,0,1,0,-8.517,-3.0879,0.85441,0.976871,0.538924,"Q5JRA6","Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1                  "
"162","m.11826",566,3,2,3,3,3,1,2,2,5,4,-4.915,-1.8401,0.997693,0.980377,0.848515,"Q8CHT0","Delta-1-pyrroline-5-carboxylate dehydrogenase mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3                           "
"163","m.11831",212,3,3,1,1,2,1,2,2,1,2,-6.042,-2.511,0.997848,0.991923,0.750224,"Q8L7C9","Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1                    "
"164","m.11832",897,8,11,6,8,7,7,7,10,10,8,-6.884,-4.1018,0.270952,0.916387,0.088756,"Q28C55","Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1                   "
"165","m.1184",205,1,1,0,0,1,0,0,1,1,0,-6.156,-3.0233,0.877814,0.980326,0.568222,"P11046","Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4                    "
"166","m.11842",252,4,2,3,2,2,3,2,2,3,4,-7.129,-2.7751,0.956396,0.989993,0.668307,"3270986","Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1                     "
"167","m.11876",224,1,2,2,3,2,1,2,1,2,1,-6.065,-1.8595,0.997783,0.981028,0.847135,"P13284","Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3                   "
"168","m.1188",293,4,6,3,5,6,5,5,5,6,6,-7.713,-2.6009,0.990221,0.992137,0.725469,"Q2TFN9","Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1                 "
"169","m.1190",1519,0,0,0,0,0,0,1,0,0,0,-8.765,-4.0339,0.306202,0.919871,0.10715,"Q6JHU9","CREB-binding protein OS=Rattus norvegicus GN=Crebbp PE=2 SV=1                     "
"170","m.11907",647,2,3,0,0,2,0,0,0,0,0,-7.021,-2.2805,0.998756,0.989646,0.798813,"O42182","Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1                      "
"171","m.11916",339,0,0,0,0,1,1,0,0,1,0,-6.612,-2.6015,0.990151,0.992136,0.725292,"Q04336","Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1               "
"172","m.11921",315,1,4,1,2,6,4,3,2,10,7,-4.677,-1.5101,0.99999,0.959568,0.86505,"Q14749","Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3                     "
"173","m.11924",283,0,1,0,0,1,0,0,0,0,1,-7.735,-2.9919,0.888854,0.9819,0.581999,"P46940","Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1                   "
"174","m.11933",202,0,1,0,0,0,0,0,0,0,0,-6.368,-2.7533,0.961917,0.990481,0.676088,"Q6PHF0","Charged multivesicular body protein 1a OS=Danio rerio GN=chmp1a PE=2 SV=1                  "
"175","m.11960",265,1,2,0,0,1,0,0,1,1,1,-6.209,-2.3667,0.999859,0.990628,0.783015,"Q5PRE5","Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1                  "
"176","m.11993",245,1,1,0,1,1,0,1,1,1,2,-7.861,-2.9694,0.89662,0.982976,0.591679,"Q5E980","Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1                    "
"177","m.11995",326,4,5,2,2,6,4,4,5,6,7,-7.179,-3.0313,0.874965,0.979914,0.564662,"Q967D7","Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2                     "
"178","m.12002",156,1,3,0,0,1,0,1,2,1,2,-6.543,-2.7856,0.953626,0.989735,0.664497,"Q7TSV4","Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1                      "
"179","m.12007",433,10,9,5,9,7,6,6,4,7,8,-4.733,-1.6964,1,0.973923,0.857185,"Q7T0S7","Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1                   "
"180","m.12009",511,1,1,0,0,2,0,1,0,0,1,-8.723,-3.867,0.413579,0.929449,0.162299,"P80147","4-aminobutyrate aminotransferase mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2                           "
"181","m.12035",180,2,2,2,2,3,0,2,2,2,4,-5.103,-1.7927,0.998015,0.978628,0.851658,NA,NA
"182","m.12048",569,14,17,6,9,11,4,8,11,14,12,-7.505,-4.1045,0.269647,0.916254,0.088071,"Q96NN9","Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1                    "
"183","m.12056",309,2,3,2,2,3,1,2,2,3,4,-4.36,-2.1811,0.998153,0.98837,0.814041,"Q54RA4","Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1                   "
"184","m.12069",191,0,0,0,0,0,0,0,0,1,0,-7.341,-1.7857,0.998136,0.978345,0.852097,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"185","m.12097",491,0,0,1,0,1,1,0,0,1,0,-5.593,-1.9341,0.998482,0.983276,0.841263,"O55173","3-phosphoinositide-dependent protein kinase 1 OS=Rattus norvegicus GN=Pdpk1 PE=1 SV=2                   "
"186","m.12129",447,126,138,78,99,97,58,85,89,108,108,-0.151,-0.2302,0.479608,0.196055,0.875883,NA,NA
"187","m.1215",381,6,10,5,7,4,1,8,8,7,8,-5.276,-2.9112,0.916055,0.985538,0.61596,"3275784","Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1                     "
"188","m.12158",191,0,0,0,2,0,0,0,0,0,0,-5.93,-2.3597,0.999794,0.990552,0.784397,"3273741","Predicted protein OS=Nematostella vectensis GN=v1g205757 PE=4 SV=1                     "
"189","m.12175",403,4,6,2,5,7,1,4,3,7,6,-4.155,-0.8687,0.999922,0.752252,0.875475,"A7SLW1","Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1                     "
"190","m.12185",535,3,4,2,4,4,2,2,1,1,2,-7.549,-2.4695,0.999407,0.991631,0.760519,"P52826","Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1                     "
"191","m.12204",184,2,0,1,1,0,0,1,1,1,1,-5.215,-1.779,0.998292,0.978067,0.852511,"P49961","Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens GN=ENTPD1 PE=1 SV=1                   "
"192","m.12229",471,23,24,24,28,26,16,22,26,26,29,-5.714,-5.6547,0.000417,0.887071,3.4e-05,"Q7ZVY5","Citrate synthase mitochondrial OS=Danio rerio GN=cs PE=2 SV=1                           "
"193","m.1223",739,2,3,3,5,3,3,2,2,3,3,-7.08,-3.355,0.74575,0.960924,0.406393,"P18654","Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2                  "
"194","m.12238",232,16,21,11,12,17,10,14,15,19,16,-10.286,-3.8555,0.421923,0.930144,0.16664,"Q9R0Q6","Actin-related protein 3-Feb complex subunit 1A OS=Mus musculus GN=Arpc1a PE=1 SV=1                 "
"195","m.1225",1047,0,1,0,0,1,0,1,0,1,0,-7.291,-3.2554,0.789125,0.967035,0.45757,"A4IFB1","Serrate RNA effector molecule homolog OS=Bos taurus GN=SRRT PE=2 SV=1                  "
"196","m.12306",644,1,2,1,1,2,0,1,1,2,1,-7,-2.5059,0.998096,0.991892,0.751527,"O70247","Sodium-dependent multivitamin transporter OS=Rattus norvegicus GN=Slc5a6 PE=2 SV=1                    "
"197","m.12319",389,0,1,0,0,0,0,0,0,0,0,-7.387,-2.868,0.929766,0.987202,0.633261,"O75689","Arf-GAP with dual PH domain-containing protein 1 OS=Homo sapiens GN=ADAP1 PE=1 SV=2                "
"198","m.12334",1458,2,2,4,1,1,1,3,4,2,2,-8.163,-3.004,0.884624,0.981303,0.576726,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"199","m.1235",511,0,1,1,6,3,1,2,1,1,1,-6.954,-2.1044,0.998487,0.987155,0.823944,"Q96HN2","Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1                    "
"200","m.12364",195,0,1,0,0,0,0,0,1,0,0,-8.452,-2.5862,0.99192,0.992151,0.729745,"4606641","Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1                     "
"201","m.12366",358,0,1,0,0,1,1,0,0,0,1,-6.197,-2.0908,0.998576,0.986909,0.825552,"4251153","Uncharacterized protein (Fragment) OS=Ciona intestinalis GN=Cin.47963 PE=4 SV=2                    "
"202","m.1238",450,1,3,3,5,3,2,4,3,5,3,-5.809,-1.8441,0.997716,0.980514,0.848235,"Q8BX37","Iron/zinc purple acid phosphatase-like protein OS=Mus musculus GN=Papl PE=2 SV=2                  "
"203","m.12417",694,2,3,1,1,2,0,1,2,2,2,-6.852,-1.9151,0.998283,0.982737,0.842848,"Q4KLH5","Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus GN=Agfg1 PE=1 SV=1                "
"204","m.1242",255,5,4,3,2,4,4,3,3,4,4,-5.858,-1.5884,0.999989,0.966593,0.86215,"Q9JKM7","Ras-related protein Rab-37 OS=Mus musculus GN=Rab37 PE=1 SV=2                    "
"205","m.1245",204,22,24,20,22,23,19,22,20,25,25,-4.07,-2.9779,0.8937,0.982575,0.588041,"Q6NYB7","Ras-related protein Rab-1A OS=Rattus norvegicus GN=Rab1A PE=1 SV=3                    "
"206","m.1249",263,14,15,6,8,8,2,8,9,9,16,-2.5,-0.8048,0.999905,0.703115,0.875785,"Q9Z1Q5","Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3                  "
"207","m.12517",148,2,1,0,0,2,0,1,0,1,2,-4.882,-1.6684,0.999999,0.972242,0.85859,"Q9BQ24","Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens GN=ZFYVE21 PE=1 SV=1                 "
"208","m.12521",914,13,13,11,16,20,9,11,12,18,17,-2.446,-2.3641,0.999817,0.9906,0.78353,"Q5REU4","Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1                  "
"209","m.12550",201,5,5,3,4,4,4,4,3,5,4,-2.663,-0.9195,0.999974,0.786246,0.875176,"P48148","Ras-like GTP-binding protein Rho1 OS=Drosophila melanogaster GN=Rho1 PE=1 SV=1                   "
"210","m.12589",426,1,2,3,4,3,3,3,2,4,4,-6.289,-2.7206,0.969572,0.99109,0.687435,"Q10743","Disintegrin and metalloproteinase domain-containing protein 10 (Fragment) OS=Rattus norvegicus GN=Adam10 PE=2 SV=1                "
"211","m.12606",311,1,2,1,0,1,1,1,1,1,2,-6.509,-2.1351,0.99831,0.987675,0.820155,NA,NA
"212","m.1261",196,1,3,1,1,0,0,1,1,1,1,-6.547,-2.7282,0.967851,0.990962,0.684833,"P34059","N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1                      "
"213","m.12641",187,2,1,0,0,0,0,0,2,0,0,-6.909,-3.0869,0.854779,0.976926,0.539387,"3279955","Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1                     "
"214","m.12642",195,34,33,20,24,29,15,23,25,27,30,-4.759,-2.8339,0.940054,0.988357,0.646473,"Q5XFX0","Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=2 SV=1                      "
"215","m.12643",211,1,0,1,0,0,0,0,0,0,0,-7.38,-3.0055,0.884094,0.981228,0.57607,"3282180","Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     "
"216","m.12648",162,1,2,0,0,1,0,0,0,1,1,-5.283,-2.0548,0.99876,0.986205,0.829608,NA,NA
"217","m.1265",381,1,0,0,0,0,0,0,0,1,0,-7.048,-2.56,0.994487,0.992125,0.737146,"Q8UUZ1","Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1                    "
"218","m.12659",176,1,2,0,0,0,1,1,1,0,1,-8.112,-4.4426,0.143717,0.903797,0.027696,"P20693","Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus GN=Fcer2 PE=2 SV=1                 "
"219","m.12662",470,11,12,5,9,14,13,8,8,14,13,-6.304,-3.9885,0.332528,0.922356,0.120722,"3283492","Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1                     "
"220","m.12676",293,1,2,0,1,1,1,1,0,1,2,-8.154,-3.3587,0.744053,0.960696,0.404468,"Q920J4","Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3                    "
"221","m.12686",459,2,4,2,3,2,1,2,2,4,4,-4.941,-1.8467,0.997725,0.980602,0.848052,"Q9D8W5","26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4                 "
"222","m.12690",150,1,1,1,0,1,0,0,0,0,2,-7.748,-2.5173,0.997514,0.991959,0.748598,"Q9Y4Z0","U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens GN=LSM4 PE=1 SV=1                  "
"223","m.12693",1749,0,0,10,13,8,6,11,10,3,14,-4.038,-1.4002,0.999985,0.946334,0.868299,"P01027","Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3                     "
"224","m.12695",530,0,0,0,0,1,0,0,0,1,0,-7.128,-2.5079,0.998005,0.991905,0.751017,"Q32LC7","Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1                  "
"225","m.12698",142,4,6,3,5,4,4,3,5,5,5,-7.371,-3.2256,0.801314,0.968842,0.472544,"Q8T5Z4","40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1                   "
"226","m.12699",199,10,9,9,9,12,10,10,10,12,12,-3.511,-1.968,0.998734,0.984187,0.838274,"P24409","Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1                    "
"227","m.12707",398,3,1,2,1,0,0,2,5,3,0,-5.836,-2.0307,0.998852,0.985691,0.832167,NA,NA
"228","m.12709",550,10,10,4,5,7,3,5,7,6,6,-6.432,-2.2018,0.998174,0.988656,0.811107,"Q3ZBH0","T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3                  "
"229","m.12711",510,7,10,2,3,2,2,3,4,4,7,-4.642,-2.3905,1,0.990883,0.778176,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"230","m.12716",167,3,1,0,0,1,0,0,0,1,1,-5.202,-1.7995,0.997908,0.978896,0.851226,"29644726","Lectin mal homologue (Fragment) OS=Microcystis aeruginosa GN=malh PE=4 SV=1                   "
"231","m.12721",179,0,0,1,0,1,2,1,2,1,2,-7.166,-2.1004,0.998513,0.987084,0.824422,NA,NA
"232","m.12724",296,1,3,1,2,3,6,1,2,4,5,-5.561,-2.8155,0.945373,0.988919,0.653436,NA,NA
"233","m.12725",224,5,5,3,4,4,2,3,3,5,4,-4.422,-2.1768,0.998172,0.988309,0.814636,"Q0MQI7","NADH dehydrogenase [ubiquinone] flavoprotein 2 mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1                           "
"234","m.12732",698,39,43,17,25,25,13,21,23,28,32,-9.162,-12.717,0,0.874378,0,"O35920","Calpain-9 OS=Rattus norvegicus GN=Capn9 PE=2 SV=2                      "
"235","m.12733",700,10,11,7,11,10,5,6,6,11,10,-4.784,-2.353,0.999696,0.990478,0.785703,"P00516","cGMP-dependent protein kinase 1 OS=Bos taurus GN=PRKG1 PE=1 SV=2                   "
"236","m.12737",490,0,1,1,1,1,1,1,0,0,1,-5.117,-1.7305,1,0.975792,0.855351,"A7T167","Protein GDAP2 homolog OS=Nematostella vectensis GN=gdap2 PE=3 SV=1                    "
"237","m.12740",434,7,7,4,4,5,4,4,4,7,7,-2.615,-0.9699,0.999905,0.815734,0.874825,"P53590","Succinyl-CoA ligase [GDP-forming] subunit beta mitochondrial (Fragment) OS=Sus scrofa GN=SUCLG2 PE=1 SV=2                           "
"238","m.12744",483,3,4,2,3,3,3,2,2,2,4,-5.212,-1.835,0.997702,0.980201,0.848868,"C3YWU0","Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2                      "
"239","m.12757",255,9,7,4,4,7,4,4,5,6,7,-6.652,-3.1683,0.823988,0.972263,0.500768,"Q9U5M4","Tropomyosin-2 OS=Podocoryne carnea GN=TPM2 PE=2 SV=1                      "
"240","m.1276",494,1,1,0,0,1,1,0,0,1,2,-7.775,-2.0804,0.998641,0.986714,0.826753,"Q08DJ8","Heat shock factor protein 1 OS=Bos taurus GN=HSF1 PE=2 SV=1                  "
"241","m.12762",252,27,26,7,6,14,13,8,12,18,23,-2.726,-1.9832,0.998822,0.984573,0.836864,"P07996","Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2                      "
"242","m.12764",395,5,4,2,3,3,1,4,3,3,5,-5.588,-2.4623,0.999574,0.991571,0.762233,"Q9VQX4","Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster GN=CG3714 PE=2 SV=2                     "
"243","m.12769",144,0,0,0,0,2,0,0,0,1,1,-6.616,-2.333,0.999441,0.990254,0.789504,NA,NA
"244","m.12770",763,4,5,2,1,2,2,2,3,3,4,-5.497,-2.5499,0.99533,0.992099,0.739923,"Q2TCH3","ATP-citrate synthase OS=Ovis aries GN=ACLY PE=2 SV=1                     "
"245","m.12774",857,0,0,1,0,0,0,0,1,0,1,-7.554,-2.5972,0.990671,0.992143,0.726553,"Q6GMF8","Inactive rhomboid protein 1 OS=Danio rerio GN=rhbdf1 PE=2 SV=1                   "
"246","m.12781",500,1,2,0,0,1,1,0,1,1,2,-7.171,-2.3072,0.999113,0.989959,0.794197,NA,NA
"247","m.12783",327,1,0,0,1,2,0,0,0,3,2,-4.466,-1.7316,1,0.97585,0.855289,"P79110","Tricarboxylate transport protein mitochondrial OS=Bos taurus GN=SLC25A1 PE=2 SV=1                           "
"248","m.12784",410,1,0,0,1,0,0,1,1,0,1,-6.657,-2.6077,0.989384,0.992123,0.723461,"Q5FYB0","Arylsulfatase J OS=Homo sapiens GN=ARSJ PE=2 SV=1                     "
"249","m.12790",138,6,6,2,3,4,1,1,5,5,5,-3.576,-1.8851,0.99799,0.98184,0.845224,"A6KWR4","L-rhamnose mutarotase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154) GN=rhaM PE=3 SV=1            "
"250","m.12795",196,3,3,1,1,2,1,2,2,2,2,-5.497,-2.1507,0.998213,0.987921,0.818142,"Q8R4V0","Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2                    "
"251","m.12796",156,7,8,3,5,9,5,7,5,10,8,-4.761,-2.4626,0.999569,0.991574,0.762162,"P61917","Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1                   "
"252","m.1281",317,0,1,0,0,2,1,0,1,1,1,-7.736,-2.6174,0.988112,0.992095,0.720564,"P49596","Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2                  "
"253","m.12810",529,11,13,7,6,7,0,4,7,10,5,-4.802,-2.5544,0.994963,0.992111,0.738691,"Q62829","Serine/threonine-protein kinase PAK 3 OS=Rattus norvegicus GN=Pak3 PE=1 SV=1                   "
