"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"131","m.11382",877,1,2,0,1,1,0,0,0,1,1,-4.966,-1.8546,1,0.961497,0.898205,"B1AZI6","THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1                   "
"132","m.1141",910,1,1,1,2,2,0,0,0,1,3,-5.802,-2.3241,0.939912,0.96823,0.619685,"Q6F3J0","Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2                  "
"133","m.11430",456,7,4,2,0,1,1,1,1,1,1,-4.18,-1.4034,1,0.926098,0.956607,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"134","m.1145",390,0,1,0,0,0,0,0,1,1,0,-4.378,-1.3721,1,0.921093,0.958259,NA,NA
"135","m.11458",213,4,4,3,2,3,3,3,5,3,2,-3.991,-1.2809,1,0.903017,0.962217,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"136","m.11472",334,2,3,1,2,3,0,2,2,3,2,-4.802,-1.9182,1,0.96347,0.879989,"O95219","Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1                     "
"137","m.11482",410,1,0,0,0,0,0,0,1,0,0,-6.588,-2.2892,0.953647,0.968404,0.65298,"Q9BVL2","Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1                     "
"138","m.1149",736,1,1,1,1,1,1,1,1,2,1,-5.834,-2.0654,0.999998,0.966706,0.818341,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"139","m.115",216,10,11,6,8,9,3,6,8,8,9,-2.471,-1.1745,1,0.873209,0.965568,"Q58DS9","Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1                    "
"140","m.1152",2284,1,0,0,1,1,0,0,0,0,1,-7.619,-2.5094,0.855151,0.966369,0.417188,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"141","m.11543",385,12,10,9,12,9,6,9,10,7,7,-3.089,-0.673,0.835844,0.51335,0.967939,"Q6PZE0","Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2                      "
"142","m.11553",214,9,7,7,8,9,3,7,5,7,7,-1.895,-0.4393,0.546933,0.293335,0.961073,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"143","m.11555",111,2,3,0,0,1,1,1,0,1,1,-4.176,-1.1595,1,0.868041,0.965953,NA,NA
"144","m.11561",392,0,0,0,0,1,0,0,0,0,0,-5.207,-1.7759,1,0.958413,0.915759,"Q00422","GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2                   "
"145","m.1157",147,2,3,1,3,3,3,2,2,3,3,-2.562,-0.6628,0.825559,0.503141,0.967711,"P25867","Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1                   "
"146","m.1159",503,0,1,0,0,1,0,0,0,1,0,-6.955,-2.2808,0.956831,0.968432,0.660707,"3269296","Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1                     "
"147","m.11603",537,3,2,1,2,1,0,2,1,1,1,-6.143,-2.1914,0.986802,0.968305,0.735845,"3284280","Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1                     "
"148","m.1163",121,2,3,2,2,3,3,2,2,3,3,-3.528,-1.0852,1,0.838057,0.967598,"Q4R5J1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3               "
"149","m.11636",357,3,3,0,0,1,0,0,1,0,2,-6.154,-1.9525,1,0.964374,0.868324,"3268757","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1                    "
"150","m.11687",197,0,0,0,0,0,1,0,0,1,1,-4.843,-1.4271,1,0.929548,0.955239,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"151","m.11700",147,1,3,0,0,5,3,2,1,4,7,-3.37,-0.9705,0.999994,0.774064,0.969438,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"152","m.11721",335,1,2,0,0,1,0,0,1,0,2,-6.312,-1.6442,1,0.951119,0.936243,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"153","m.11724",829,7,7,2,5,6,3,2,2,8,6,-5.022,-1.8833,1,0.962438,0.89049,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"154","m.11725",118,1,1,1,1,1,0,1,1,1,1,-5.001,-1.9813,1,0.965056,0.857378,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
"155","m.11734",369,0,0,0,0,1,0,0,0,2,1,-4.744,-1.5679,1,0.945222,0.944522,"Q8R2E9","ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1                    "
"156","m.11740",629,2,1,1,1,1,1,1,0,1,1,-6.688,-2.0351,1,0.966166,0.833727,"Q14192","Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3               "
"157","m.11744",384,2,2,0,0,1,0,1,0,1,2,-6.454,-2.0998,0.999996,0.967253,0.798854,"3279690","Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1                     "
"158","m.11754",237,5,4,4,3,5,3,4,7,4,3,-3.029,-1.0588,1,0.825416,0.968089,"Q0V8T8","Contactin-associated protein like 2-May OS=Mus musculus GN=Cntnap5b PE=2 SV=1                   "
"159","m.11786",188,5,5,2,3,5,0,3,3,5,4,-5.459,-2.383,0.915115,0.967764,0.559391,"P62323","Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1                  "
"160","m.11819",281,2,2,1,1,2,2,0,1,2,1,-5.369,-1.8269,1,0.9605,0.904945,"P47844","Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2                   "
"161","m.11820",1432,0,1,0,1,1,1,0,0,1,0,-5.252,-1.8782,1,0.962277,0.891919,"Q5JRA6","Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1                  "
"162","m.11826",566,3,2,3,3,3,1,2,2,5,4,-5.156,-1.7266,1,0.956039,0.924533,"Q8CHT0","Delta-1-pyrroline-5-carboxylate dehydrogenase mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3                           "
"163","m.11831",212,3,3,1,1,2,1,2,2,1,2,-3.81,-1.216,1,0.886171,0.964398,"Q8L7C9","Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1                    "
"164","m.11832",897,8,11,6,8,7,7,7,10,10,8,-5.167,-2.2524,0.967157,0.96848,0.685992,"Q28C55","Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1                   "
"165","m.1184",205,1,1,0,0,1,0,0,1,1,0,-3.259,-1.0621,1,0.827059,0.96803,"P11046","Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4                    "
"166","m.11842",252,4,2,3,2,2,3,2,2,3,4,-5.049,-1.6378,1,0.950679,0.937022,"3270986","Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1                     "
"167","m.11876",224,1,2,2,3,2,1,2,1,2,1,-4.178,-1.3694,1,0.920636,0.958393,"P13284","Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3                   "
"168","m.1188",293,4,6,3,5,6,5,5,5,6,6,-4.697,-1.4279,1,0.92966,0.955191,"Q2TFN9","Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1                 "
"169","m.1190",1519,0,0,0,0,0,0,1,0,0,0,-6.562,-2.3007,0.949213,0.968356,0.642219,"Q6JHU9","CREB-binding protein OS=Rattus norvegicus GN=Crebbp PE=2 SV=1                     "
"170","m.11907",647,2,3,0,0,2,0,0,0,0,0,-5.135,-1.8263,1,0.960477,0.905083,"O42182","Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1                      "
"171","m.11916",339,0,0,0,0,1,1,0,0,1,0,-5.481,-1.6492,1,0.951457,0.935622,"Q04336","Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1               "
"172","m.11921",315,1,4,1,2,6,4,3,2,10,7,-5.013,-1.5704,1,0.94544,0.944283,"Q14749","Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3                     "
"173","m.11924",283,0,1,0,0,1,0,0,0,0,1,-4.445,-1.4258,1,0.929366,0.955317,"P46940","Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1                   "
"174","m.11933",202,0,1,0,0,0,0,0,0,0,0,-5.249,-1.5964,1,0.947599,0.941675,"Q6PHF0","Charged multivesicular body protein 1a OS=Danio rerio GN=chmp1a PE=2 SV=1                  "
"175","m.11960",265,1,2,0,0,1,0,0,1,1,1,-4.369,-1.3781,1,0.922095,0.957955,"Q5PRE5","Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1                  "
"176","m.11993",245,1,1,0,1,1,0,1,1,1,2,-5.612,-1.7571,1,0.957552,0.919283,"Q5E980","Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1                    "
"177","m.11995",326,4,5,2,2,6,4,4,5,6,7,-5.519,-1.6929,1,0.954184,0.929724,"Q967D7","Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2                     "
"178","m.12002",156,1,3,0,0,1,0,1,2,1,2,-4.513,-1.5404,0.999919,0.942709,0.947024,"Q7TSV4","Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1                      "
"179","m.12007",433,10,9,5,9,7,6,6,4,7,8,-2.23,-0.8293,0.953498,0.663291,0.970075,"Q7T0S7","Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1                   "
"180","m.12009",511,1,1,0,0,2,0,1,0,0,1,-5.852,-1.7319,1,0.956313,0.92366,"P80147","4-aminobutyrate aminotransferase mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2                           "
"181","m.12035",180,2,2,2,2,3,0,2,2,2,4,-3.067,-0.9516,0.997554,0.761082,0.96967,NA,NA
"182","m.12048",569,14,17,6,9,11,4,8,11,14,12,-3.562,-1.1104,1,0.849102,0.967086,"Q96NN9","Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1                    "
"183","m.12056",309,2,3,2,2,3,1,2,2,3,4,-5.139,-2.048,0.999998,0.966403,0.82737,"Q54RA4","Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1                   "
"184","m.12069",191,0,0,0,0,0,0,0,0,1,0,-3.927,-1.1632,1,0.869341,0.96586,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"185","m.12097",491,0,0,1,0,1,1,0,0,1,0,-4.993,-1.4095,1,0.927013,0.956265,"O55173","3-phosphoinositide-dependent protein kinase 1 OS=Rattus norvegicus GN=Pdpk1 PE=1 SV=2                   "
"186","m.12129",447,126,138,78,99,97,58,85,89,108,108,-0.402,-0.7779,0.923069,0.616136,0.969679,NA,NA
"187","m.1215",381,6,10,5,7,4,1,8,8,7,8,-3.041,-0.8879,0.979148,0.712975,0.970122,"3275784","Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1                     "
"188","m.12158",191,0,0,0,2,0,0,0,0,0,0,-4.617,-1.7511,1,0.957266,0.92036,"3273741","Predicted protein OS=Nematostella vectensis GN=v1g205757 PE=4 SV=1                     "
"189","m.12175",403,4,6,2,5,7,1,4,3,7,6,-2.918,-0.8439,0.960758,0.676113,0.970128,"A7SLW1","Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1                     "
"190","m.12185",535,3,4,2,4,4,2,2,1,1,2,-4.939,-1.8883,1,0.962594,0.889064,"P52826","Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1                     "
"191","m.12204",184,2,0,1,1,0,0,1,1,1,1,-4.136,-1.1984,1,0.880903,0.964914,"P49961","Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens GN=ENTPD1 PE=1 SV=1                   "
"192","m.12229",471,23,24,24,28,26,16,22,26,26,29,-3.841,-3.3992,0.025646,0.956197,0.001897,"Q7ZVY5","Citrate synthase mitochondrial OS=Danio rerio GN=cs PE=2 SV=1                           "
"193","m.1223",739,2,3,3,5,3,3,2,2,3,3,-5.938,-1.9601,1,0.96456,0.865542,"P18654","Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2                  "
"194","m.12238",232,16,21,11,12,17,10,14,15,19,16,-4.139,-1.5271,0.999859,0.941411,0.948153,"Q9R0Q6","Actin-related protein 3-Feb complex subunit 1A OS=Mus musculus GN=Arpc1a PE=1 SV=1                 "
"195","m.1225",1047,0,1,0,0,1,0,1,0,1,0,-6.11,-2.1484,0.998179,0.967916,0.767313,"A4IFB1","Serrate RNA effector molecule homolog OS=Bos taurus GN=SRRT PE=2 SV=1                  "
"196","m.12306",644,1,2,1,1,2,0,1,1,2,1,-5.975,-2.2933,0.952075,0.968388,0.649167,"O70247","Sodium-dependent multivitamin transporter OS=Rattus norvegicus GN=Slc5a6 PE=2 SV=1                    "
"197","m.12319",389,0,1,0,0,0,0,0,0,0,0,-6.73,-2.3634,0.923566,0.967939,0.579995,"O75689","Arf-GAP with dual PH domain-containing protein 1 OS=Homo sapiens GN=ADAP1 PE=1 SV=2                "
"198","m.12334",1458,2,2,4,1,1,1,3,4,2,2,-5.763,-1.8123,1,0.959937,0.908241,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"199","m.1235",511,0,1,1,6,3,1,2,1,1,1,-4.836,-1.51,0.999916,0.939656,0.949532,"Q96HN2","Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1                    "
"200","m.12364",195,0,1,0,0,0,0,0,1,0,0,-4.275,-1.1255,1,0.855274,0.966757,"4606641","Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1                     "
"201","m.12366",358,0,1,0,0,1,1,0,0,0,1,-5.317,-1.757,1,0.957547,0.919302,"4251153","Uncharacterized protein (Fragment) OS=Ciona intestinalis GN=Cin.47963 PE=4 SV=2                    "
"202","m.1238",450,1,3,3,5,3,2,4,3,5,3,-5.65,-1.7915,1,0.959088,0.912654,"Q8BX37","Iron/zinc purple acid phosphatase-like protein OS=Mus musculus GN=Papl PE=2 SV=2                  "
"203","m.12417",694,2,3,1,1,2,0,1,2,2,2,-5.782,-1.9514,1,0.964346,0.86872,"Q4KLH5","Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus GN=Agfg1 PE=1 SV=1                "
"204","m.1242",255,5,4,3,2,4,4,3,3,4,4,-3.691,-1.2203,1,0.887409,0.964268,"Q9JKM7","Ras-related protein Rab-37 OS=Mus musculus GN=Rab37 PE=1 SV=2                    "
"205","m.1245",204,22,24,20,22,23,19,22,20,25,25,-3.709,-1.9518,1,0.964356,0.868576,"Q6NYB7","Ras-related protein Rab-1A OS=Rattus norvegicus GN=Rab1A PE=1 SV=3                    "
"206","m.1249",263,14,15,6,8,8,2,8,9,9,16,-2.926,-1.5398,0.999913,0.942651,0.947076,"Q9Z1Q5","Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3                  "
"207","m.12517",148,2,1,0,0,2,0,1,0,1,2,-3.512,-1.3234,1,0.912152,0.960518,"Q9BQ24","Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens GN=ZFYVE21 PE=1 SV=1                 "
"208","m.12521",914,13,13,11,16,20,9,11,12,18,17,-1.679,-0.57,0.719173,0.411282,0.96526,"Q5REU4","Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1                  "
"209","m.12550",201,5,5,3,4,4,4,4,3,5,4,-1.511,-0.5697,0.718794,0.410992,0.965251,"P48148","Ras-like GTP-binding protein Rho1 OS=Drosophila melanogaster GN=Rho1 PE=1 SV=1                   "
"210","m.12589",426,1,2,3,4,3,3,3,2,4,4,-5.126,-1.7646,1,0.957902,0.917905,"Q10743","Disintegrin and metalloproteinase domain-containing protein 10 (Fragment) OS=Rattus norvegicus GN=Adam10 PE=2 SV=1                "
"211","m.12606",311,1,2,1,0,1,1,1,1,1,2,-4.515,-1.4498,1,0.932602,0.953827,NA,NA
"212","m.1261",196,1,3,1,1,0,0,1,1,1,1,-5.541,-1.8801,1,0.962338,0.89139,"P34059","N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1                      "
"213","m.12641",187,2,1,0,0,0,0,0,2,0,0,-5.31,-1.7824,1,0.958698,0.914486,"3279955","Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1                     "
"214","m.12642",195,34,33,20,24,29,15,23,25,27,30,-3.082,-2.2295,0.974972,0.968462,0.705424,"Q5XFX0","Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=2 SV=1                      "
"215","m.12643",211,1,0,1,0,0,0,0,0,0,0,-4.33,-1.1888,1,0.87789,0.965183,"3282180","Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     "
"216","m.12648",162,1,2,0,0,1,0,0,0,1,1,-4.684,-1.4167,1,0.928068,0.955852,NA,NA
"217","m.1265",381,1,0,0,0,0,0,0,0,1,0,-5.146,-1.9474,1,0.964246,0.870149,"Q8UUZ1","Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1                    "
"218","m.12659",176,1,2,0,0,0,1,1,1,0,1,-5.705,-2.1648,0.994097,0.968093,0.755669,"P20693","Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus GN=Fcer2 PE=2 SV=1                 "
"219","m.12662",470,11,12,5,9,14,13,8,8,14,13,-5.263,-1.6264,1,0.949872,0.938368,"3283492","Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1                     "
"220","m.12676",293,1,2,0,1,1,1,1,0,1,2,-5.559,-1.8373,1,0.960885,0.902491,"Q920J4","Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3                    "
"221","m.12686",459,2,4,2,3,2,1,2,2,4,4,-3.438,-1.0916,1,0.840953,0.967472,"Q9D8W5","26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4                 "
"222","m.12690",150,1,1,1,0,1,0,0,0,0,2,-4.466,-1.2822,1,0.903317,0.962169,"Q9Y4Z0","U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens GN=LSM4 PE=1 SV=1                  "
"223","m.12693",1749,0,0,10,13,8,6,11,10,3,14,-3.834,-1.7858,1,0.958845,0.913808,"P01027","Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3                     "
"224","m.12695",530,0,0,0,0,1,0,0,0,1,0,-5.881,-1.9566,1,0.964475,0.866833,"Q32LC7","Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1                  "
"225","m.12698",142,4,6,3,5,4,4,3,5,5,5,-4.723,-1.3638,1,0.919674,0.958669,"Q8T5Z4","40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1                   "
"226","m.12699",199,10,9,9,9,12,10,10,10,12,12,-1.036,-0.4151,0.515172,0.273789,0.960263,"P24409","Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1                    "
"227","m.12707",398,3,1,2,1,0,0,2,5,3,0,-4.049,-1.6194,1,0.949361,0.93917,NA,NA
"228","m.12709",550,10,10,4,5,7,3,5,7,6,6,-5.497,-1.6165,1,0.949146,0.939497,"Q3ZBH0","T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3                  "
"229","m.12711",510,7,10,2,3,2,2,3,4,4,7,-2.401,-1.0316,0.999999,0.811157,0.96855,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"230","m.12716",167,3,1,0,0,1,0,0,0,1,1,-4.012,-1.3965,1,0.925041,0.956985,"29644726","Lectin mal homologue (Fragment) OS=Microcystis aeruginosa GN=malh PE=4 SV=1                   "
"231","m.12721",179,0,0,1,0,1,2,1,2,1,2,-4.75,-1.5526,1,0.943852,0.945943,NA,NA
"232","m.12724",296,1,3,1,2,3,6,1,2,4,5,-3.779,-1.628,1,0.949987,0.938182,NA,NA
"233","m.12725",224,5,5,3,4,4,2,3,3,5,4,-3.647,-1.0981,1,0.843831,0.967341,"Q0MQI7","NADH dehydrogenase [ubiquinone] flavoprotein 2 mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1                           "
"234","m.12732",698,39,43,17,25,25,13,21,23,28,32,-7.587,-5.0406,0,0.947247,0,"O35920","Calpain-9 OS=Rattus norvegicus GN=Capn9 PE=2 SV=2                      "
"235","m.12733",700,10,11,7,11,10,5,6,6,11,10,-4.835,-1.9473,1,0.964243,0.870185,"P00516","cGMP-dependent protein kinase 1 OS=Bos taurus GN=PRKG1 PE=1 SV=2                   "
"236","m.12737",490,0,1,1,1,1,1,1,0,0,1,-4.783,-1.6933,1,0.954208,0.929666,"A7T167","Protein GDAP2 homolog OS=Nematostella vectensis GN=gdap2 PE=3 SV=1                    "
"237","m.12740",434,7,7,4,4,5,4,4,4,7,7,-3.906,-1.0294,0.999997,0.809946,0.968586,"P53590","Succinyl-CoA ligase [GDP-forming] subunit beta mitochondrial (Fragment) OS=Sus scrofa GN=SUCLG2 PE=1 SV=2                           "
"238","m.12744",483,3,4,2,3,3,3,2,2,2,4,-5.165,-1.6978,1,0.954467,0.929006,"C3YWU0","Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2                      "
"239","m.12757",255,9,7,4,4,7,4,4,5,6,7,-3.276,-1.2561,1,0.897027,0.963106,"Q9U5M4","Tropomyosin-2 OS=Podocoryne carnea GN=TPM2 PE=2 SV=1                      "
"240","m.1276",494,1,1,0,0,1,1,0,0,1,2,-5.424,-1.6084,1,0.948535,0.940392,"Q08DJ8","Heat shock factor protein 1 OS=Bos taurus GN=HSF1 PE=2 SV=1                  "
"241","m.12762",252,27,26,7,6,14,13,8,12,18,23,-1.232,-0.5022,0.630959,0.34773,0.963152,"P07996","Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2                      "
"242","m.12764",395,5,4,2,3,3,1,4,3,3,5,-3.555,-1.7174,1,0.955553,0.92601,"Q9VQX4","Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster GN=CG3714 PE=2 SV=2                     "
"243","m.12769",144,0,0,0,0,2,0,0,0,1,1,-4.174,-1.2625,1,0.898623,0.962883,NA,NA
"244","m.12770",763,4,5,2,1,2,2,2,3,3,4,-4.825,-1.6205,1,0.949442,0.939045,"Q2TCH3","ATP-citrate synthase OS=Ovis aries GN=ACLY PE=2 SV=1                     "
"245","m.12774",857,0,0,1,0,0,0,0,1,0,1,-5.592,-1.5614,1,0.944649,0.945134,"Q6GMF8","Inactive rhomboid protein 1 OS=Danio rerio GN=rhbdf1 PE=2 SV=1                   "
"246","m.12781",500,1,2,0,0,1,1,0,1,1,2,-6.215,-1.6673,1,0.952633,0.933285,NA,NA
"247","m.12783",327,1,0,0,1,2,0,0,0,3,2,-5.054,-1.5221,0.999868,0.940908,0.948564,"P79110","Tricarboxylate transport protein mitochondrial OS=Bos taurus GN=SLC25A1 PE=2 SV=1                           "
"248","m.12784",410,1,0,0,1,0,0,1,1,0,1,-3.833,-1.1848,1,0.876604,0.965293,"Q5FYB0","Arylsulfatase J OS=Homo sapiens GN=ARSJ PE=2 SV=1                     "
"249","m.12790",138,6,6,2,3,4,1,1,5,5,5,-4.023,-1.0903,1,0.84037,0.967498,"A6KWR4","L-rhamnose mutarotase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154) GN=rhaM PE=3 SV=1            "
"250","m.12795",196,3,3,1,1,2,1,2,2,2,2,-4.746,-1.1486,1,0.864111,0.966221,"Q8R4V0","Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2                    "
"251","m.12796",156,7,8,3,5,9,5,7,5,10,8,-2.535,-1.079,1,0.83519,0.967717,"P61917","Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1                   "
"252","m.1281",317,0,1,0,0,2,1,0,1,1,1,-5.878,-1.6338,1,0.950399,0.9375,"P49596","Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2                  "
"253","m.12810",529,11,13,7,6,7,0,4,7,10,5,-2.709,-1.2106,1,0.884589,0.96456,"Q62829","Serine/threonine-protein kinase PAK 3 OS=Rattus norvegicus GN=Pak3 PE=1 SV=1                   "
"254","m.12813",219,3,5,6,6,6,5,5,6,6,5,-4.315,-1.3275,1,0.912964,0.960341,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"255","m.12818",193,6,6,5,8,4,5,7,10,6,7,-2.89,-1.4492,1,0.932524,0.953866,"Q52RN5","Superoxide dismutase [Cu-Zn] OS=Bos mutus grunniens GN=SOD1 PE=2 SV=3                   "
"256","m.12824",377,22,22,13,16,18,7,8,15,19,17,-4.886,-3.0984,0.173825,0.95906,0.020562,"Q02874","Core histone macro-H2A.1 OS=Rattus norvegicus GN=H2afy PE=1 SV=4                    "
"257","m.12825",688,2,2,0,0,1,0,1,0,0,1,-5.461,-2.0316,0.999999,0.9661,0.835403,"P26818","Beta-adrenergic receptor kinase 2 OS=Bos taurus GN=ADRBK2 PE=2 SV=1                   "
"258","m.12826",335,0,2,0,1,0,0,0,1,0,1,-5.323,-1.7842,1,0.958776,0.914128,"Q96EP0","E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens GN=RNF31 PE=1 SV=1                   "
"259","m.12829",263,1,2,0,1,1,1,1,0,2,2,-4.826,-1.9959,1,0.965378,0.851392,"Q9NYU2","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3                    "
