"","PROTID","PROTLEN","DEFLINE","FSW1","FSW2","FSW3","LIP1","LIP2","LIP3","LIP4","LBP1","LBP2","MIP1","MIP2","MIP3","MIP4","MBP1","MBP2","MBP3","MBP4","HIP1","HIP2","HBP1","HBP2","HBP3","HBP4"
"119","m.10984",437,"Retinoic acid receptor RXR OS=Biomphalaria glabrata GN=RXR PE=1 SV=1",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"120","m.10998",251,"Outer dense fiber protein 3 OS=Xenopus tropicalis GN=odf3 PE=2 SV=1",0.666666666666667,1,0,0,1,0,0,2,1,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0
"121","m.110",1165,"Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1",43.6666666666667,56,36,31.5,43,45.5,25,48,47.5,37,45,33,29.5,40.5,30.5,23,27,35,35,26.5,33,42.5,27.5
"122","m.1100",513,"D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3",2,3,4.5,1,0.5,5.5,2,2.5,1,2,1,4,3.5,2,0.5,5,1,3,2,2.5,1,4,3
"123","m.1103",1107,"Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1",0.666666666666667,3,0.5,0,1.5,0.5,0,3.5,3.5,0.5,1,0,0,0.5,0,0,0,1,1,0.5,2,0,0.5
"124","m.11035",299,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1",0,0.5,2,0,1,4,1.5,3.5,4.5,0,1.5,1.5,2.5,2.5,1,0,0,4,2.5,1.5,3,2,0
"125","m.11041",876,"Pumilio homolog 1 OS=Gallus gallus GN=PUM1 PE=2 SV=1",0,0,1,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1.5,0
"126","m.11045",121,"Myophilin OS=Echinococcus granulosus PE=2 SV=1",2,1,1,0,1,1.5,1,2,2.5,2.5,2,1,1.5,2.5,1,2,0.5,1,1,1,2,2,2
"127","m.11093",943,"Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1",0.333333333333333,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0
"128","m.11100",1144,"Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1",6,6.5,9.5,1,4.5,10.5,5.5,8.5,9,7.5,7.5,3.5,6,5.5,4,1,3.5,5.5,4,4.5,5,9,5
"129","m.11107",150,"Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3",7.66666666666667,10,13,8,9,9.5,9,10.5,9.5,9.5,11,11,9,9.5,0,11,6,4.5,6,6.5,8,10,9.5
"130","m.11115",300,"Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1",3.33333333333333,3.5,0,1,2,0,0,3.5,2.5,3,3,0,0,2,3,0,0,1,1.5,2,1,0,0
"131","m.11137",540,"RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1",1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","m.11149",227,"Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1",9.33333333333333,11,5,3.5,5.5,9,3.5,9.5,11,9,7,7,5,9,3.5,5.5,2.5,7,8.5,4.5,9,8.5,4.5
"133","m.11152",593,"Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1",1,0.5,1,0,1,2.5,1,0,2,0,1,1,1.5,1,0,1,1,0,0,0,0,0.5,1
"134","m.11167",387,"Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1",0.666666666666667,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1,0.5,0,0,0.5,0,0,1,0,0
"135","m.11180",213,"Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1",0.333333333333333,1,1.5,0,0,2,0.5,0.5,1.5,0,0,0.5,1,1,0,0.5,0.5,0.5,0.5,0,1,1.5,1
"136","m.11210",170,"Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1",0.666666666666667,1.5,0,0.5,0,0,0,1.5,2,2,2,0,0,2,0,0,0,0,1,0.5,2,0,0
"137","m.11219",223,"Discoidin domain-containing receptor 2 OS=Homo sapiens GN=DDR2 PE=1 SV=2",0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0
"138","m.11237",275,"Tetraspanin-33 OS=Bos taurus GN=TSPAN33 PE=2 SV=1",0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"139","m.11249",809,"Transmembrane protease serine 2 OS=Homo sapiens GN=TMPRSS2 PE=1 SV=3",0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1,0
"140","m.1126",148,"60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3",2.66666666666667,3,0.5,2,6,1.5,0.5,5.5,3.5,4.5,2.5,1,1,5,2.5,1,1,3.5,3.5,4,5,2,1
"141","m.11265",213,"Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3",3,3,2.5,2.5,3,2,3.5,2.5,1.5,2,2.5,1,2.5,2,1,2.5,3.5,2,2,2,2,3,3.5
"142","m.11277",156,"Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2",0.333333333333333,0.5,0,0,0,0,0,1,1.5,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0
"143","m.11289",232,"Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1",1,2.5,0,0.5,0.5,0,0,1,1.5,1,1.5,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0
"144","m.11298",283,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2",1.66666666666667,2,0,0.5,2,0,0,2,2,1.5,2,0,0,1,0,0,0,1,1.5,0,1,0,0
"145","m.113",378,"m.113",56.6666666666667,59.5,32,23.5,35,55,33,56,54.5,49,44.5,47.5,50,42,27.5,55,33,40.5,44.5,40,46,59,44.5
"146","m.1130",383,"m.1130",0,0,1,0,0,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5
"147","m.11307",740,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2",0.333333333333333,1,0.5,0,1,0.5,0.5,1.5,1,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,1,1,0,0.5
"148","m.11313",319,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1",0.333333333333333,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","m.11319",252,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1",0.666666666666667,1,0,0,1,0,0,2,1.5,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0
"150","m.1133",280,"PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2",3.66666666666667,3.5,2,0,2,2,0.5,3.5,2.5,1.5,1,1,3,0,0.5,1.5,1.5,0,0,0,0,2,0
"151","m.11340",155,"Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1",2,3,2,3,4,0.5,1.5,2.5,2.5,2,2,0,3,2,1,0,1,3.5,3,2,3,2,1.5
"152","m.1135",538,"ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2",15.3333333333333,15.5,0,6,10,0.5,0.5,14,7.5,9,6.5,0,0,8.5,4,0,0,9.5,8.5,9,10,0,0.5
"153","m.11354",351,"Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2",4.33333333333333,6.5,5.5,4,4,9,5,5.5,5,5,3,3.5,5,2.5,1.5,5,5,2,4,2.5,4,7.5,5.5
"154","m.11369",202,"m.11369",4,4.5,2,2,4.5,0,2,3,2.5,2,2,1,2.5,2.5,2,0.5,2,3,3,1,3,1,3
"155","m.11382",877,"THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1",1,1.5,0,0,1.5,0,0,2.5,1.5,0.5,0.5,0,0,1,0,0,0,0,0,0,1,0,0
"156","m.11405",546,"NEDD8-activating enzyme E1 regulatory subunit OS=Danio rerio GN=nae1 PE=2 SV=2",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0.5,0.5
"157","m.1141",910,"Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2",0.666666666666667,0.5,1,0.5,3.5,0,1,2,0.5,0.5,2.5,0.5,1,1.5,0,0,1,0,0,0.5,2,0,0
"158","m.11430",456,"Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2",6.66666666666667,3.5,0,0,3.5,0,0,3,2,0.5,0.5,0,0,0.5,1,0,0,1,1,1.5,0,0,0
"159","m.11436",297,"m.11436",0,0,0.5,0,0,0,1,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0.5,1.5
"160","m.11443",1087,"Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2",0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,1,0.5
"161","m.1145",390,"m.1145",0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0
"162","m.11458",213,"Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3",3.66666666666667,4,6,3.5,3.5,4.5,4,2,4.5,3,1.5,11,9,2.5,2.5,8,4,2.5,4.5,2.5,2,8.5,5
"163","m.11472",334,"Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1",2,2.5,1.5,0.5,4,5.5,1,3.5,3.5,2.5,2,4,1.5,3,0,1,1,1.5,1.5,1,2,2.5,1.5
"164","m.11482",410,"Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1",1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
"165","m.1149",736,"Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1",1,1,1.5,0,1.5,1.5,4,1,0.5,1.5,1,2,1,1,1,1.5,1.5,1,1,1,1,1,1.5
"166","m.115",216,"Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1",10.3333333333333,11,3.5,5,9,1.5,1.5,12.5,11.5,8,9,1.5,2.5,9,2.5,1.5,1,6,7.5,6,8,2.5,2
"167","m.1152",2284,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2",0.666666666666667,0,0,0,1.5,0,0,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,1,0,0.5
"168","m.11523",224,"Vesicle transport through interaction with t-SNAREs homolog 1B OS=Rattus norvegicus GN=Vti1b PE=1 SV=2",0,0,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.5,2
"169","m.11536",523,"Peroxisomal acyl-coenzyme A oxidase 1 OS=Cavia porcellus GN=ACOX1 PE=2 SV=1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0
"170","m.11543",385,"Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2",12.3333333333333,10,7.5,11,11,4.5,7.5,9,10.5,7,6.5,5.5,2.5,9,6,3.5,3.5,8.5,9.5,9,12,4,4
"171","m.11553",214,"Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3",8.66666666666667,7,7.5,6,9.5,7,9.5,11.5,10.5,7,7,7.5,7.5,8.5,2.5,4,7.5,7,5,6.5,8,4.5,8.5
"172","m.11555",111,"m.11555",1.66666666666667,3,0,1.5,0.5,0,0,2,2.5,1,1,0,0,1,0.5,0,0,0.5,0,0,0,0,0
"173","m.11561",392,"GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2",0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0
"174","m.1157",147,"Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1",2.33333333333333,2.5,1,0.5,3,1,1,3,2.5,3,2.5,1.5,1.5,3,2.5,0,0.5,1.5,2,1,3,2,0.5
"175","m.1159",503,"Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1",0,1,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"176","m.11603",537,"Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1",2.66666666666667,2,0,0,0.5,0.5,0,2,2,1,1,0,0,1,0,0,0,1.5,1,1,2,0,0.5
"177","m.1163",121,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3",2,2.5,3,5.5,6,3.5,2,2.5,1.5,2.5,2.5,4,2,3,2.5,2.5,0.5,1.5,1.5,2,2,3,1
"178","m.11636",357,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1",2.66666666666667,3,0,0,1,0.5,1,2.5,2,0,2,0,1,1,0,0,1.5,0,1,0,0,0,2.5
"179","m.11654",271,"Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1",0,0,0.5,0,0,1,1,0,0,0,0,1.5,0.5,0,0,1.5,0,0,0,0,0,0.5,0.5
"180","m.1168",430,"Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2",0.333333333333333,0,2,0,0,1,0.5,0.5,0.5,0,0,1,0.5,0,0,0.5,0,0,0,0,0,1,0
"181","m.11687",197,"Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1",0,0,0,0.5,1,0.5,0,1,1,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0
"182","m.11700",147,"Bis(5_-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1",1.33333333333333,3,1.5,0,0,1.5,2,4,3.5,4,6.5,0.5,2.5,5,2.5,1,2.5,1.5,0.5,0,0,0.5,3
"183","m.11721",335,"Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3",1.33333333333333,1.5,1,0.5,0,0.5,1,2,0.5,0,1.5,0,0.5,0.5,0,1,0,0,0.5,0,0,0,1
"184","m.11724",829,"Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2",7.33333333333333,6.5,3,1.5,9,4.5,4.5,6.5,8,7.5,5.5,2.5,2,6,3,2.5,4,2,2,2,5,4,2
"185","m.11725",118,"Cytosolic purine 5_-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1",0.666666666666667,0.5,0,0,1.5,0,0,1.5,1,1,0.5,0,0,1,0,0,0,0.5,1,1,1,0,0
"186","m.11734",369,"ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1",0,0,0,0,0,0,0,0,1,1.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"187","m.11740",629,"Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3",2,0.5,0,0,1,0,0,1.5,1,1,0.5,0,0,0.5,1,0,0,0.5,0,0.5,1,0,0
"188","m.11744",384,"Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1",2,2,1,0,1.5,0,2.5,2,3,1,1.5,0,1.5,1,0,0,2,0.5,0,0,0,1,2
"189","m.11754",237,"Contactin-associated protein like 5-2 OS=Mus musculus GN=Cntnap5b PE=2 SV=1",4.66666666666667,3.5,4.5,5.5,4.5,4,2.5,3.5,2.5,4,3,4,3.5,4.5,3,4,3.5,4,6.5,3.5,3,5,3
"190","m.11767",390,"ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2",0.333333333333333,0,1.5,0,0,2,1.5,0.5,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0.5,0
"191","m.1177",593,"Leucine-rich repeat protein soc-2 homolog OS=Nematostella vectensis GN=v1g189306 PE=3 SV=1",0,0,1,0,1,1,1,0.5,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.5,0
"192","m.11786",188,"Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1",5.33333333333333,5,0.5,1.5,3,0.5,0,7,5,5,4,1,0,4.5,0,1.5,0,2.5,2.5,2,3,0.5,0.5
"193","m.11819",281,"Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2",2,2,1,1.5,1,1,1.5,3,1.5,2,1,1,0.5,1.5,1.5,0.5,0.5,0,0.5,1,1,1.5,1
"194","m.11820",1432,"Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1",0.333333333333333,0.5,0,0,0,0.5,1.5,0.5,0.5,0.5,0,1,1.5,1,0.5,0,1.5,0,0,0,1,0,0.5
"195","m.11826",566,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",2.66666666666667,2,3,1.5,3.5,1.5,1.5,3.5,3,4.5,3.5,2.5,2,3,0.5,1,0.5,1.5,2,2.5,3,2,2.5
"196","m.11828",346,"Partitioning defective 6 homolog gamma OS=Mus musculus GN=Pard6g PE=2 SV=1",0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0
"197","m.11831",212,"Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1",2.66666666666667,2.5,4.5,0,2.5,2.5,5,5,1,0.5,1.5,3,3.5,1.5,1,4,4.5,1.5,2,0.5,1,3.5,4
"198","m.11832",897,"Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1",8.33333333333333,11,4.5,3,8,5,1.5,11.5,11.5,9.5,7.5,2.5,4.5,7,7,2,3.5,6.5,9.5,5.5,8,3.5,5.5
"199","m.1184",205,"Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4",1,0.5,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,1,0.5,0,1,0,0,0,1
"200","m.11842",252,"Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1",4.33333333333333,1.5,16,0,1,10,0.5,3.5,3,3,3.5,6.5,5,2,3,9,0,1.5,2,2.5,2,16.5,10
"201","m.11876",224,"Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3",0.666666666666667,1.5,0,2,3,0,0,2.5,1.5,1.5,1,0,0,2,1,0,0,2,1,1.5,3,0,0
"202","m.1188",293,"Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1",4.33333333333333,5.5,3,3,7,4,3,7,6,5.5,6,3,3,5.5,5,1.5,2.5,4.5,5,2.5,5,4,2
"203","m.11881",218,"COMM domain-containing protein 7 OS=Bos taurus GN=COMMD7 PE=2 SV=1",0,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,1,0.5
"204","m.1190",1519,"CREB-binding protein OS=Rattus norvegicus GN=Crebbp PE=2 SV=1",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"205","m.11907",647,"Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1",1.66666666666667,2.5,0,0,1,0,0,2,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
"206","m.11916",339,"Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1",0,0,0,0,0.5,0,0,0.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"207","m.11921",315,"Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3",1.33333333333333,3.5,4.5,2,3,6.5,4,4,5,9.5,7,7,4,5.5,3.5,3.5,2,2.5,2,0.5,2,6,5.5
"208","m.11924",283,"Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1",0.333333333333333,0.5,2,0,0,2.5,1,0,0.5,0,0.5,2.5,2,0.5,0,2,0.5,0,0,0,0,2,2
"209","m.11933",202,"Charged multivesicular body protein 1a OS=Danio rerio GN=chmp1a PE=2 SV=1",0,1,0,0.5,1,1,0.5,1,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5
"210","m.11960",265,"Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1",1.33333333333333,1.5,0,0,0.5,0,0,1.5,2,1,1,0,0,1,0,0,0,0,0.5,0,0,0,0
"211","m.11993",245,"Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1",1,1,0,0,1.5,0,0,1.5,1,1,2,0,0,1,0,0,0,0.5,0.5,0,1,0,0
"212","m.11995",326,"Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2",3.66666666666667,4.5,1.5,2.5,3.5,3,2,4.5,5.5,6,6.5,1,2,5.5,4,2,0.5,4,5,2,2,2,1.5
"213","m.12002",156,"Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1",1.33333333333333,3,1.5,0,2,2,1,2,1.5,1,1.5,1.5,1,1,0,1,0,1,1.5,0,0,2,1
"214","m.12007",433,"Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1",10,8.5,6,3.5,8.5,4.5,3.5,9,9,7,8,5,3.5,6.5,6,5,1.5,5.5,4,4.5,9,4,5
"215","m.12009",511,"4-aminobutyrate aminotransferase, mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2",1,1,0,0.5,0,0,0,2.5,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0
"216","m.12035",180,"m.12035",2.33333333333333,2,1,3,2.5,1.5,0.5,3,2,1.5,3.5,0,0,2.5,0,0.5,0,2,1.5,1.5,2,0.5,0.5
"217","m.12048",569,"Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1",14,16.5,8,7,12,5.5,2.5,15,17,13.5,11.5,6.5,4.5,10.5,3.5,5.5,2,7.5,10.5,5.5,9,6.5,2.5
"218","m.12056",309,"Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1",2.33333333333333,2.5,1,0,2,0.5,0.5,2,3,3,4,1,2,3,0.5,0.5,1,1.5,2,1.5,2,1.5,0.5
"219","m.12069",191,"Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","m.12097",491,"3-phosphoinositide-dependent protein kinase 1 OS=Rattus norvegicus GN=Pdpk1 PE=1 SV=2",0,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,1,0.5
"221","m.12124",155,"m.12124",0,0,1.5,0,0,1.5,1,0,0,0,0,2,2.5,0,0,2,0.5,0,0,0,0,1.5,2
"222","m.12129",447,"m.12129",126.333333333333,138,39.5,50,100,65.5,32.5,134.5,121,108,108,61,36,96.5,57.5,32,20,85,89,77.5,99,55.5,35
"223","m.1215",381,"Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1",6,9.5,6.5,1.5,3,5,6.5,7,6,7,8,6,5,4,1,3.5,5,8,7.5,4.5,7,4,9.5
"224","m.12158",191,"Predicted protein OS=Nematostella vectensis GN=v1g205757 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"225","m.12175",403,"Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1",4,6,4,1.5,4,3.5,3.5,5.5,4.5,6.5,5.5,2.5,3,6.5,1,2,1.5,3.5,3,2,5,1,3.5
"226","m.12185",535,"Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1",2.66666666666667,4,3,2,4,2.5,2.5,0.5,0.5,1,2,2,4,3.5,2,1.5,3,2,1,1.5,4,2.5,2.5
"227","m.12204",184,"Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens GN=ENTPD1 PE=1 SV=1",1.66666666666667,0,0,0,0.5,0,0,0,1,0.5,1,0,0,0,0,0,0,1,1,0.5,1,0,0
"228","m.12229",471,"Citrate synthase, mitochondrial OS=Danio rerio GN=cs PE=2 SV=1",23.3333333333333,24,15.5,21.5,23,13,10.5,28.5,22.5,25.5,28.5,35,15,25.5,15.5,14,9,22,25.5,23.5,28,31,19
"229","m.1223",739,"Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2",2.33333333333333,3,1,1.5,3,1.5,0.5,3.5,2.5,3,2.5,1.5,0,2.5,2.5,1,1,2,2,2.5,5,1,0
"230","m.12238",232,"Actin-related protein 2/3 complex subunit 1A OS=Mus musculus GN=Arpc1a PE=1 SV=1",16.3333333333333,21,9.5,9.5,16.5,8.5,8.5,16,16.5,18.5,16,9.5,11.5,17,9.5,6.5,6,14,14.5,11,12,8.5,8.5
"231","m.1225",1047,"Serrate RNA effector molecule homolog OS=Bos taurus GN=SRRT PE=2 SV=1",0,0.5,1.5,0,2.5,1.5,1.5,2,1,0.5,0,0,1,0.5,0,0.5,1.5,0.5,0,0,0,0.5,0.5
"232","m.12286",483,"m.12286",0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"233","m.12306",644,"Sodium-dependent multivitamin transporter OS=Rattus norvegicus GN=Slc5a6 PE=2 SV=1",1,1.5,0,0,0,1,0,1,2,1.5,0.5,0.5,0.5,2,0,0.5,1,0.5,0.5,0.5,1,0,2
"234","m.12319",389,"Arf-GAP with dual PH domain-containing protein 1 OS=Homo sapiens GN=ADAP1 PE=1 SV=2",0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","m.12326",225,"Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2",0,0,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0.5
"236","m.12334",1458,"Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3",2,1.5,1,3,2,1,0.5,1.5,2,1.5,2,1,1.5,1,0.5,0,0.5,3,3.5,4,1,1,1
"237","m.1235",511,"Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1",0,0.5,0,0.5,2,1.5,0.5,3.5,5,0.5,1,1.5,0,2.5,0.5,1,0.5,1.5,0.5,1,6,0.5,0.5
"238","m.12364",195,"Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1",0.333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
