Protein,Len,HS1,HS2,HS3,HD1,HD2,HD3,LogFldChng-K34-K36vsK37-K39,Zstat-K34-K36vsK37-K39,fdr-K34-K36vsK37-K39,FDRup-K34-K36vsK37-K39,FDRdown-K34-K36vsK37-K39,DEFLINE
m.10938,346,11,7,6,4,0,3,-1.136,-2.638,0.146834,0.979701,0.031445,Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1
m.10942,329,0,0,0,0,0,0,0.027,0.0309,0.549131,1,0.903721,E3 ubiquitin-protein ligase LRSAM1 OS=Mus musculus GN=Lrsam1 PE=2 SV=1
m.10944,532,0,0,0,0,0,0,-0.001,-0.0006,0.536288,0.996439,0.922261,E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1
m.10947,109,0,0,0,0,0,0,-0.015,-0.0183,0.531453,0.981126,0.932688,Predicted protein OS=Nematostella vectensis GN=v1g245296 PE=4 SV=1
m.1096,218,0,0,0,0,0,0,-0.111,-0.1328,0.539691,0.899286,1,Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus GN=Pecr PE=1 SV=1
m.10970,130,0,0,0,0,0,0,0.017,0.0185,0.543421,1,0.910767,Solute carrier family 22 member 15-like OS=Xenopus laevis GN=slc22a15b PE=2 SV=1
m.10974,566,10,26,55,18,24,20,-0.402,-2.4739,0.220313,0.983453,0.052328,Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1
m.10984,437,0,0,1,0,0,0,-0.044,-0.047,0.527124,0.958141,0.950985,Retinoic acid receptor RXR OS=Biomphalaria glabrata GN=RXR PE=1 SV=1
m.110,1165,201,128,227,208,272,192,0.178,2.8966,0.036001,0.004014,0.980118,Lethal(2) giant larvae protein homolog 1 OS=Mus musculus GN=Llgl1 PE=1 SV=1
m.1100,513,5,23,43,8,12,20,-0.584,-3.1083,0.041513,0.971991,0.005408,D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3
m.11013,280,0,0,1,22,0,2,2.134,3.8719,0.000314,0.000035,0.967022,m.11013
m.11021,150,0,0,0,1,0,0,-0.104,-0.116,0.534193,0.907351,1,Multiple coagulation factor deficiency protein 2 homolog OS=Pongo abelii GN=MCFD2 PE=2 SV=1
m.11029,519,0,0,0,0,0,0,0.036,0.0416,0.554766,1,0.89876,Gamma-glutamyltranspeptidase 1 OS=Sus scrofa GN=GGT1 PE=2 SV=1
m.1103,1107,7,0,0,4,3,2,-0.063,-0.1308,0.538964,0.899291,1,Sodium-driven chloride bicarbonate exchanger OS=Bos taurus GN=SLC4A10 PE=2 SV=1
m.11035,299,5,0,5,1,5,0,-0.496,-1.0376,1,0.949126,0.977818,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Bos taurus GN=C1QBP PE=2 SV=1"
m.11041,876,0,0,0,0,0,0,-0.021,-0.0232,0.530409,0.978151,0.934866,Pumilio homolog 1 OS=Gallus gallus GN=PUM1 PE=2 SV=1
m.11045,121,0,12,5,14,3,13,0.473,1.6197,0.936632,0.256747,1,Myophilin OS=Echinococcus granulosus PE=2 SV=1
m.11048,288,0,0,0,0,0,1,-0.08,-0.0942,0.529293,0.922703,0.987658,Collagen alpha-1(XIV) chain OS=Gallus gallus GN=COL14A1 PE=1 SV=2
m.11063,151,5,7,7,8,5,18,0.5,1.6847,0.836907,0.222087,0.999932,PREDICTED: uncharacterized protein LOC101235613 [Hydra vulgaris]
m.11091,103,0,0,1,0,0,0,0.102,0.1143,0.61165,1,0.871486,m.11091
m.11093,943,0,0,0,0,0,0,0.016,0.0183,0.543336,1,0.910766,Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Xenopus laevis GN=pik3r1-a PE=2 SV=1
m.11100,1144,1,4,8,6,5,4,0.09,0.234,0.791196,1,0.851591,Large proline-rich protein BAG6 OS=Danio rerio GN=Bag6 PE=3 SV=1
m.11104,363,0,0,0,0,0,0,-0.059,-0.067,0.526638,0.942189,0.965992,m.11104
m.11107,150,38,53,41,28,55,52,0.026,0.2133,0.751122,1,0.853151,Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3
m.11115,300,0,1,0,0,0,0,-0.056,-0.0667,0.526631,0.942189,0.965992,Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1
m.11131,120,0,0,0,0,0,0,0,0,0.536484,0.999591,0.920264,Uncharacterized protein OS=Emiliania huxleyi CCMP1516 GN=EMIHUDRAFT_249911 PE=4 SV=1
m.11133,183,0,0,0,0,0,1,-0.051,-0.0578,0.526601,0.950024,0.958353,Ras-related protein Rab-13 OS=Danio rerio GN=rab13 PE=1 SV=1
m.11137,540,0,0,0,0,0,0,-0.083,-0.0933,0.529143,0.922704,0.987657,RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Danio rerio GN=rbck1 PE=2 SV=1
m.11143,350,0,0,0,0,0,0,-0.002,-0.0023,0.535757,0.996441,0.922257,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.11149,227,9,19,33,22,22,22,0.059,0.3497,1,1,0.856218,Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1
m.11152,593,0,0,0,1,0,2,0.268,0.3352,1,1,0.854481,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.11158,350,0,0,1,0,0,0,-0.052,-0.0615,0.526559,0.947381,0.960869,Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3
m.11159,450,0,0,0,0,0,0,-0.076,-0.0876,0.528297,0.927381,0.982069,Transcriptional enhancer factor TEF-1 OS=Mus musculus GN=Tead1 PE=2 SV=2
m.1116,106,0,0,1,0,0,0,-0.022,-0.0248,0.530093,0.9752,0.937078,m.1116
m.11172,232,0,0,0,0,0,0,-0.082,-0.0979,0.52995,0.920412,0.990495,Tumor susceptibility gene 101 protein OS=Homo sapiens GN=TSG101 PE=1 SV=2
m.11180,213,0,1,0,0,0,0,0.008,0.0089,0.539587,1,0.916374,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1
m.11189,1271,0,0,1,0,0,0,-0.08,-0.0902,0.528663,0.925026,0.984849,PERQ amino acid-rich with GYF domain-containing protein 2 OS=Mus musculus GN=Gigyf2 PE=1 SV=2
m.11210,170,0,0,0,0,0,0,-0.028,-0.0333,0.528654,0.969395,0.941589,Predicted protein OS=Nematostella vectensis GN=v1g180953 PE=4 SV=1
m.11219,223,0,0,0,0,0,0,-0.062,-0.0788,0.527313,0.932189,0.976592,Discoidin domain-containing receptor 2 OS=Homo sapiens GN=DDR2 PE=1 SV=2
m.11245,196,0,0,0,0,0,0,-0.055,-0.0634,0.526574,0.944769,0.963416,COMM domain-containing protein 6 OS=Xenopus tropicalis GN=commd6 PE=2 SV=1
m.11249,809,0,0,0,0,0,0,-0.105,-0.1201,0.535401,0.905288,1,Transmembrane protease serine 2 OS=Homo sapiens GN=TMPRSS2 PE=1 SV=3
m.11251,494,0,0,1,0,0,0,-0.085,-0.0926,0.529026,0.922704,0.987656,Transcriptional repressor p66-beta OS=Homo sapiens GN=GATAD2B PE=1 SV=1
m.1126,148,2,6,12,4,4,3,-0.631,-1.7014,1,0.995442,0.356372,60S ribosomal protein L27a OS=Pongo abelii GN=RPL27A PE=2 SV=3
m.11265,213,27,13,19,22,27,14,0.049,0.2735,0.879745,1,0.851063,Protein kinase C-binding protein NELL2 OS=Mus musculus GN=Nell2 PE=2 SV=3
m.11277,156,0,0,0,0,0,0,-0.076,-0.0892,0.528513,0.925027,0.984847,Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2
m.11289,232,0,2,1,0,0,0,-0.341,-0.4169,0.915141,0.834414,1,Predicted protein OS=Nematostella vectensis GN=v1g215547 PE=4 SV=1
m.11297,247,0,0,0,0,0,0,0.038,0.0427,0.555382,1,0.898763,Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1
m.11298,283,1,4,4,2,0,2,-0.68,-1.182,1,0.967754,0.82692,Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2
m.113,378,133,93,224,148,170,133,-0.008,-0.1186,0.534951,0.907349,1,m.113
m.1130,383,0,0,0,0,0,0,-0.094,-0.1054,0.531499,0.915927,0.996253,m.1130
m.11300,793,0,0,0,0,0,0,-0.085,-0.0967,0.529729,0.920413,0.990494,Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2
m.11307,740,0,0,1,1,0,0,-0.047,-0.0546,0.52669,0.952699,0.955866,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2"
m.11309,423,1,0,0,0,0,2,0.27,0.3329,1,1,0.854477,Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1
m.11312,381,0,0,8,0,0,0,-1.344,-1.8867,0.8399,0.995502,0.240505,DNA replication licensing factor MCM4 OS=Mus musculus GN=Mcm4 PE=2 SV=1
m.11313,319,0,0,0,0,0,0,-0.01,-0.0116,0.533089,0.987167,0.928423,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Pongo abelii GN=EDIL3 PE=2 SV=1
m.11314,169,0,0,0,0,0,0,-0.025,-0.0289,0.529353,0.972282,0.939318,Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1
m.11319,252,0,1,3,1,1,0,-0.636,-0.863,1,0.917574,1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1"
m.1133,280,0,1,2,1,0,0,-0.399,-0.5049,1,0.843376,1,PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2
m.11332,131,0,0,0,0,0,0,-0.039,-0.0448,0.527298,0.95814,0.950986,m.11332
m.11340,155,3,5,4,7,16,2,0.768,2.0327,0.440393,0.091475,0.994301,Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1
m.11346,282,0,0,0,0,0,0,-0.08,-0.0962,0.529637,0.920413,0.990493,"Chromosome undetermined SCAF6613, whole genome shotgun sequence OS=Tetraodon nigroviridis GN=GSTENG00003063001 PE=4 SV=1"
m.1135,538,1,7,5,0,0,1,-1.632,-2.4347,0.242849,0.984447,0.059035,ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2
m.11354,351,40,45,37,13,56,50,-0.021,-0.1571,0.550352,0.884714,1,Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2
m.11360,287,0,0,1,0,0,0,0.001,0.0014,0.536948,0.999587,0.920265,Contactin-associated protein-like 3 OS=Homo sapiens GN=CNTNAP3 PE=2 SV=3
m.11365,135,0,0,0,0,0,0,-0.024,-0.0289,0.529353,0.972282,0.939318,m.11365
m.11366,227,0,0,0,0,0,0,-0.087,-0.0971,0.529803,0.920413,0.990494,Homeobox protein OTX2-A OS=Xenopus laevis GN=otx2-a PE=1 SV=1
m.11369,202,0,3,9,1,7,9,0.274,0.7342,1,1,0.930281,m.11369
m.11382,877,0,2,1,0,0,0,-0.446,-0.5311,1,0.847664,1,THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1
m.11384,390,0,0,0,0,2,4,0.882,1.2728,1,0.51205,0.993923,Putative HERC2-like protein 3 OS=Homo sapiens GN=HERC2P3 PE=5 SV=2
m.11393,493,0,0,0,0,0,0,-0.102,-0.1149,0.533892,0.909445,1,Patched domain-containing protein 3 OS=Mus musculus GN=Ptchd3 PE=1 SV=1
m.11397,230,0,2,1,0,0,0,-0.316,-0.4066,0.889944,0.833992,1,Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY1 PE=1 SV=1
m.11401,144,0,0,0,0,0,0,-0.005,-0.0056,0.534758,0.993322,0.924281,Dipeptidyl-peptidase 5 OS=Pseudozyma hubeiensis (strain SY62) GN=PHSY_001159 PE=4 SV=1
m.11404,108,0,0,0,0,0,0,-0.004,-0.0047,0.535022,0.993321,0.924283,Thioredoxin domain-containing protein 3 homolog OS=Ciona intestinalis GN=CiIC3 PE=2 SV=1
m.11405,546,1,0,3,0,1,0,-0.621,-0.8344,1,0.911948,1,NEDD8-activating enzyme E1 regulatory subunit OS=Danio rerio GN=nae1 PE=2 SV=2
m.1141,910,0,0,0,2,1,2,0.424,0.5873,1,1,0.8999,Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2
m.11430,456,0,0,0,0,0,0,-0.077,-0.0946,0.52936,0.922703,0.987658,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2
m.11436,297,0,2,0,7,5,10,1.794,3.1218,0.012171,0.001476,0.976763,m.11436
m.11439,174,0,0,0,0,0,0,-0.06,-0.0723,0.526851,0.937125,0.971233,m.11439
m.11443,1087,0,0,0,6,0,0,0.982,1.3962,1,0.406736,0.998364,Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2
m.11447,101,0,0,0,0,0,0,-0.097,-0.1087,0.532276,0.913734,0.999172,BolA-like protein 3 OS=Homo sapiens GN=BOLA3 PE=1 SV=1
m.1145,390,0,2,0,4,0,7,1.111,1.8528,0.616759,0.148555,0.997703,m.1145
m.11458,213,5,10,8,17,3,7,0.164,0.6179,1,1,0.906478,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
m.11472,334,1,4,2,3,0,2,-0.232,-0.4192,0.920908,0.83459,1,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1
m.1149,736,3,2,7,3,3,1,-0.57,-1.1046,1,0.958745,0.905679,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1
m.11498,232,0,0,0,0,0,0,0.01,0.0122,0.540847,1,0.914475,Predicted protein OS=Nematostella vectensis GN=v1g244559 PE=4 SV=1
m.115,216,3,8,14,4,5,16,-0.004,-0.0144,0.532373,0.984132,0.930542,Ras-related protein Rab-5C OS=Bos taurus GN=RAB5C PE=2 SV=1
m.11503,281,6,10,5,23,5,5,0.439,1.502,1,0.330392,1,Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1
m.1152,2284,1,1,5,1,1,7,0.236,0.4319,1,1,0.868156,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2
m.11520,410,0,0,0,0,0,0,-0.062,-0.0726,0.52687,0.937125,0.971233,Forkhead box protein K1 OS=Mus musculus GN=Foxk1 PE=1 SV=2
m.11523,224,0,0,0,0,0,0,-0.166,-0.186,0.567362,0.872153,1,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Rattus norvegicus GN=Vti1b PE=1 SV=2
m.11535,375,0,0,1,0,0,0,-0.051,-0.0594,0.526579,0.947381,0.960869,Uncharacterized protein OS=Capitella teleta GN=CAPTEDRAFT_168266 PE=4 SV=1
m.11536,523,0,2,1,0,0,0,-0.394,-0.4749,1,0.839316,1,Peroxisomal acyl-coenzyme A oxidase 1 OS=Cavia porcellus GN=ACOX1 PE=2 SV=1
m.11543,385,73,111,144,90,118,104,-0.058,-0.7077,1,0.884259,1,Mucin-19 OS=Mus musculus GN=Muc19 PE=2 SV=2
m.11544,157,0,0,0,0,0,0,-0.049,-0.055,0.526675,0.950024,0.958353,m.11544
m.11552,285,0,0,0,0,0,0,-0.057,-0.0689,0.526695,0.939642,0.968598,Ataxin-3 OS=Mus musculus GN=Atxn3 PE=1 SV=2
m.11553,214,119,77,379,112,150,137,-0.371,-5.9316,0,0.956769,0,Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3
m.11555,111,0,0,0,0,0,0,-0.026,-0.0287,0.529387,0.972282,0.939318,m.11555
m.11561,392,0,0,0,0,0,0,0.028,0.0316,0.549482,1,0.903722,GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2
m.1157,147,6,4,3,13,13,14,1.135,3.5991,0.001268,0.000152,0.970001,Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=eff PE=2 SV=1
m.11574,760,0,0,1,0,0,0,-0.056,-0.0698,0.526735,0.939641,0.968598,Serine/threonine-protein kinase Nek4 OS=Mus musculus GN=Nek4 PE=2 SV=1
m.11575,150,0,0,5,1,1,0,-1.012,-1.282,1,0.977586,0.72209,Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens GN=ATP1A2 PE=1 SV=1
m.1158,604,0,0,0,0,0,0,-0.074,-0.0837,0.527815,0.929769,0.979316,Interferon regulatory factor 2-binding protein-like OS=Mus musculus GN=Irf2bpl PE=1 SV=1
m.11585,200,5,1,1,1,2,0,-0.698,-1.0513,1,0.951162,0.963387,Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REE1 PE=1 SV=1
m.1159,503,0,0,0,1,2,0,0.383,0.4334,1,1,0.868158,Predicted protein OS=Nematostella vectensis GN=v1g200212 PE=4 SV=1
m.116,223,0,0,1,0,0,0,-0.072,-0.0813,0.527554,0.932188,0.976593,Casein kinase II subunit beta OS=Danio rerio GN=csnk2b PE=2 SV=1
m.11603,537,0,3,6,3,0,2,-0.529,-0.9943,1,0.942116,1,Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1
m.11619,246,0,0,0,0,0,0,-0.049,-0.0563,0.526642,0.950024,0.958353,m.11619
m.1163,121,0,4,3,0,1,0,-1.065,-1.4607,1,0.988916,0.55211,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Macaca fascicularis GN=NDUFA5 PE=3 SV=3
m.11636,357,2,0,0,2,1,0,0.034,0.0467,0.557681,1,0.897172,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87496 PE=4 SV=1
m.11637,167,0,0,1,0,0,0,0.04,0.0444,0.556348,1,0.897166,Uncharacterized N-acetyltransferase YafP OS=Escherichia coli (strain K12) GN=yafP PE=2 SV=1
m.1164,164,0,0,0,0,0,0,-0.06,-0.0677,0.526656,0.942189,0.965992,Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2
m.11654,271,4,2,1,3,4,6,0.636,1.2847,1,0.499911,0.994551,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.1168,430,0,1,0,0,0,0,-0.034,-0.0383,0.527979,0.963706,0.946227,Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2
m.11683,186,0,3,0,0,0,1,-0.59,-0.7526,1,0.894193,1,purine or other phosphorylase 1 [Streptomyces acidiscabies]
m.11687,197,0,0,1,0,0,0,-0.045,-0.052,0.526806,0.952698,0.955867,Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1
m.11700,147,35,8,15,3,23,20,-0.248,-1.1933,1,0.969222,0.812748,Bis(5_-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1
m.11706,165,0,0,0,0,0,0,-0.078,-0.0848,0.52794,0.929768,0.979317,m.11706
m.11717,327,0,0,0,0,0,0,-0.11,-0.1246,0.536826,0.903255,1,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
m.11721,335,0,0,0,0,0,0,-0.063,-0.0748,0.527004,0.937125,0.971234,Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3
m.11724,829,0,1,1,2,1,1,0.351,0.4283,1,1,0.867563,Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2
m.11725,118,0,1,5,0,0,0,-1.034,-1.2823,1,0.977586,0.722089,Cytosolic purine 5_-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1
m.1173,565,0,0,0,0,0,0,0.03,0.0327,0.550032,1,0.903725,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.11734,369,0,1,0,0,0,0,-0.079,-0.094,0.52926,0.922703,0.987658,ERO1-like protein beta OS=Mus musculus GN=Ero1lb PE=1 SV=1
m.11740,629,0,0,0,0,0,0,-0.041,-0.0454,0.527251,0.95814,0.950986,Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3
m.11744,384,0,0,4,2,1,0,-0.445,-0.6748,1,0.876622,1,Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1
m.11754,237,26,18,13,24,8,11,-0.305,-1.5543,1,0.992544,0.469142,Contactin-associated protein like 5-2 OS=Mus musculus GN=Cntnap5b PE=2 SV=1
m.11756,1226,0,0,0,0,0,0,-0.036,-0.0411,0.527657,0.963708,0.946225,m.11756
m.11767,390,0,2,2,1,0,0,-0.613,-0.7916,1,0.902467,1,ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2
m.1177,593,0,0,0,0,0,0,-0.037,-0.0414,0.527625,0.960907,0.948591,Leucine-rich repeat protein soc-2 homolog OS=Nematostella vectensis GN=v1g189306 PE=3 SV=1
m.11770,127,0,0,2,0,0,0,-0.403,-0.4884,1,0.841011,1,RNA-binding protein 1 OS=Drosophila melanogaster GN=Rbp1 PE=2 SV=3
m.11778,210,0,0,0,0,0,0,-0.069,-0.0788,0.527313,0.932189,0.976592,Chromatin complexes subunit BAP18 OS=Mus musculus GN=Bap18 PE=1 SV=1
m.11786,188,0,0,4,0,0,0,-0.836,-1.1576,1,0.965061,0.851853,Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1
m.11817,107,1,0,0,0,0,0,-0.006,-0.0068,0.534405,0.993326,0.92428,Neurexin-4 OS=Drosophila melanogaster GN=Nrx-IV PE=1 SV=2
m.11819,281,0,3,1,1,0,3,-0.017,-0.0283,0.529454,0.972282,0.939319,Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2
m.11820,1432,0,0,0,0,0,0,0.023,0.0252,0.5464,1,0.907183,Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1
m.11826,566,0,5,4,0,0,5,-0.449,-0.8833,1,0.921673,1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3"
m.11828,346,0,0,0,0,0,0,0.006,0.0068,0.538815,1,0.916371,Partitioning defective 6 homolog gamma OS=Mus musculus GN=Pard6g PE=2 SV=1
m.11831,212,27,39,40,33,40,68,0.283,2.338,0.239855,0.035013,0.988546,Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1
m.11832,897,2,7,19,20,12,12,0.437,1.9226,0.541377,0.123393,0.996419,Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1
m.1184,205,0,0,0,0,0,0,-0.027,-0.0322,0.528819,0.969393,0.94159,Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4
m.11842,252,0,0,11,2,11,6,0.385,1.0337,1,0.752212,0.975782,Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1
m.11852,223,0,0,0,0,0,0,-0.151,-0.1766,0.561298,0.876627,1,Muconolactone delta-isomerase OS=Gloeocapsa sp. PCC 73106 GN=GLO73106DRAFT_00028610 PE=4 SV=1
m.11872,568,0,1,1,0,0,0,-0.081,-0.0925,0.52901,0.922704,0.987656,DnaJ homolog subfamily C member 2 OS=Rattus norvegicus GN=Dnajc2 PE=2 SV=1
m.11876,224,0,2,3,0,0,0,-0.81,-1.1321,1,0.962207,0.876919,Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3
m.1188,293,10,20,30,13,12,13,-0.485,-2.2965,0.341419,0.987884,0.087564,Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1
m.11881,218,0,2,0,1,0,0,-0.279,-0.3322,0.737354,0.835858,1,COMM domain-containing protein 7 OS=Bos taurus GN=COMMD7 PE=2 SV=1
m.119,676,0,0,0,0,0,0,-0.015,-0.0174,0.531654,0.984137,0.930538,Exocyst complex component 7 OS=Rattus norvegicus GN=Exoc7 PE=2 SV=1
m.11901,198,0,0,0,0,0,0,0.014,0.0162,0.542451,1,0.912608,Putative GTP-binding protein 6 OS=Homo sapiens GN=GTPBP6 PE=2 SV=3
m.11903,157,0,0,0,5,0,0,0.942,1.2548,1,0.52747,0.993083,m.11903
m.11907,647,8,4,0,0,6,9,0.226,0.5931,1,1,0.900633,Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1
m.11916,339,0,0,0,0,0,1,-0.051,-0.0604,0.52657,0.947381,0.960869,Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1
m.11921,315,8,10,33,0,25,10,-0.373,-1.6787,1,0.995208,0.370972,Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3
m.11924,283,0,3,1,6,3,3,0.842,1.5258,1,0.314618,1,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1
m.11933,202,0,0,0,0,0,0,0.033,0.0382,0.552905,1,0.900384,Charged multivesicular body protein 1a OS=Danio rerio GN=chmp1a PE=2 SV=1
m.11960,265,0,0,0,0,0,0,-0.145,-0.1606,0.552158,0.883035,1,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1
m.11971,202,0,4,0,0,0,0,-0.816,-1.0079,1,0.944337,1,"Protein HIM-4, isoform a OS=Caenorhabditis elegans GN=him-4 PE=4 SV=1"
m.11993,245,1,0,3,0,3,2,0.143,0.2297,0.782525,1,0.851938,Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1
m.11995,326,2,3,0,4,0,0,-0.003,-0.0056,0.534758,0.993322,0.924281,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2
m.12002,156,11,6,8,9,10,12,0.194,0.7759,1,1,0.938006,Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1
m.12007,433,6,9,10,5,1,4,-0.966,-2.4929,0.210158,0.983044,0.049724,Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1
m.12009,511,0,9,5,0,0,1,-1.755,-2.4654,0.225015,0.9837,0.053941,"4-aminobutyrate aminotransferase, mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2"
m.12020,274,0,0,0,0,0,0,-0.053,-0.0578,0.526601,0.950024,0.958353,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Gallus gallus GN=MDGA1 PE=1 SV=1
m.12028,524,0,0,0,0,0,0,-0.097,-0.1082,0.532157,0.913734,0.999172,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1
m.12030,138,0,0,0,0,0,0,-0.024,-0.0305,0.529084,0.972285,0.939317,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1
m.12035,180,1,6,8,6,0,6,-0.164,-0.4122,0.903519,0.83426,1,m.12035
m.12037,240,0,0,0,0,0,0,0.022,0.0252,0.5464,1,0.907183,m.12037
m.1204,135,0,0,1,0,0,0,0.009,0.0096,0.539844,1,0.916377,Protein BolA OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=bolA PE=3 SV=1
