PROTID,DEFLINE,PN1,PO1,WN31,WO31,OO1,ON2,ON3,ON1,OO2,OO3,OO2,WO31,OO1,ON2,ON3,PN1,PO1,WN31,WO31,OO1,ON2,ON3,PN1,PO1,WN31,OO2,ON1,OO3
m.3619,Sec1 family domain-containing protein 1 OS=Mus musculus GN=Scfd1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0
m.362,AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
m.36235,Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1,0,0,1,1,0,3,0,0,1,1,0,0,1,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0
m.36293,Pyrroline-5-carboxylate reductase 3 OS=Xenopus laevis GN=pycrl PE=2 SV=2,2,1,2,1,3,2,3,3,3,1,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,3,2
m.36358,m.36358,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
m.36366,m.36366,0,0,1,0,2,0,0,0,1,1,0,0,2,1,3,0,0,1,0,1,0,2,0,0,0,1,0,1
m.36412,Signal transducer and activator of transcription 5B OS=Sus scrofa GN=STAT5B PE=2 SV=1,2,0,1,1,1,2,2,1,2,2,2,1,1,2,3,1,0,2,1,1,2,1,1,0,2,1,1,1
m.365,Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2,10,8,6,6,10,10,10,9,8,15,7,4,11,10,10,8,7,7,4,10,12,9,9,8,6,8,7,11
m.12007,Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1,3,2,4,2,3,7,8,6,5,7,3,1,3,5,4,5,2,2,3,2,4,5,4,3,1,3,7,7
m.36655,m.36655,1,2,2,1,2,4,3,2,3,3,2,0,1,4,1,2,2,1,0,1,3,0,2,2,2,1,0,3
m.36657,Nascent polypeptide-associated complex subunit alpha OS=Oreochromis niloticus GN=naca PE=2 SV=1,2,4,2,4,5,2,2,2,5,2,5,4,5,4,5,2,4,3,2,3,3,3,4,4,4,9,2,2
m.36658,Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1,5,2,2,1,2,5,5,7,4,4,3,2,4,7,5,4,3,1,1,4,6,5,4,2,3,3,6,3
m.3666,Predicted protein OS=Nematostella vectensis GN=v1g242530 PE=4 SV=1,15,20,12,13,14,25,21,15,31,16,23,12,16,24,16,17,16,11,13,13,26,18,15,15,11,25,16,20
m.36731,Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3,8,8,5,8,5,4,5,2,5,6,5,7,6,3,4,6,7,6,7,5,3,6,6,8,4,7,2,8
m.3675,Alpha-L-fucosidase 1 OS=Arabidopsis thaliana GN=FUC1 PE=1 SV=2,2,1,1,1,1,2,0,0,1,2,1,1,1,1,2,1,0,1,0,1,2,1,3,1,1,2,0,2
m.3689,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1,5,1,3,2,2,5,5,6,3,5,3,2,4,4,4,5,1,3,2,1,4,5,4,1,2,3,4,3
m.37188,Laminin-like protein epi-1 OS=Caenorhabditis elegans GN=epi-1 PE=1 SV=1,1,2,0,2,1,0,2,0,1,3,1,3,1,0,1,1,1,0,2,1,0,2,0,1,0,1,0,2
m.3723,m.3723,2,1,1,0,1,2,2,2,2,2,2,1,1,3,2,2,2,0,1,1,2,2,2,1,0,1,2,3
m.3754,Replicase polyprotein 1a OS=Human coronavirus HKU1 (isolate N1) GN=1a PE=1 SV=1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
m.12009,"4-aminobutyrate aminotransferase, mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2",3,0,0,0,0,2,2,2,2,1,3,0,1,1,3,4,0,0,0,0,3,2,3,0,0,3,2,1
m.37557,Uncharacterized family 31 glucosidase KIAA1161 OS=Mus musculus GN=Kiaa1161 PE=1 SV=2,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
m.3760,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1,2,1,1,1,1,3,2,3,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1
m.37732,Putative late embryogenesis protein (Fragment) OS=Stylophora pistillata GN=g11651 PE=4 SV=1,3,2,1,2,3,3,3,1,3,2,3,2,3,4,2,3,3,1,1,3,4,3,3,3,0,3,2,2
m.378,Rho GDP-dissociation inhibitor 1 OS=Macaca fascicularis GN=ARHGDIA PE=2 SV=1,12,12,6,8,10,15,11,10,12,11,13,8,10,13,11,13,11,9,7,10,11,12,13,13,7,11,10,9
m.37833,Nucleoside diphosphate kinase A1 OS=Xenopus laevis PE=2 SV=1,7,5,7,9,7,10,8,6,6,7,8,9,7,8,7,7,5,6,6,8,7,7,8,6,8,4,5,5
m.37859,C-type mannose receptor 2 OS=Homo sapiens GN=MRC2 PE=1 SV=2,1,0,1,3,1,1,3,0,0,1,1,3,2,1,0,1,1,1,2,2,0,1,1,1,1,3,1,3
m.37922,"Thioredoxin, mitochondrial OS=Bos taurus GN=TXN2 PE=1 SV=2",4,3,1,1,2,4,3,4,3,5,3,1,2,4,4,4,3,1,1,1,4,3,3,3,1,3,3,2
m.37962,m.37962,4,2,3,2,3,3,3,4,1,2,2,1,3,3,3,2,2,3,2,5,3,3,4,3,3,3,4,2
m.37963,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,0,0,2,1,2,1,4,0,0,1,0,2,3,1,2,0,1,2,1,3,1,3,0,0,1,0,1,2
m.38017,Lymphoid-specific helicase OS=Homo sapiens GN=HELLS PE=1 SV=1,2,1,1,2,2,0,2,3,2,3,2,2,4,0,1,1,1,1,3,2,0,2,1,1,2,4,2,2
m.12028,Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0
m.38037,Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Mus musculus GN=Fkbp14 PE=2 SV=1,7,6,4,3,4,9,4,10,8,8,7,3,4,9,4,6,5,4,4,4,10,6,7,5,4,9,5,7
m.38038,Predicted protein OS=Nematostella vectensis GN=v1g241995 PE=4 SV=1,2,1,0,0,1,4,2,5,4,3,3,0,3,2,2,3,2,0,0,1,4,2,2,1,0,3,4,3
m.38073,Uncharacterized HIT-like protein Synpcc7942_1390 OS=Synechococcus elongatus (strain PCC 7942) GN=Synpcc7942_1390 PE=4 SV=1,2,2,2,2,1,2,3,4,4,2,4,2,2,2,3,4,2,2,1,3,3,3,3,2,1,4,3,3
m.3808,CUB and sushi domain-containing protein 2 OS=Homo sapiens GN=CSMD2 PE=1 SV=2,11,6,4,2,10,7,8,11,3,12,1,4,14,6,8,13,6,7,4,13,6,10,12,7,6,3,13,10
m.38166,m.38166,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,0
m.3817,Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1,1,0,2,0,1,1,2,1,0,2,0,0,1,1,1,2,1,1,0,1,2,1,1,1,0,1,1,2
m.3827,Predicted protein OS=Nematostella vectensis GN=v1g242688 PE=4 SV=1,1,3,1,1,2,1,0,3,2,0,1,2,2,0,2,1,1,0,2,2,0,2,2,2,2,1,1,1
m.3835,m.3835,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
m.384,Failed axon connections homolog OS=Rattus norvegicus GN=Faxc PE=3 SV=1,45,44,25,26,28,49,34,63,64,53,62,21,25,54,42,45,49,24,22,29,57,39,43,44,30,59,70,48
m.38468,m.38468,0,0,1,0,0,0,2,1,1,2,1,0,0,0,3,1,1,0,1,0,0,1,1,1,0,1,1,1
m.12035,m.12035,1,2,2,3,2,1,2,1,1,1,1,3,2,0,2,1,1,2,3,1,0,1,1,1,3,2,1,2
m.38478,Myosin-IB OS=Drosophila melanogaster GN=Myo61F PE=1 SV=3,2,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,2,1,0,1,1,0,1,0,1,1
m.38509,Uncharacterized methyltransferase-like C25B8.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC25B8.10 PE=3 SV=1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0
m.38525,Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1,1,0,1,1,1,2,1,0,3,2,2,1,1,2,1,2,2,1,2,2,0,2,5,1,1,2,3,2
m.386,Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1,6,2,2,4,2,4,6,2,4,4,3,2,2,5,4,5,4,3,2,2,2,5,6,3,1,4,1,3
m.38685,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2
m.38705,m.38705,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
m.38866,Lachesin OS=Schistocerca americana GN=LAC PE=1 SV=1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
m.3912,m.3912,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2,1,1,0,1,1,0,1
m.3914,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus GN=Fkbp2 PE=1 SV=1,3,3,2,2,5,4,3,4,4,3,4,2,4,4,3,3,3,3,3,4,3,3,3,3,3,4,5,3
m.12048,Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1,9,7,5,1,6,8,9,7,8,8,10,3,6,8,10,6,6,6,2,6,7,11,6,4,4,7,6,3
m.3929,Dystrophin OS=Gallus gallus GN=DMD PE=2 SV=1,2,2,2,3,2,2,2,1,2,3,1,0,0,1,3,1,2,2,1,0,1,3,2,3,2,3,0,1
m.3936,Dihydropteridine reductase OS=Bos taurus GN=QDPR PE=2 SV=1,6,3,3,2,5,6,4,4,7,6,5,3,5,5,5,6,5,4,4,5,5,4,7,5,5,5,5,4
m.395,Calnexin OS=Rattus norvegicus GN=Canx PE=1 SV=1,2,0,0,0,0,0,0,3,0,1,0,0,0,1,1,4,0,0,0,0,0,1,3,0,0,0,0,0
m.3953,Interferon-induced protein 44 OS=Homo sapiens GN=IFI44 PE=2 SV=2,3,1,0,1,1,4,2,4,2,3,4,0,2,3,2,1,1,2,0,1,3,3,4,2,1,6,2,3
m.3970,Phenylalanine-4-hydroxylase OS=Bos taurus GN=PAH PE=2 SV=1,3,2,1,1,0,3,2,2,3,4,4,1,1,3,2,2,2,1,1,1,2,2,2,3,2,3,2,2
m.3976,Cyclin-G-associated kinase OS=Rattus norvegicus GN=Gak PE=2 SV=1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,1
m.3978,Tyrosine-protein phosphatase non-receptor type 11 OS=Gallus gallus GN=PTPN11 PE=2 SV=1,13,10,8,6,7,19,16,20,14,12,10,7,7,20,17,12,6,4,5,8,16,15,14,10,7,11,16,11
m.3981,Predicted protein OS=Monosiga brevicollis GN=29577 PE=4 SV=1,0,1,1,1,1,0,3,2,1,2,0,0,2,0,4,0,0,0,0,1,0,2,0,0,2,0,3,5
m.3988,Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2,3,1,2,1,1,1,2,1,1,1,1,1,2,0,2,3,1,2,1,1,0,2,3,1,3,1,0,1
m.3991,Beta-1-syntrophin OS=Homo sapiens GN=SNTB1 PE=1 SV=3,1,1,1,1,0,1,4,2,3,2,1,1,1,1,1,1,0,0,1,1,1,1,1,2,0,1,1,1
m.12056,Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1,3,0,0,0,0,2,1,3,1,2,1,0,0,2,1,3,0,0,0,1,1,1,2,1,1,1,1,0
m.4,Major yolk protein OS=Strongylocentrotus purpuratus PE=1 SV=2,32,16,15,15,21,23,25,28,44,21,44,16,21,25,26,33,18,14,14,20,26,24,30,17,11,39,25,19
m.4023,Neurocan core protein OS=Rattus norvegicus GN=Ncan PE=1 SV=1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
m.4026,Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1,2,3,3,4,3,1,1,2,3,2,2,4,2,1,1,2,1,3,6,3,1,1,2,3,3,2,2,1
m.405,DnaJ homolog subfamily B member 11 OS=Rattus norvegicus GN=Dnajb11 PE=2 SV=1,3,2,1,1,0,2,4,2,3,4,3,1,0,1,3,1,1,1,0,0,1,3,1,0,0,1,2,3
m.406,m.406,5,2,3,2,2,3,3,4,0,2,1,4,2,3,1,5,2,1,2,2,2,3,3,1,4,2,3,1
m.408,Non-specific lipid-transfer protein OS=Oryctolagus cuniculus GN=SCP2 PE=1 SV=1,3,1,0,0,1,2,3,2,1,2,2,0,2,1,0,3,2,0,0,0,2,2,3,1,1,1,2,1
m.4092,m.4092,23,16,18,16,19,23,24,25,21,25,18,19,20,24,22,20,19,20,16,24,26,24,27,18,19,21,21,21
m.4094,Putative 1-aminocyclopropane-1-carboxylate deaminase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0225 PE=3 SV=1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
m.4111,Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1,0,0,0,0,1,0,2,2,1,2,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,1
m.4131,Leucine zipper transcription factor-like protein 1 OS=Homo sapiens GN=LZTFL1 PE=1 SV=1,2,2,3,0,1,3,3,1,1,2,2,3,2,4,3,1,2,1,1,1,1,3,1,1,2,1,1,1
m.12124,m.12124,0,0,1,1,2,1,3,0,1,1,1,1,2,0,2,1,0,1,0,1,1,1,1,0,2,0,0,1
m.4166,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Nematostella vectensis GN=v1g214407 PE=3 SV=1,0,2,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1
m.4186,UPF0577 protein KIAA1324-like homolog OS=Mus musculus PE=2 SV=1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1
m.4192,Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=1 SV=1,2,2,4,2,4,4,5,3,3,4,3,2,4,4,6,4,2,4,2,5,3,4,4,2,3,6,4,2
m.4212,Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Xenopus laevis GN=aldh1l1 PE=2 SV=1,13,9,9,8,11,12,13,11,13,12,10,8,12,9,13,17,7,10,8,12,11,11,15,11,11,11,6,8
m.4224,Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3,6,6,3,2,6,6,6,3,5,5,5,2,4,4,7,4,6,1,0,6,4,5,4,5,1,3,2,4
m.4229,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Bos taurus GN=NDUFS3 PE=1 SV=1",4,2,1,1,2,0,4,1,2,2,2,1,2,0,4,1,2,2,2,2,0,2,2,2,1,2,1,4
m.423,Calcyphosin-like protein OS=Mus musculus GN=Capsl PE=2 SV=4,4,5,2,4,6,6,5,5,6,9,7,4,5,8,6,7,6,3,4,5,9,6,6,5,5,7,5,8
m.4250,"Spectrin alpha chain, non-erythrocytic 1 OS=Gallus gallus GN=SPTAN1 PE=1 SV=3",16,14,13,15,10,14,14,14,19,16,16,15,12,15,11,17,15,12,14,11,14,13,14,14,12,20,12,15
m.426,CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3,4,0,5,0,1,1,3,3,1,2,1,0,2,2,2,3,0,6,0,3,2,2,4,0,6,1,4,2
m.4268,von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens GN=VWDE PE=2 SV=4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
m.1013,Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
m.1215,Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1,3,3,2,4,2,3,3,3,5,2,6,5,3,3,5,4,4,2,3,1,2,2,5,2,2,3,2,2
m.4279,Serine/threonine-protein kinase Sgk1 OS=Bos taurus GN=SGK1 PE=2 SV=1,1,0,0,0,0,0,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
m.4286,m.4286,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,0
m.43,FAD-linked oxidoreductase DDB_G0289697 OS=Dictyostelium discoideum GN=DDB_G0289697 PE=2 SV=1,0,2,4,2,4,1,5,1,2,2,1,1,3,4,4,3,1,2,1,5,2,6,2,0,2,3,2,2
m.4309,Predicted protein OS=Nematostella vectensis GN=v1g197226 PE=4 SV=1,1,0,0,0,1,2,3,1,2,3,2,0,2,1,2,1,0,0,1,2,2,2,2,0,0,2,0,1
m.4326,Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2,1,1,1,0,1,1,1,4,0,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,0,0,2,1
m.4327,Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1,7,3,7,6,4,1,1,3,1,3,3,4,3,2,0,5,3,6,6,5,0,0,6,2,5,1,3,3
m.4332,Partner of Y14 and mago OS=Mus musculus GN=Wibg PE=2 SV=2,1,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
m.4337,CBL-interacting serine/threonine-protein kinase 18 OS=Arabidopsis thaliana GN=CIPK18 PE=1 SV=1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
m.4353,Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3,8,7,9,9,8,8,7,7,8,7,7,9,8,7,7,9,6,9,9,5,7,9,10,6,9,9,5,10
m.4356,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2,3,1,1,1,1,2,2,2,2,4,2,1,1,2,2,2,0,0,0,1,1,2,3,1,0,2,2,1
m.12175,Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1,4,2,1,0,3,3,1,3,3,3,3,2,1,2,3,3,2,2,3,2,1,3,2,2,0,2,1,2
m.4358,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,3,1,0,0,0,2,2,2,1,2,2,1,2,3,3,4,3,2,0,3,3,2,3,2,0,2,0,2
m.4359,ATP-dependent RNA helicase DDX19A OS=Bos taurus GN=DDX19A PE=2 SV=1,2,2,0,1,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,2,1,0,1,3,1,1
m.4371,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1,0,0,0,2,1,0,1,1,2,0,1,1,0,0,0,1,0,2,0,1,0,1,2,1,0,0,0,0
m.4386,RNA-binding protein Nova-2 OS=Homo sapiens GN=NOVA2 PE=1 SV=1,8,9,6,8,5,9,12,7,6,10,8,7,5,7,11,8,5,7,9,4,10,11,6,8,4,11,3,5
m.441,"Aspartate aminotransferase, cytoplasmic OS=Gallus gallus GN=GOT1 PE=1 SV=3",16,9,9,8,9,14,16,14,9,10,13,7,12,13,14,19,9,8,11,10,14,15,14,8,5,9,11,8
m.443,Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2
m.444,Usherin OS=Mus musculus GN=Ush2A PE=1 SV=2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
m.4449,m.4449,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,2,0,0,0,1,1
m.4453,Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1,4,1,1,3,3,3,3,1,3,3,3,2,2,0,3,2,1,0,2,2,2,2,2,0,2,3,1,3
m.450,Predicted protein OS=Nematostella vectensis GN=v1g242007 PE=4 SV=1,1,2,1,1,1,2,0,1,0,2,0,1,1,0,0,1,2,0,0,1,2,0,2,1,1,1,1,1
m.12185,Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1,3,2,1,1,2,2,2,0,2,1,2,1,2,4,2,3,3,2,1,2,3,3,4,2,2,2,2,1
m.4533,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus GN=Plod3 PE=1 SV=1",1,1,0,0,0,1,2,0,2,3,2,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,2,0
m.454,Dual specificity protein kinase shkB OS=Dictyostelium discoideum GN=shkB PE=3 SV=1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0
m.4541,Abl interactor 1 OS=Rattus norvegicus GN=Abi1 PE=1 SV=3,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,2,2,1,1,1,1
m.4556,Probable G-protein coupled receptor 133 OS=Bos taurus GN=GPR133 PE=2 SV=1,1,2,2,2,1,1,2,0,3,2,2,1,3,1,1,0,2,2,2,1,1,2,1,2,2,3,1,1
m.4558,Hephaestin-like protein 1 OS=Homo sapiens GN=HEPHL1 PE=2 SV=2,1,1,0,0,2,1,0,1,0,2,0,1,3,1,0,2,0,0,1,1,0,0,2,1,0,0,3,2
m.458,Tripeptidyl-peptidase 1 OS=Mus musculus GN=Tpp1 PE=1 SV=2,1,1,1,1,0,2,0,0,2,0,0,2,1,1,0,0,1,1,1,0,1,0,2,0,1,1,2,1
m.459,Putative aminopeptidase W07G4.4 OS=Caenorhabditis elegans GN=W07G4.4 PE=1 SV=1,1,3,3,0,4,6,6,3,3,5,4,1,3,5,6,2,3,1,3,3,5,7,5,1,2,3,3,5
m.4593,Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type OS=Anopheles gambiae GN=Ca-P60A PE=3 SV=5,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0
m.4597,Guanylate-binding protein 6 OS=Homo sapiens GN=GBP6 PE=2 SV=1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
m.460,Sorting nexin-6 OS=Mus musculus GN=Snx6 PE=1 SV=2,5,4,2,3,3,6,4,4,6,5,6,2,2,6,3,4,3,1,3,3,6,5,5,2,2,4,5,4
m.12229,"Citrate synthase, mitochondrial OS=Danio rerio GN=cs PE=2 SV=1",20,13,12,12,11,20,19,15,20,14,18,13,13,19,18,16,16,14,13,13,20,19,20,13,15,20,17,15
m.461,Deleted in malignant brain tumors 1 protein OS=Mus musculus GN=Dmbt1 PE=1 SV=2,2,1,0,0,1,0,3,0,0,1,1,2,2,0,0,3,0,0,2,1,0,0,3,1,1,1,2,1
m.462,Guanine nucleotide-binding protein G(q) subunit alpha OS=Rattus norvegicus GN=Gnaq PE=1 SV=2,5,3,3,4,2,3,4,4,3,3,4,4,4,5,2,5,3,2,3,2,3,2,7,4,3,3,2,3
m.4641,Poly(U)-specific endoribonuclease-B OS=Danio rerio GN=endoub PE=2 SV=1,2,1,2,0,1,1,0,1,1,1,0,0,1,0,0,3,2,1,0,0,0,0,2,1,1,0,1,2
m.466,m.466,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,3,1,1,3,0,2,2
m.4694,Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3,7,6,4,4,5,8,8,3,8,8,8,5,8,9,6,9,3,4,5,6,7,6,8,3,4,7,4,7
m.47,Kinesin heavy chain OS=Doryteuthis pealeii PE=2 SV=1,1,0,0,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,2,0,0,0,2,2,0,1,0,0
m.4728,ADP-ribosyl cyclase OS=Aplysia californica PE=1 SV=1,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,3,0,0,0,1,1,1,4,0,0,0,0,0
m.473,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Pongo abelii GN=RPN2 PE=2 SV=1,2,2,1,0,0,2,3,1,0,1,1,0,0,0,1,3,2,0,0,0,0,0,2,1,0,1,0,1
m.4733,Interferon-inducible GTPase 5 OS=Homo sapiens GN=IRGC PE=2 SV=1,4,0,0,0,0,2,2,0,3,1,2,0,0,2,1,3,0,0,0,1,1,2,4,0,0,2,0,1
m.474,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Mus musculus GN=Lipa PE=2 SV=2,2,0,0,0,0,1,1,2,1,1,2,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0
m.1223,Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2,2,1,1,1,1,2,3,2,2,3,2,1,1,1,4,1,2,1,1,2,0,2,3,1,1,1,1,0
m.4747,Guanine nucleotide-binding protein subunit beta OS=Loligo forbesi PE=2 SV=1,9,6,6,6,6,7,6,12,9,5,8,4,7,6,5,6,6,5,5,7,6,5,8,6,5,11,10,8
m.4759,Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2,9,9,10,9,9,6,14,6,9,8,11,11,8,5,10,9,7,10,7,10,7,10,9,8,8,10,5,7
m.481,Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2,4,1,0,0,0,1,2,4,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0
m.4855,Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3,1,1,0,1,1,1,1,0,1,1,1,1,1,2,2,1,1,0,1,1,1,2,1,1,0,0,1,0
m.4876,m.4876,8,10,7,9,10,12,13,13,10,13,10,7,8,13,12,8,9,6,8,8,10,11,9,7,6,7,8,10
m.4878,"Malate dehydrogenase, cytoplasmic OS=Bos taurus GN=MDH1 PE=2 SV=3",12,7,8,4,13,19,12,18,16,12,15,3,13,18,10,11,9,3,3,12,17,11,14,7,6,14,18,13
m.4889,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0
