"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"144","m.11683",186,3,0,0,0,0,0,-0.236,-0.2142,1,0.352759,0.817576,"WP_010361067","purine or other phosphorylase 1 [Streptomyces acidiscabies]                     "
"145","m.11687",197,3,3,1,1,3,0,-0.033,-0.0314,0.998788,0.246979,0.875159,"Q8VED2","Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Mus musculus GN=Bloc1s4 PE=1 SV=1               "
"146","m.11700",147,0,0,1,0,0,0,-0.169,-0.1576,1,0.323065,0.840553,"Q566N0","Bis(5'-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1                     "
"147","m.11724",829,9,8,5,5,10,2,0.058,0.1023,0.94963,0.162326,0.893111,"P21575","Dynamin-1 OS=Rattus norvegicus GN=Dnm1 PE=1 SV=2                      "
"148","m.11725",118,0,1,1,1,1,2,-0.094,-0.0802,1,0.277635,0.864029,"Q5EBF1","Cytosolic purine 5'-nucleotidase OS=Xenopus tropicalis GN=nt5c2 PE=2 SV=1                    "
"149","m.1173",565,0,0,1,0,0,1,-0.371,-0.3442,1,0.407371,0.738372,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"150","m.11744",384,4,7,3,6,5,0,0.586,0.9637,0.003058,0.000213,0.676514,"3279690","Predicted protein OS=Nematostella vectensis GN=v1g245710 PE=4 SV=1                     "
"151","m.11754",237,10,7,7,10,7,5,0.473,1.0587,0.00099,6.7e-05,0.651739,"Q0V8T8","Contactin-associated protein like 2-May OS=Mus musculus GN=Cntnap5b PE=2 SV=1                   "
"152","m.11767",390,2,2,3,1,1,1,-0.894,-1.0394,0.162711,0.470672,0.038445,"Q9JLQ2","ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2                   "
"153","m.1177",593,0,0,0,0,2,0,-0.075,-0.076,1,0.275044,0.865087,"A7SFP1","Leucine-rich repeat protein soc-2 homolog OS=Nematostella vectensis GN=v1g189306 PE=3 SV=1                  "
"154","m.11786",188,0,0,2,1,3,3,-0.591,-0.6269,0.860951,0.46549,0.402486,"P62323","Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1                  "
"155","m.11819",281,9,18,8,12,10,6,0.43,1.0306,0.001394,9.5e-05,0.658774,"P47844","Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2                   "
"156","m.11820",1432,0,2,3,1,3,0,-0.937,-1.0131,0.19269,0.471113,0.047219,"Q5JRA6","Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1                  "
"157","m.11826",566,0,4,2,1,3,2,-0.487,-0.4924,0.987732,0.446993,0.585733,"Q8CHT0","Delta-1-pyrroline-5-carboxylate dehydrogenase mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3                           "
"158","m.11828",346,1,0,1,1,3,0,0.009,0.0081,0.993628,0.22164,0.882377,"Q9JK84","Partitioning defective 6 homolog gamma OS=Mus musculus GN=Pard6g PE=2 SV=1                  "
"159","m.11831",212,20,8,8,7,13,5,-0.096,-0.1992,1,0.345219,0.824225,"Q8L7C9","Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1                    "
"160","m.11832",897,20,26,14,23,26,11,0.565,1.6719,0,0,0.547869,"Q28C55","Disks large homolog 1 OS=Xenopus tropicalis GN=dlg1 PE=2 SV=1                   "
"161","m.11842",252,2,0,3,1,0,1,-0.871,-0.8699,0.414186,0.472916,0.126542,"3270986","Predicted protein OS=Nematostella vectensis GN=v1g240789 PE=4 SV=1                     "
"162","m.11872",568,0,1,0,2,1,0,0.323,0.3421,0.520074,0.050992,0.872668,"Q7TQ20","DnaJ homolog subfamily C member 2 OS=Rattus norvegicus GN=Dnajc2 PE=2 SV=1                 "
"163","m.11876",224,0,2,0,3,2,2,0.774,0.8989,0.006311,0.000446,0.694997,"P13284","Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3                   "
"164","m.1188",293,8,11,6,10,13,11,0.548,1.1352,0.000377,2.5e-05,0.63382,"Q2TFN9","Heat shock 70 kDa protein 4 OS=Canis familiaris GN=HSPA4 PE=1 SV=1                 "
"165","m.11898",748,0,0,0,0,3,1,-0.092,-0.081,1,0.278128,0.863825,"Q9P2M4","TBC1 domain family member 14 OS=Homo sapiens GN=TBC1D14 PE=1 SV=3                  "
"166","m.11907",647,0,0,0,0,0,1,-0.182,-0.177,1,0.333617,0.833306,"O42182","Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1                      "
"167","m.11921",315,1,1,1,0,0,0,-0.138,-0.136,0.999996,0.310889,0.847929,"Q14749","Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3                     "
"168","m.11924",283,0,0,3,1,2,0,-0.784,-0.8489,0.453546,0.472995,0.143461,"P46940","Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1                   "
"169","m.11933",202,2,2,1,3,3,1,0.716,0.8549,0.010114,0.00072,0.708231,"Q6PHF0","Charged multivesicular body protein 1a OS=Danio rerio GN=chmp1a PE=2 SV=1                  "
"170","m.11971",202,0,0,0,1,2,0,-0.085,-0.0848,1,0.280461,0.862847,"4362198","Protein HIM-4 isoform a OS=Caenorhabditis elegans GN=him-4 PE=4 SV=1                           "
"171","m.11993",245,0,0,1,0,0,1,-0.107,-0.0947,1,0.286497,0.86022,"Q5E980","Cytochrome P450 20A1 OS=Bos taurus GN=CYP20A1 PE=2 SV=1                    "
"172","m.11995",326,14,8,4,11,7,7,0.938,1.641,0,0,0.551403,"Q967D7","Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2                     "
"173","m.12002",156,3,4,2,3,5,4,0.536,0.6267,0.085836,0.006477,0.783592,"Q7TSV4","Phosphoglucomutase-2 OS=Mus musculus GN=Pgm2 PE=1 SV=1                      "
"174","m.12007",433,8,11,14,16,17,13,0.183,0.5137,0.198404,0.016073,0.822412,"Q7T0S7","Coiled-coil domain-containing protein 104 OS=Xenopus laevis GN=ccdc104 PE=2 SV=1                   "
"175","m.12009",511,1,8,2,6,7,4,0.993,1.3594,1.6e-05,1e-06,0.590648,"P80147","4-aminobutyrate aminotransferase mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2                           "
"176","m.12028",524,1,3,0,0,1,0,-0.175,-0.1601,1,0.324445,0.839653,"P02845","Vitellogenin-2 OS=Gallus gallus GN=VTG2 PE=1 SV=1                      "
"177","m.12035",180,5,4,3,1,5,2,-0.708,-0.8042,0.540541,0.472875,0.184371,NA,NA
"178","m.1204",135,2,0,0,1,2,0,-0.11,-0.1138,1,0.297946,0.854814,"Q9KPS0","Protein BolA OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=bolA PE=3 SV=1           "
"179","m.12048",569,18,25,11,23,30,13,0.705,1.9582,0,0,0.520901,"Q96NN9","Apoptosis-inducing factor 3 OS=Homo sapiens GN=AIFM3 PE=1 SV=1                    "
"180","m.12051",247,4,3,2,4,5,1,0.639,0.8392,0.011917,0.00085,0.713078,"Q8CG08","Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1                 "
"181","m.12056",309,1,3,2,5,3,4,0.876,1.1632,0.000261,1.7e-05,0.627699,"Q54RA4","Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1                   "
"182","m.12069",191,1,1,0,0,0,0,-0.064,-0.0603,1,0.265268,0.868871,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"183","m.12097",491,0,0,0,1,1,0,-0.319,-0.2733,1,0.380002,0.7868,"O55173","3-phosphoinositide-dependent protein kinase 1 OS=Rattus norvegicus GN=Pdpk1 PE=1 SV=2                   "
"184","m.12124",155,5,2,2,2,6,0,0.061,0.0701,0.971392,0.182149,0.890508,NA,NA
"185","m.12129",447,104,216,110,157,179,95,0.383,2.7094,0,0,0.485341,NA,NA
"186","m.1215",381,6,14,4,8,10,5,0.639,1.1292,0.000407,2.7e-05,0.635162,"3275784","Predicted protein OS=Nematostella vectensis GN=v1g243536 PE=4 SV=1                     "
"187","m.12175",403,6,8,5,6,7,4,0.256,0.4607,0.278538,0.023635,0.839739,"A7SLW1","Branched-chain-amino-acid aminotransferase OS=Nematostella vectensis GN=v1g246094 PE=3 SV=1                     "
"188","m.12185",535,6,6,2,9,7,2,1.362,2.1876,0,0,0.505604,"P52826","Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1                     "
"189","m.12229",471,37,58,29,59,56,32,0.763,3.1619,0,0,0.475429,"Q7ZVY5","Citrate synthase mitochondrial OS=Danio rerio GN=cs PE=2 SV=1                           "
"190","m.1223",739,4,5,3,3,9,3,0.083,0.1189,0.934986,0.152407,0.893992,"P18654","Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2                  "
"191","m.12238",232,35,45,27,45,40,27,0.529,2.1512,0,0,0.50771,"Q9R0Q6","Actin-related protein 3-Feb complex subunit 1A OS=Mus musculus GN=Arpc1a PE=1 SV=1                 "
"192","m.12306",644,1,4,3,2,2,1,-0.315,-0.3783,1,0.418505,0.709779,"O70247","Sodium-dependent multivitamin transporter OS=Rattus norvegicus GN=Slc5a6 PE=2 SV=1                    "
"193","m.12326",225,1,2,0,3,4,0,0.76,0.8764,0.008049,0.000571,0.701699,"Q99715","Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2                    "
"194","m.12334",1458,7,7,3,6,10,3,0.729,1.1698,0.000239,1.5e-05,0.626289,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"195","m.1235",511,9,4,3,3,6,3,0.157,0.195,0.8342,0.11051,0.89374,"Q96HN2","Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2 PE=1 SV=1                    "
"196","m.12364",195,0,0,0,0,3,0,-0.118,-0.1127,1,0.297294,0.855138,"4606641","Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1                     "
"197","m.1238",450,7,7,4,4,6,1,0.011,0.0154,0.992065,0.216947,0.883539,"Q8BX37","Iron/zinc purple acid phosphatase-like protein OS=Mus musculus GN=Papl PE=2 SV=2                  "
"198","m.1240",151,0,0,0,0,0,1,-0.144,-0.14,0.999989,0.313176,0.846616,"P50717","Lysozyme OS=Hyphantria cunea PE=2 SV=1                       "
"199","m.12417",694,7,8,5,6,12,6,0.282,0.5014,0.215324,0.017619,0.826519,"Q4KLH5","Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus GN=Agfg1 PE=1 SV=1                "
"200","m.1245",204,40,45,32,38,48,26,0.226,0.8832,0.007482,0.00053,0.699659,"Q6NYB7","Ras-related protein Rab-1A OS=Rattus norvegicus GN=Rab1A PE=1 SV=3                    "
"201","m.1249",263,6,31,14,22,14,11,0.488,1.4932,2e-06,0,0.570289,"Q9Z1Q5","Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3                  "
"202","m.12517",148,0,0,1,1,0,1,-0.152,-0.1409,0.999994,0.313689,0.846317,"Q9BQ24","Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens GN=ZFYVE21 PE=1 SV=1                 "
"203","m.12521",914,28,29,20,32,30,22,0.507,1.8648,0,0,0.528634,"Q5REU4","Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1                  "
"204","m.12550",201,5,4,3,7,6,6,0.817,1.4149,7e-06,0,0.581783,"P48148","Ras-like GTP-binding protein Rho1 OS=Drosophila melanogaster GN=Rho1 PE=1 SV=1                   "
"205","m.12589",426,2,0,2,0,2,0,-0.433,-0.4631,0.99958,0.440891,0.621654,"Q10743","Disintegrin and metalloproteinase domain-containing protein 10 (Fragment) OS=Rattus norvegicus GN=Adam10 PE=2 SV=1                "
"206","m.12606",311,0,1,1,4,4,5,1.08,1.2743,5.6e-05,3e-06,0.605544,NA,NA
"207","m.1261",196,3,9,3,4,2,4,0.23,0.3307,0.546306,0.05453,0.875204,"P34059","N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1                      "
"208","m.12642",195,48,65,39,73,59,40,0.658,3.1872,0,0,0.475,"Q5XFX0","Transgelin-2 OS=Rattus norvegicus GN=Tagln2 PE=2 SV=1                      "
"209","m.12643",211,2,2,1,1,4,0,0.12,0.1154,0.938281,0.154479,0.893833,"3282180","Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     "
"210","m.12644",250,1,0,0,0,0,0,-0.249,-0.2342,1,0.362424,0.808016,"Q5TZ24","DBH-like monooxygenase protein 1 homolog OS=Danio rerio GN=moxd1 PE=2 SV=2                  "
"211","m.12647",377,0,2,0,0,1,0,-0.202,-0.1849,1,0.337805,0.830175,"Q9QZT0","CUB and zona pellucida-like domain-containing protein 1 OS=Rattus norvegicus GN=Cuzd1 PE=2 SV=2                "
"212","m.12648",162,3,3,0,4,2,1,0.993,1.1746,0.000224,1.4e-05,0.625272,NA,NA
"213","m.1265",381,0,0,1,2,0,1,0.31,0.3134,0.58634,0.060236,0.878789,"Q8UUZ1","Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1                    "
"214","m.12659",176,0,0,0,0,0,3,-0.107,-0.101,1,0.290303,0.858487,"P20693","Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus GN=Fcer2 PE=2 SV=1                 "
"215","m.12662",470,16,16,15,23,19,14,0.475,1.312,3.2e-05,2e-06,0.59874,"3283492","Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1                     "
"216","m.12676",293,1,2,2,1,1,0,-0.69,-0.6186,0.872433,0.464745,0.41406,"Q920J4","Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3                    "
"217","m.12686",459,3,4,4,1,4,1,-0.986,-1.2367,0.033982,0.467506,0.006509,"Q9D8W5","26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4                 "
"218","m.12693",1749,23,17,22,20,26,14,-0.064,-0.2083,1,0.349823,0.820243,"P01027","Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3                     "
"219","m.12695",530,0,3,1,2,1,1,0.326,0.3159,0.580546,0.059386,0.878291,"Q32LC7","Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1                  "
"220","m.12698",142,7,13,6,17,11,7,1.074,2.2179,0,0,0.503936,"Q8T5Z4","40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1                   "
"221","m.12699",199,15,18,9,19,17,12,0.755,1.9036,0,0,0.525306,"P24409","Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1                    "
"222","m.12709",550,23,30,16,26,26,15,0.571,1.7561,0,0,0.538895,"Q3ZBH0","T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3                  "
"223","m.12711",510,3,8,4,8,2,2,0.596,0.9907,0.002237,0.000154,0.669187,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"224","m.12713",362,0,1,0,0,0,0,-0.111,-0.1049,1,0.292645,0.85739,"Q14344","Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2                  "
"225","m.12716",167,4,4,2,7,4,4,1.049,1.5552,1e-06,0,0.561949,"29644726","Lectin mal homologue (Fragment) OS=Microcystis aeruginosa GN=malh PE=4 SV=1                   "
"226","m.12721",179,3,0,1,0,1,5,0.006,0.0053,0.994177,0.22344,0.881917,NA,NA
"227","m.12722",407,6,6,4,3,7,2,-0.203,-0.2652,1,0.376505,0.791488,"Q6GQ73","Protein Hook homolog 3 OS=Xenopus laevis GN=hook3 PE=2 SV=1                   "
"228","m.12724",296,3,0,2,0,0,0,-0.708,-0.7349,0.676911,0.471598,0.260479,NA,NA
"229","m.12725",224,19,26,17,22,22,16,0.313,0.9636,0.003061,0.000213,0.676542,"Q0MQI7","NADH dehydrogenase [ubiquinone] flavoprotein 2 mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1                           "
"230","m.12732",698,31,38,24,35,33,24,0.407,1.5387,1e-06,0,0.564107,"O35920","Calpain-9 OS=Rattus norvegicus GN=Capn9 PE=2 SV=2                      "
"231","m.12733",700,12,14,8,16,18,4,0.712,1.6218,0,0,0.553668,"P00516","cGMP-dependent protein kinase 1 OS=Bos taurus GN=PRKG1 PE=1 SV=2                   "
"232","m.12740",434,14,19,15,21,21,12,0.384,1.2179,0.000124,8e-06,0.616381,"P53590","Succinyl-CoA ligase [GDP-forming] subunit beta mitochondrial (Fragment) OS=Sus scrofa GN=SUCLG2 PE=1 SV=2                           "
"233","m.12744",483,5,4,2,4,5,1,0.665,0.8794,0.007795,0.000552,0.700797,"C3YWU0","Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2                      "
"234","m.12757",255,16,18,8,22,14,12,1.093,2.5233,0,0,0.490914,"Q9U5M4","Tropomyosin-2 OS=Podocoryne carnea GN=TPM2 PE=2 SV=1                      "
"235","m.12762",252,8,0,11,9,7,29,-0.123,-0.2904,1,0.387134,0.77637,"P07996","Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2                      "
"236","m.12764",395,0,2,1,2,2,1,0.411,0.4035,0.385774,0.034804,0.856922,"Q9VQX4","Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster GN=CG3714 PE=2 SV=2                     "
"237","m.12766",325,0,0,0,0,0,2,-0.076,-0.0744,1,0.274054,0.865485,NA,NA
"238","m.12770",763,1,3,1,5,3,1,1.126,1.3857,1.1e-05,1e-06,0.586369,"Q2TCH3","ATP-citrate synthase OS=Ovis aries GN=ACLY PE=2 SV=1                     "
"239","m.12778",145,2,2,2,1,2,1,-0.631,-0.6012,0.894988,0.463032,0.438404,NA,NA
"240","m.12781",500,4,4,3,4,3,1,0.27,0.3993,0.394424,0.035765,0.858099,NA,NA
"241","m.12786",174,2,0,0,0,0,3,-0.049,-0.046,0.999621,0.256259,0.872091,"Q9PUI0","Acidic phospholipase A2 S7-48J OS=Austrelaps superbus PE=2 SV=1                    "
"242","m.12790",138,6,9,5,14,9,1,0.992,1.9662,0,0,0.520282,"A6KWR4","L-rhamnose mutarotase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154) GN=rhaM PE=3 SV=1            "
"243","m.12795",196,1,1,0,1,0,0,-0.227,-0.2136,1,0.352462,0.81785,"Q8R4V0","Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2                    "
"244","m.12796",156,13,18,10,21,16,15,0.783,2.0118,0,0,0.516879,"P61917","Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1                   "
"245","m.12799",378,7,7,6,9,7,8,0.471,0.965,0.003012,0.000209,0.676156,"P05300","Lysosome-associated membrane glycoprotein 1 OS=Gallus gallus GN=LAMP1 PE=2 SV=1                   "
"246","m.1281",317,1,2,0,1,2,0,-0.096,-0.0911,1,0.28431,0.861189,"P49596","Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2                  "
"247","m.12810",529,5,22,18,27,24,12,0.443,1.4579,3e-06,0,0.575332,"Q62829","Serine/threonine-protein kinase PAK 3 OS=Rattus norvegicus GN=Pak3 PE=1 SV=1                   "
"248","m.12813",219,8,6,7,13,9,8,0.636,1.2101,0.000138,9e-06,0.617944,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"249","m.12818",193,21,37,18,33,28,13,0.629,2.1506,0,0,0.507746,"Q52RN5","Superoxide dismutase [Cu-Zn] OS=Bos mutus grunniens GN=SOD1 PE=2 SV=3                   "
"250","m.12824",377,28,15,18,27,37,21,0.451,1.496,2e-06,0,0.569899,"Q02874","Core histone macro-H2A.1 OS=Rattus norvegicus GN=H2afy PE=1 SV=4                    "
"251","m.12825",688,0,2,2,4,5,3,0.725,0.938,0.004093,0.000287,0.683696,"P26818","Beta-adrenergic receptor kinase 2 OS=Bos taurus GN=ADRBK2 PE=2 SV=1                   "
"252","m.12829",263,4,2,1,2,4,2,0.652,0.6991,0.046307,0.003399,0.758761,"Q9NYU2","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3                    "
"253","m.1283",112,8,5,5,9,11,4,0.66,1.3449,2e-05,1e-06,0.593071,"Q9IA76","60S ribosomal protein L31 OS=Paralichthys olivaceus GN=rpl31 PE=2 SV=1                   "
"254","m.12839",312,4,10,3,8,6,2,0.875,1.4513,4e-06,0,0.576299,"Q8HXW6","Palmitoyl-protein thioesterase 1 OS=Macaca fascicularis GN=PPT1 PE=2 SV=1                    "
"255","m.12859",409,0,0,0,1,0,1,-0.214,-0.2109,1,0.351121,0.819076,"Q24K02","Insulin-degrading enzyme OS=Bos taurus GN=IDE PE=2 SV=1                     "
"256","m.1286",2829,491,771,434,730,643,466,0.516,8.2699,0,0,0.461262,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"257","m.12872",385,8,4,6,5,7,5,-0.038,-0.0642,1,0.267709,0.867956,"Q5BKL0","4-hydroxyphenylpyruvate dioxygenase OS=Xenopus tropicalis GN=hpd PE=2 SV=1                     "
"258","m.12890",232,2,2,2,0,7,2,-0.286,-0.3224,1,0.399571,0.754765,"Q9CQI7","U2 small nuclear ribonucleoprotein B'' OS=Mus musculus GN=Snrpb2 PE=2 SV=1                  "
"259","m.12895",388,4,0,1,4,3,0,1.027,1.123,0.000441,2.9e-05,0.636559,"P54923","[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus GN=Adprh PE=2 SV=1                    "
"260","m.129",503,4,6,4,5,5,1,0.134,0.2291,0.77151,0.094034,0.891241,"Q9BWV1","Brother of CDO OS=Homo sapiens GN=BOC PE=1 SV=1                    "
"261","m.12917",415,4,3,1,1,3,2,0.129,0.1217,0.932272,0.150757,0.894108,"P12256","Penicillin acylase OS=Lysinibacillus sphaericus PE=1 SV=1                      "
"262","m.12931",406,0,0,1,1,0,0,-0.153,-0.1576,1,0.323065,0.840553,"O14929","Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1                 "
"263","m.12941",323,18,22,10,29,14,19,1.073,2.9039,0,0,0.480544,"Q9QYU4","Ketimine reductase mu-crystallin OS=Rattus norvegicus GN=Crym PE=1 SV=1                    "
"264","m.12945",765,0,1,1,2,1,1,0.304,0.3347,0.53708,0.053269,0.874329,"3285315","Predicted protein OS=Nematostella vectensis GN=v1g248425 PE=4 SV=1                     "
"265","m.1296",468,12,13,6,14,13,9,0.915,1.9471,0,0,0.521771,"Q5RFF7","Tetratricopeptide repeat protein 38 OS=Pongo abelii GN=TTC38 PE=2 SV=1                   "
"266","m.12970",372,2,10,7,12,8,5,0.539,1.1772,0.000216,1.4e-05,0.624723,"P63086","Mitogen-activated protein kinase 1 OS=Rattus norvegicus GN=Mapk1 PE=1 SV=3                   "
"267","m.12976",264,4,7,2,5,8,4,0.892,1.1461,0.000327,2.1e-05,0.63141,"4612222","Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100634434 PE=4 SV=1                     "
"268","m.12982",418,10,7,6,6,8,5,0.123,0.2109,0.806186,0.102634,0.892761,"Q4R7L3","26S protease regulatory subunit 6B OS=Macaca fascicularis GN=PSMC4 PE=2 SV=1                  "
"269","m.12989",486,0,1,0,0,0,0,-0.031,-0.0299,0.998663,0.246022,0.875462,"Q62077","1-phosphatidylinositol 45-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2                           "
"270","m.12991",100,34,71,38,61,53,33,0.516,2.4384,0,0,0.493934,NA,NA
"271","m.12999",500,1,6,2,5,3,2,0.827,1.0947,0.000633,4.2e-05,0.643085,"Q13217","DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1                 "
"272","m.1301",177,14,22,12,15,25,17,0.308,0.7755,0.022646,0.001633,0.733352,"Q5E946","Protein DJ-1 OS=Bos taurus GN=PARK7 PE=2 SV=1                     "
"273","m.13014",751,0,1,0,0,1,0,-0.305,-0.2473,1,0.368509,0.801295,"O70589","Peripheral plasma membrane protein CASK OS=Mus musculus GN=Cask PE=1 SV=2                  "
"274","m.13024",171,0,0,1,0,3,1,-0.058,-0.0497,0.999774,0.258598,0.871279,"Q498T2","Chromatin target of PRMT1 protein OS=Rattus norvegicus GN=Chtop PE=2 SV=1                  "
