"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"187","m.12643",211,1,1,1,0,0,0,-0.438,-0.4344,1,0.829152,0.696733,"3282180","Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     "
"188","m.12647",377,0,0,0,1,1,0,-0.395,-0.3902,1,0.812769,0.723089,"Q9QZT0","CUB and zona pellucida-like domain-containing protein 1 OS=Rattus norvegicus GN=Cuzd1 PE=2 SV=2                "
"189","m.12648",162,1,2,1,0,0,0,-0.418,-0.4051,1,0.818654,0.714698,NA,NA
"190","m.1265",381,1,1,1,0,0,0,-0.379,-0.3872,0.999999,0.811537,0.72472,"Q8UUZ1","Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1                    "
"191","m.12662",470,4,5,6,4,4,4,-0.245,-0.4179,1,0.823409,0.707094,"3283492","Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1                     "
"192","m.12676",293,0,1,1,0,0,0,-0.488,-0.4784,1,0.842541,0.665824,"Q920J4","Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3                    "
"193","m.12686",459,1,1,2,0,0,0,-0.609,-0.622,0.977134,0.87048,0.529512,"Q9D8W5","26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4                 "
"194","m.12693",1749,11,11,12,2,2,3,-1.495,-2.2601,0,0.76907,0,"P01027","Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3                     "
"195","m.12695",530,0,1,0,0,1,0,-0.34,-0.348,1,0.793858,0.744345,"Q32LC7","Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1                  "
"196","m.12698",142,4,6,5,2,2,2,-0.755,-0.9922,0.423543,0.855725,0.124437,"Q8T5Z4","40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1                   "
"197","m.12699",199,8,2,8,4,5,4,-0.55,-0.9618,0.483899,0.860062,0.147733,"P24409","Ras-related protein Rab-10 OS=Canis familiaris GN=RAB10 PE=1 SV=1                    "
"198","m.12709",550,11,12,10,8,8,7,-0.15,-0.3302,1,0.784786,0.752281,"Q3ZBH0","T-complex protein 1 subunit beta OS=Bos taurus GN=CCT2 PE=1 SV=3                  "
"199","m.12711",510,4,4,4,1,0,0,-1.177,-1.3156,0.050792,0.809668,0.011325,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"200","m.12716",167,3,3,2,3,1,2,0.225,0.2889,0.369097,0.115209,0.81679,NA,NA
"201","m.12721",179,3,1,1,0,0,0,-0.374,-0.354,1,0.796763,0.741537,NA,NA
"202","m.12722",407,2,2,2,2,1,1,-0.188,-0.2262,1,0.71593,0.788449,NA,NA
"203","m.12724",296,0,0,0,0,1,0,-0.444,-0.4319,1,0.828309,0.698344,NA,NA
"204","m.12725",224,9,9,8,5,6,6,-0.317,-0.563,0.994589,0.861687,0.591926,NA,NA
"205","m.12732",698,14,16,13,10,10,10,-0.155,-0.3833,0.999996,0.80991,0.726812,NA,NA
"206","m.12733",700,7,4,5,3,5,3,-0.403,-0.614,0.980424,0.869497,0.538437,NA,NA
"207","m.12740",434,6,9,7,3,2,7,-0.733,-1.1837,0.139184,0.826782,0.034118,NA,NA
"208","m.12744",483,1,1,2,0,0,0,-0.661,-0.6677,0.951451,0.874856,0.476279,NA,NA
"209","m.12757",255,6,5,7,7,7,4,0.116,0.2277,0.506091,0.165061,0.822313,NA,NA
"210","m.12762",252,3,3,3,1,2,2,-0.841,-1.016,0.378291,0.852189,0.108083,"P07996","Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2                      "
"211","m.12764",395,1,1,1,0,0,0,-0.498,-0.5007,1,0.848372,0.648229,"Q9VQX4","Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster GN=CG3714 PE=2 SV=2                     "
"212","m.12770",763,1,2,1,1,0,0,-0.391,-0.3639,1,0.801394,0.736753,"Q2TCH3","ATP-citrate synthase OS=Ovis aries GN=ACLY PE=2 SV=1                     "
"213","m.12778",145,0,0,0,1,1,1,-0.396,-0.4136,1,0.821841,0.70969,NA,NA
"214","m.12781",500,1,2,1,0,2,0,-0.253,-0.2685,1,0.747493,0.775651,NA,NA
"215","m.12786",174,2,0,0,1,0,0,-0.482,-0.436,1,0.829687,0.695693,"Q9PUI0","Acidic phospholipase A2 S7-48J OS=Austrelaps superbus PE=2 SV=1                    "
"216","m.12790",138,3,2,3,3,2,2,-0.066,-0.0864,1,0.570027,0.816816,"A6KWR4","L-rhamnose mutarotase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154) GN=rhaM PE=3 SV=1            "
"217","m.12795",196,1,2,2,0,0,0,-0.6,-0.6143,0.980307,0.869535,0.538104,"Q8R4V0","Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2                    "
"218","m.12796",156,4,2,5,2,2,2,-0.725,-0.9147,0.58021,0.866193,0.18916,"P61917","Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1                   "
"219","m.12799",378,5,5,5,1,3,3,-1.187,-1.4641,0.013336,0.795326,0.002641,"P05300","Lysosome-associated membrane glycoprotein 1 OS=Gallus gallus GN=LAMP1 PE=2 SV=1                   "
"220","m.1281",317,1,0,1,0,0,0,-0.299,-0.3089,1,0.772984,0.761043,"P49596","Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2                  "
"221","m.12810",529,10,8,10,5,6,8,-0.553,-1.1147,0.218888,0.837041,0.056712,"Q62829","Serine/threonine-protein kinase PAK 3 OS=Rattus norvegicus GN=Pak3 PE=1 SV=1                   "
"222","m.12813",219,8,1,9,2,1,2,-1.356,-1.8985,6.3e-05,0.775309,9e-06,"P62494","Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3                    "
"223","m.12818",193,7,7,8,7,8,10,0.039,0.08,0.837658,0.338092,0.828684,NA,NA
"224","m.12824",377,13,14,12,10,8,8,-0.104,-0.2402,1,0.726966,0.784474,NA,NA
"225","m.12825",688,2,2,1,0,0,1,-0.465,-0.4331,1,0.828714,0.697573,NA,NA
"226","m.12829",263,1,0,1,1,1,0,-0.295,-0.2982,1,0.766643,0.765159,NA,NA
"227","m.1283",112,4,4,5,5,5,5,0.059,0.1011,0.797751,0.309526,0.828599,NA,NA
"228","m.12839",312,1,2,2,1,0,1,-0.721,-0.694,0.93068,0.876434,0.444318,NA,NA
"229","m.12859",409,0,1,1,0,0,0,-0.484,-0.4605,1,0.837412,0.678992,"Q24K02","Insulin-degrading enzyme OS=Bos taurus GN=IDE PE=2 SV=1                     "
"230","m.1286",2829,207,218,218,187,201,190,-0.155,-1.5731,0.004353,0.787862,0.000778,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"231","m.12872",385,4,4,3,2,1,1,-0.411,-0.4893,1,0.845465,0.657391,"Q5BKL0","4-hydroxyphenylpyruvate dioxygenase OS=Xenopus tropicalis GN=hpd PE=2 SV=1                     "
"232","m.12890",232,1,1,2,0,1,0,-0.745,-0.739,0.883826,0.877591,0.388557,"Q9CQI7","U2 small nuclear ribonucleoprotein B'' OS=Mus musculus GN=Snrpb2 PE=2 SV=1                  "
"233","m.12895",388,1,0,0,0,0,0,-0.378,-0.3761,1,0.806834,0.730591,"P54923","[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus GN=Adprh PE=2 SV=1                    "
"234","m.129",503,3,2,2,2,1,1,-0.237,-0.2782,1,0.754007,0.77237,"Q9BWV1","Brother of CDO OS=Homo sapiens GN=BOC PE=1 SV=1                    "
"235","m.12917",415,3,3,3,1,2,1,-0.915,-0.9685,0.470407,0.859127,0.142365,"P12256","Penicillin acylase OS=Lysinibacillus sphaericus PE=1 SV=1                      "
"236","m.12925",307,1,1,1,0,0,0,-0.542,-0.5474,0.996996,0.858753,0.606997,"Q95JD5","Sulfotransferase family cytosolic 1B member 1 OS=Canis familiaris GN=SULT1B1 PE=1 SV=1                 "
"237","m.12941",323,10,8,7,6,6,3,-0.093,-0.1763,1,0.671491,0.800749,"Q9QYU4","Ketimine reductase mu-crystallin OS=Rattus norvegicus GN=Crym PE=1 SV=1                    "
"238","m.12945",765,1,1,0,0,0,0,-0.517,-0.4726,1,0.840924,0.670182,"3285315","Predicted protein OS=Nematostella vectensis GN=v1g248425 PE=4 SV=1                     "
"239","m.1296",468,4,5,4,3,4,3,-0.192,-0.2968,1,0.765793,0.765684,NA,NA
"240","m.12970",372,4,5,5,2,3,1,-0.835,-1.105,0.23223,0.838526,0.060683,NA,NA
"241","m.12976",264,5,4,3,3,3,4,-0.045,-0.0605,0.991644,0.535953,0.820225,NA,NA
"242","m.12982",418,2,3,2,3,3,2,0.336,0.4306,0.148939,0.044338,0.802097,NA,NA
"243","m.12991",100,22,25,19,17,14,19,-0.072,-0.2223,1,0.712747,0.789513,NA,NA
"244","m.12999",500,2,2,1,0,0,1,-0.192,-0.1909,1,0.685345,0.797435,"Q13217","DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1                 "
"245","m.1301",177,8,10,8,4,7,4,-0.558,-0.9543,0.499102,0.861092,0.153898,NA,NA
"246","m.13014",751,1,1,0,0,0,0,-0.363,-0.336,1,0.787818,0.749758,NA,NA
"247","m.13024",171,1,1,1,1,1,1,-0.366,-0.3504,1,0.795029,0.74323,NA,NA
"248","m.13026",699,2,2,2,1,0,0,-0.605,-0.5915,0.988018,0.866383,0.562794,NA,NA
"249","m.13050",236,0,0,1,0,0,0,-0.463,-0.4665,1,0.839178,0.674671,"B1YJD6","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15) GN=mtnN PE=3 SV=1             "
"250","m.13061",1080,1,1,0,0,0,0,-0.518,-0.5038,1,0.849137,0.645676,"Q93009","Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=2                   "
"251","m.13075",235,4,2,1,0,1,1,-0.416,-0.4075,1,0.819566,0.7133,"O88696","Putative ATP-dependent Clp protease proteolytic subunit"
"252","m.13082",610,2,2,1,0,0,0,-0.475,-0.4304,1,0.827798,0.699304,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"253","m.13085",424,4,4,3,3,2,2,-0.002,-0.0025,0.951131,0.455067,0.825718,"Q28740","Basigin OS=Oryctolagus cuniculus GN=BSG PE=2 SV=1                      "
"254","m.13089",190,5,4,4,5,4,4,0.199,0.3356,0.28022,0.085661,0.812043,"Q8K3C3","Protein LZIC OS=Mus musculus GN=Lzic PE=1 SV=1                     "
"255","m.13090",174,3,2,2,0,0,0,-0.667,-0.6732,0.947492,0.875242,0.469658,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"256","m.13091",557,1,2,2,1,1,2,-0.603,-0.6377,0.969687,0.872219,0.511628,"Q5H9R7","Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens GN=PPP6R3 PE=1 SV=2                 "
"257","m.13107",529,6,3,4,2,1,1,-0.75,-0.8861,0.638329,0.869445,0.217352,"P42768","Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WAS PE=1 SV=4                    "
"258","m.13119",549,5,4,5,4,4,4,-0.185,-0.3069,1,0.77182,0.761826,"P42700","60 kDa SS-A/Ro ribonucleoprotein OS=Xenopus laevis GN=trove2 PE=1 SV=1                   "
"259","m.13131",436,7,3,4,3,4,5,-0.163,-0.2347,1,0.722702,0.786065,"O18413","26S protease regulatory subunit 8 OS=Drosophila melanogaster GN=Rpt6 PE=1 SV=2                  "
"260","m.13133",304,4,5,5,3,4,4,-0.38,-0.5489,0.996796,0.859046,0.605576,"3275465","Predicted protein OS=Nematostella vectensis GN=v1g243369 PE=4 SV=1                     "
"261","m.13136",222,1,1,0,1,1,1,-0.468,-0.4855,1,0.844462,0.660367,"Q2VLG6","Scavenger receptor cysteine-rich type 1 protein M130 OS=Canis familiaris GN=CD163 PE=2 SV=1                "
"262","m.13171",608,0,0,0,0,0,1,-0.358,-0.3589,1,0.79908,0.739193,"Q6UPE1","Electron transfer flavoprotein-ubiquinone oxidoreductase"
"263","m.13173",263,0,0,0,1,1,0,-0.552,-0.5288,0.998975,0.85491,0.624125,NA,NA
"264","m.13180",357,3,3,4,2,0,2,-0.697,-0.9639,0.479661,0.85977,0.146036,NA,NA
"265","m.13191",264,5,4,4,3,3,3,-0.335,-0.4695,1,0.840043,0.672475,NA,NA
"266","m.13197",189,5,3,4,4,3,3,-0.01,-0.0152,0.962516,0.473141,0.824764,NA,NA
"267","m.13206",240,5,2,3,1,2,3,-0.795,-0.8865,0.637524,0.869402,0.216943,NA,NA
"268","m.13218",683,2,1,0,1,0,0,-0.476,-0.4245,1,0.825757,0.703027,NA,NA
"269","m.13226",326,4,4,5,2,1,4,-0.861,-1.2067,0.118272,0.823528,0.028503,NA,NA
"270","m.13233",253,2,0,2,2,2,2,-0.095,-0.109,1,0.598135,0.813409,NA,NA
"271","m.13240",197,4,2,3,0,1,1,-0.966,-1.1019,0.236607,0.839002,0.061997,NA,NA
"272","m.13248",748,1,0,1,0,0,1,-0.422,-0.4149,1,0.822318,0.70891,NA,NA
"273","m.1328",203,1,1,1,1,1,1,-0.452,-0.4311,1,0.828037,0.698857,"A7SXK3","Transmembrane emp24 domain-containing protein OS=Nematostella vectensis GN=v1g194562 PE=3 SV=1                   "
"274","m.13291",342,0,1,0,0,0,0,-0.458,-0.4231,1,0.825264,0.703898,"Q6GQ69","FAS-associated factor 2-B OS=Xenopus laevis GN=faf2-b PE=2 SV=1                    "
"275","m.13295",297,5,3,4,1,3,2,-1.06,-1.2836,0.065918,0.813455,0.015039,"Q8VHP7","Leukocyte elastase inhibitor B OS=Mus musculus GN=Serpinb1b PE=1 SV=1                   "
"276","m.133",397,2,0,1,0,1,1,-0.296,-0.2733,1,0.750749,0.774045,NA,NA
"277","m.13303",395,2,1,2,1,0,0,-0.743,-0.8052,0.78864,0.875976,0.307521,NA,NA
"278","m.13314",295,7,8,7,4,4,6,-0.455,-0.8772,0.656093,0.870369,0.226562,NA,NA
"279","m.1334",391,1,1,2,0,2,0,-0.763,-0.7779,0.83153,0.877095,0.340492,NA,NA
"280","m.13356",586,4,2,3,0,0,0,-0.809,-0.9041,0.601883,0.867446,0.199351,"O14772","Fucose-1-phosphate guanylyltransferase OS=Homo sapiens GN=FPGT PE=1 SV=2                     "
"281","m.13371",1200,11,5,8,3,2,5,-0.804,-1.3533,0.036893,0.805527,0.008001,"Q9P2J5","Leucine--tRNA ligase"
"282","m.1339",464,4,5,4,3,4,3,-0.174,-0.2424,1,0.728646,0.783826,"Q9K9H0","Isocitrate lyase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=aceA PE=3 SV=1       "
"283","m.134",169,2,2,3,2,0,2,-0.395,-0.5015,1,0.848571,0.647573,"P46222","60S ribosomal protein L11 OS=Drosophila melanogaster GN=RpL11 PE=1 SV=2                   "
"284","m.13409",233,4,0,5,3,3,3,-0.423,-0.6288,0.974074,0.871264,0.521824,"Q5ZJN2","Ras-related protein Rab-11A OS=Gallus gallus GN=RAB11A PE=2 SV=1                    "
"285","m.13423",531,2,5,1,4,4,3,0.952,1.1733,6.8e-05,1.1e-05,0.769041,"Q66H20","Polypyrimidine tract-binding protein 2 OS=Rattus norvegicus GN=Ptbp2 PE=2 SV=1                   "
"286","m.13424",343,1,1,1,0,0,0,-0.298,-0.3025,1,0.769226,0.763527,"Q53FA7","Quinone oxidoreductase PIG3 OS=Homo sapiens GN=TP53I3 PE=1 SV=2                    "
"287","m.13425",114,1,0,0,0,0,0,-0.403,-0.3655,1,0.802124,0.735962,"Q9CQ71","Replication protein A 14 kDa subunit OS=Mus musculus GN=Rpa3 PE=2 SV=1                 "
"288","m.13427",257,0,0,1,0,0,1,-0.312,-0.2894,1,0.761212,0.768407,"Q9QXT1","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Mus musculus GN=Dapp1 PE=1 SV=1               "
"289","m.13432",425,0,0,1,0,0,0,-0.413,-0.3859,1,0.810998,0.725421,"Q9PTG8","Transforming acidic coiled-coil-containing protein 3 OS=Xenopus laevis GN=tacc3 PE=1 SV=2                  "
"290","m.13434",1309,0,2,0,0,0,0,-0.402,-0.3472,1,0.793465,0.744714,"Q96L93","Kinesin-like protein KIF16B OS=Homo sapiens GN=KIF16B PE=1 SV=2                    "
"291","m.13436",653,4,3,3,2,3,3,-0.264,-0.3304,1,0.784891,0.752195,"P23780","Beta-galactosidase OS=Mus musculus GN=Glb1 PE=2 SV=1                      "
"292","m.13443",372,11,13,10,11,9,11,0.146,0.3231,0.30245,0.0929,0.81334,"Q7JQD3","Gelsolin-like protein 1 OS=Lumbricus terrestris GN=AM PE=1 SV=1                    "
"293","m.13444",605,4,4,2,2,2,2,-0.027,-0.0331,0.97606,0.49834,0.823185,"Q64319","Neutral and basic amino acid transport protein rBAT OS=Rattus norvegicus GN=Slc3a1 PE=1 SV=1               "
"294","m.13448",293,3,5,4,1,1,2,-1.091,-1.2664,0.075519,0.815592,0.01744,NA,NA
"295","m.1346",158,9,10,9,10,8,10,0.221,0.5212,0.076162,0.022069,0.793417,"P72745","Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1              "
"296","m.13471",151,1,1,3,1,1,1,-1.01,-1.1288,0.200444,0.834897,0.051314,NA,NA
"297","m.13475",469,4,7,6,2,1,3,-1.013,-1.412,0.021834,0.799766,0.004521,"Q9EPB1","Dipeptidyl peptidase 2 OS=Rattus norvegicus GN=Dpp7 PE=1 SV=1                    "
"298","m.13476",183,2,1,1,1,0,0,-0.464,-0.4785,1,0.842568,0.665748,"Q91XS8","Serine/threonine-protein kinase 17B OS=Rattus norvegicus GN=Stk17b PE=1 SV=1                    "
"299","m.13486",292,13,3,17,6,10,8,-0.977,-2.1074,2e-06,0.771089,0,"P27463","Retinal dehydrogenase 1 OS=Gallus gallus GN=ALDH1A1 PE=2 SV=1                    "
"300","m.13490",255,6,4,5,2,4,4,-0.736,-1.0268,0.358491,0.850555,0.101198,"P28304","Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1                  "
"301","m.13492",741,0,1,0,0,0,0,-0.336,-0.3091,1,0.7731,0.760964,"Q5ZIJ9","E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus GN=MIB2 PE=2 SV=1                   "
"302","m.13513",367,0,1,0,0,0,1,-0.492,-0.4842,1,0.844115,0.661376,"O00462","Beta-mannosidase OS=Homo sapiens GN=MANBA PE=1 SV=3                      "
"303","m.13514",432,1,0,1,0,0,0,-0.246,-0.2406,1,0.727272,0.784356,"Q5ZLF0","Hsc70-interacting protein OS=Gallus gallus GN=ST13 PE=2 SV=1                     "
"304","m.13516",189,7,7,5,5,4,3,-0.001,-0.0015,0.950169,0.453639,0.825788,"P08081","Clathrin light chain A OS=Rattus norvegicus GN=Clta PE=1 SV=1                   "
"305","m.13531",269,2,0,0,1,2,1,-0.227,-0.2144,1,0.706154,0.791613,"Q58CP2","Sulfatase-modifying factor 2 OS=Bos taurus GN=SUMF2 PE=2 SV=1                    "
"306","m.13540",365,0,0,0,0,0,1,-0.394,-0.4093,1,0.820244,0.712244,"O70497","Ficolin-2 OS=Mus musculus GN=Fcn2 PE=2 SV=2                      "
"307","m.1355",1555,3,3,2,5,3,4,0.688,0.9501,0.001322,0.00026,0.772266,"Q8IVV2","Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens GN=LOXHD1 PE=2 SV=3                  "
"308","m.13557",339,2,5,4,1,1,1,-1.218,-1.4145,0.021336,0.799539,0.004409,"Q9WUP7","Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus GN=Uchl5 PE=2 SV=2                  "
"309","m.13574",515,3,3,3,0,1,1,-1.017,-1.0364,0.34132,0.849092,0.095353,"P17713","Tyrosine-protein kinase STK OS=Hydra vulgaris GN=STK PE=2 SV=1                    "
"310","m.13590",549,12,10,10,8,8,8,-0.182,-0.4073,1,0.81949,0.713417,NA,NA
"311","m.13617",393,2,2,1,2,1,1,0.177,0.1998,0.573064,0.192243,0.824409,NA,NA
"312","m.13622",146,1,1,1,1,1,1,-0.33,-0.3171,1,0.777654,0.757761,NA,NA
"313","m.13637",665,0,0,0,0,0,1,-0.302,-0.3,1,0.76773,0.764479,NA,NA
"314","m.13659",548,0,2,1,0,2,2,-0.323,-0.3287,1,0.783989,0.752923,NA,NA
"315","m.1369",374,55,54,54,56,57,58,0.094,0.5053,0.086028,0.025071,0.794843,NA,NA
"316","m.13710",208,0,0,1,0,0,0,-0.337,-0.3238,1,0.781351,0.754995,NA,NA
"317","m.13716",211,0,0,1,0,0,0,-0.451,-0.4185,1,0.823625,0.706729,NA,NA
"318","m.13720",455,0,1,1,0,0,0,-0.439,-0.398,1,0.815898,0.718757,NA,NA
"319","m.13742",710,1,1,1,0,0,0,-0.429,-0.3942,1,0.814387,0.720884,NA,NA
"320","m.13743",311,8,7,7,4,5,5,-0.422,-0.6976,0.927467,0.876598,0.439892,NA,NA
"321","m.13744",138,0,1,2,2,1,2,-0.058,-0.0694,0.995511,0.547846,0.81912,NA,NA
"322","m.13748",486,1,1,1,0,1,0,-0.355,-0.3523,1,0.795947,0.742339,NA,NA
"323","m.13753",335,6,4,3,0,1,0,-0.846,-1.0207,0.369613,0.85148,0.105046,NA,NA
"324","m.13791",176,0,1,1,0,0,0,-0.299,-0.2754,1,0.752153,0.773331,NA,NA
"325","m.13801",461,0,0,1,0,0,0,-0.425,-0.3936,1,0.814146,0.721217,NA,NA
"326","m.13811",436,1,1,1,0,0,0,-0.268,-0.2556,1,0.738424,0.779808,NA,NA
"327","m.13842",680,13,7,11,5,5,7,-0.718,-1.4459,0.015889,0.796808,0.003198,NA,NA
"328","m.13862",447,4,3,5,4,4,1,-0.185,-0.3089,1,0.772984,0.761043,NA,NA
"329","m.13863",1106,3,4,5,5,4,4,0.004,0.0068,0.941809,0.441768,0.82633,NA,NA
"330","m.13869",191,0,0,1,1,0,0,-0.283,-0.2967,1,0.765732,0.765721,NA,NA
"331","m.1388",352,0,1,1,0,0,0,-0.394,-0.3768,1,0.807137,0.730229,NA,NA
"332","m.13885",1031,0,1,0,0,0,0,-0.349,-0.3368,1,0.788231,0.749405,NA,NA
"333","m.139",190,4,4,6,2,2,3,-0.877,-1.2409,0.091881,0.818886,0.021605,NA,NA
"334","m.1390",448,10,10,12,9,9,8,-0.271,-0.6069,0.983076,0.868571,0.546245,NA,NA
"335","m.13903",193,1,1,1,1,1,1,-0.448,-0.4309,1,0.827969,0.698985,NA,NA
"336","m.13957",123,0,1,2,0,0,0,-0.726,-0.7402,0.882377,0.877596,0.387066,NA,NA
"337","m.1396",509,1,0,0,0,0,0,-0.368,-0.3536,1,0.796572,0.741726,"P08630","Tyrosine-protein kinase Btk29A OS=Drosophila melanogaster GN=Btk29A PE=2 SV=2                    "
"338","m.13977",445,12,4,12,3,2,3,-1.22,-2.0008,1.2e-05,0.773008,2e-06,"Q16822","Phosphoenolpyruvate carboxykinase [GTP]"
"339","m.1408",226,4,3,3,4,2,4,0.239,0.3464,0.261959,0.079778,0.810912,NA,NA
"340","m.141",436,31,28,28,19,27,24,-0.353,-1.2544,0.082888,0.817124,0.019305,NA,NA
"341","m.14109",662,0,0,0,0,1,1,-0.464,-0.4395,1,0.830843,0.693398,NA,NA
"342","m.14128",211,8,7,6,1,1,1,-1.52,-1.7661,0.000423,0.779183,6.4e-05,"Q5R4U9","Sorcin OS=Pongo abelii GN=SRI PE=2 SV=1                      "
"343","m.1413",338,8,6,8,5,3,5,-0.331,-0.6163,0.979512,0.869786,0.535884,"Q7ZV03","Vacuolar protein sorting-associated protein 26B OS=Danio rerio GN=vps26b PE=2 SV=1                  "
"344","m.14137",212,2,3,6,0,0,0,-1.504,-1.8151,0.000216,0.777606,3.2e-05,"Q6LUR4","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Photobacterium profundum GN=mtnN PE=3 SV=1                     "
"345","m.1415",197,1,1,1,0,0,0,-0.467,-0.4589,1,0.836933,0.680129,"3274911","Predicted protein OS=Nematostella vectensis GN=v1g243062 PE=4 SV=1                     "
"346","m.14152",569,1,1,1,1,0,0,-0.395,-0.368,1,0.803254,0.734716,"O94826","Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1                  "
"347","m.14201",145,1,1,0,0,1,0,-0.379,-0.3618,1,0.800428,0.737784,NA,NA
"348","m.14213",220,0,1,1,1,1,1,-0.349,-0.366,1,0.802351,0.735714,NA,NA
"349","m.14255",219,5,0,3,2,2,2,-0.294,-0.3661,1,0.802396,0.735664,NA,NA
"350","m.14269",430,1,2,1,0,0,0,-0.405,-0.3749,1,0.806311,0.731211,NA,NA
"351","m.14282",326,0,0,1,0,0,0,-0.345,-0.3318,1,0.78563,0.751591,NA,NA
"352","m.14312",960,20,21,21,12,9,12,-0.515,-1.4187,0.020522,0.79916,0.004226,NA,NA
"353","m.14349",643,1,2,2,0,0,1,-0.846,-0.894,0.622406,0.868589,0.209346,"Q14517","Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2                    "
"354","m.14355",846,15,13,14,8,7,9,-0.462,-1.0978,0.242479,0.839632,0.06377,"Q9XTL9","Glycogen phosphorylase OS=Drosophila melanogaster GN=GlyP PE=2 SV=2                     "
"355","m.1436",550,22,22,22,13,16,16,-0.451,-1.2317,0.098456,0.820111,0.023303,"P05166","Propionyl-CoA carboxylase beta chain"
"356","m.1437",515,2,2,1,1,2,2,-0.399,-0.4025,1,0.817655,0.716197,"Q8R4V5","Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2                   "
"357","m.14375",119,1,2,2,1,1,0,-0.681,-0.6776,0.94418,0.87553,0.464335,"Q91X96","Guanine nucleotide exchange factor MSS4 OS=Mus musculus GN=Rabif PE=2 SV=1                  "
"358","m.1440",833,1,0,1,0,1,0,-0.382,-0.357,1,0.798187,0.740108,"Q9VZZ4","Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1                      "
"359","m.14422",417,7,9,6,3,4,4,-0.567,-0.8668,0.676575,0.87139,0.237573,NA,NA
"360","m.14438",273,3,2,3,1,0,2,-0.972,-1.0841,0.262782,0.841744,0.069987,NA,NA
"361","m.14458",126,2,2,2,2,2,3,-0.19,-0.2205,1,0.711262,0.789998,NA,NA
"362","m.14464",434,1,1,0,0,0,0,-0.522,-0.5002,1,0.848248,0.648639,NA,NA
"363","m.14465",536,1,1,0,0,0,0,-0.37,-0.3575,1,0.798423,0.739868,NA,NA
"364","m.1447",450,2,1,2,0,1,0,-0.767,-0.7175,0.908042,0.877277,0.415283,NA,NA
"365","m.14490",140,1,1,0,1,0,1,-0.447,-0.4058,1,0.818921,0.714292,NA,NA
"366","m.145",467,0,0,1,1,0,0,-0.311,-0.3213,1,0.779984,0.756036,NA,NA
"367","m.14507",364,0,1,0,0,0,0,-0.464,-0.4428,1,0.831917,0.691207,NA,NA
"368","m.1454",475,3,3,2,2,2,2,-0.154,-0.1872,1,0.681902,0.798296,NA,NA
