"Protein","PROTLEN","DEFLINE","PL30-C","PL12-1m","PL12-100b","PL30-100m","PL12-100m","PL30-10m","PL30-100b","PL30-1m","PL12-C","PL12-10m","UniprotID"
"m.12795",196,"Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus GN=Sgk3 PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,"Q8R4V0"
"m.12796",156,"Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1",4,8,6,2.5,7,4.5,1.5,0.5,4.5,3.5,"P61917"
"m.12799",378,"Lysosome-associated membrane glycoprotein 1 OS=Gallus gallus GN=LAMP1 PE=2 SV=1",0.5,0,0,0,1,0.5,0.5,0,0,0.5,"P05300"
"m.1281",317,"Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2",0,0,0,0,0,0,0,0,0,0,"P49596"
"m.12810",529,"Serine/threonine-protein kinase PAK 3 OS=Rattus norvegicus GN=Pak3 PE=1 SV=1",0,2.5,0.5,0,0.5,0,0,0,2,0.5,"Q62829"
"m.12813",219,"Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3",3,3.5,3,0.5,1.5,2,4.5,0.5,2.5,0.5,"P62494"
"m.12818",193,"Superoxide dismutase [Cu-Zn] OS=Bos mutus grunniens GN=SOD1 PE=2 SV=3",12.5,12.5,10,9,18.5,17.5,13,17.5,4,16.5,"Q52RN5"
"m.12824",377,"Core histone macro-H2A.1 OS=Rattus norvegicus GN=H2afy PE=1 SV=4",10,21.5,19.5,6,14,11,12.5,4,26,0.5,"Q02874"
"m.12829",263,"UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3",0,1,1,0,0,0,0.5,0,1.5,0,"Q9NYU2"
"m.1283",112,"60S ribosomal protein L31 OS=Paralichthys olivaceus GN=rpl31 PE=2 SV=1",2.5,3.5,3,2,1.5,2,2,0.5,2.5,1,"Q9IA76"
"m.12839",312,"Palmitoyl-protein thioesterase 1 OS=Macaca fascicularis GN=PPT1 PE=2 SV=1",0,1.5,2,1.5,7,1.5,0,0,3,0,"Q8HXW6"
"m.12859",409,"Insulin-degrading enzyme OS=Bos taurus GN=IDE PE=2 SV=1",0,0.5,0,0,0,0,0.5,0,0.5,0.5,"Q24K02"
"m.1286",2829,"Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1",208.5,305.5,154.5,158.5,253,245.5,302.5,88.5,300,24,"4941088"
"m.12872",385,"4-hydroxyphenylpyruvate dioxygenase OS=Xenopus tropicalis GN=hpd PE=2 SV=1",0,2,2,0,0.5,0.5,0,0,4,0,"Q5BKL0"
"m.12895",388,"[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus GN=Adprh PE=2 SV=1",0,0,5,1.5,2,2,0,0.5,0.5,0,"P54923"
"m.129",503,"Brother of CDO OS=Homo sapiens GN=BOC PE=1 SV=1",2.5,0.5,1,0,0,0,1,0,0.5,0,"Q9BWV1"
"m.12917",415,"Penicillin acylase OS=Lysinibacillus sphaericus PE=1 SV=1",0.5,1.5,0,0,0.5,0.5,0,1.5,0,1,"P12256"
"m.12941",323,"Ketimine reductase mu-crystallin OS=Rattus norvegicus GN=Crym PE=1 SV=1",8,4.5,5.5,2,6,4.5,6.5,4.5,4.5,0.5,"Q9QYU4"
"m.12942",291,"Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1",0,1.5,0,0,0,0,0,0,0,0,"Q01528"
"m.12945",765,"Predicted protein OS=Nematostella vectensis GN=v1g248425 PE=4 SV=1",0,0,1,0,1,2.5,0,1,0,1,"3285315"
"m.1296",468,"Tetratricopeptide repeat protein 38 OS=Pongo abelii GN=TTC38 PE=2 SV=1",5.5,7.5,8.5,4.5,9.5,6,3,4.5,7,3.5,"Q5RFF7"
"m.12970",372,"Mitogen-activated protein kinase 1 OS=Rattus norvegicus GN=Mapk1 PE=1 SV=3",3.5,4,3,4,3,1.5,7,1,2,1,"P63086"
"m.12976",264,"Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100634434 PE=4 SV=1",0,0.5,1.5,1,0,0,0,0,0,0,"4612222"
"m.12982",418,"26S protease regulatory subunit 6B OS=Macaca fascicularis GN=PSMC4 PE=2 SV=1",0.5,1,1,0,1,1,0,0,0.5,0.5,"Q4R7L3"
"m.12991",100,"m.12991",32,64,63.5,32.5,47.5,36,54.5,18,35.5,24,NA
"m.1301",177,"Protein DJ-1 OS=Bos taurus GN=PARK7 PE=2 SV=1",12.5,6.5,27.5,4.5,6.5,3.5,11,5,8,3.5,"Q5E946"
"m.13026",699,"Solute carrier family 26 member 6 OS=Mus musculus GN=Slc26a6 PE=1 SV=2",0,0.5,0.5,0,0,0,0,0,0,0,"Q8CIW6"
"m.13039",212,"m.13039",2.5,2.5,4.5,1,0.5,0,2,0,0,0,NA
"m.13047",186,"Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1",5,0,4.5,3,1.5,2.5,7.5,1,1.5,2,"Q96CG8"
"m.13050",236,"5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15) GN=mtnN PE=3 SV=1",0,0.5,0,1,2.5,2.5,0,1,1.5,1,"B1YJD6"
"m.13075",235,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus GN=Clpp PE=1 SV=1",0,0.5,0.5,0.5,0,0.5,0,0,0,0,"O88696"
"m.13085",424,"Basigin OS=Oryctolagus cuniculus GN=BSG PE=2 SV=1",2,3,4,1.5,1.5,0.5,1.5,1,1.5,4,"Q28740"
"m.13089",190,"Protein LZIC OS=Mus musculus GN=Lzic PE=1 SV=1",3.5,1,3.5,4,3.5,2.5,2.5,2.5,1.5,2.5,"Q8K3C3"
"m.13090",174,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2",0,0,0,0.5,0.5,2,0,1,0,0.5,"O35474"
"m.13091",557,"Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens GN=PPP6R3 PE=1 SV=2",0,0.5,0,0.5,0.5,0.5,0,1,0.5,0.5,"Q5H9R7"
"m.13119",549,"60 kDa SS-A/Ro ribonucleoprotein OS=Xenopus laevis GN=trove2 PE=1 SV=1",4,3.5,2,0.5,3,1,0.5,0,3.5,0.5,"P42700"
"m.13131",436,"26S protease regulatory subunit 8 OS=Drosophila melanogaster GN=Rpt6 PE=1 SV=2",0,3.5,3.5,0,1,0,1,0,3,0.5,"O18413"
"m.13133",304,"Predicted protein OS=Nematostella vectensis GN=v1g243369 PE=4 SV=1",5,11,4,2.5,4,1.5,1.5,0,10,0,"3275465"
"m.13180",357,"Matrilin-3 OS=Gallus gallus GN=MATN3 PE=2 SV=1",1.5,2,2.5,1,2.5,2,3,1,2.5,0.5,"O42401"
"m.13191",264,"Pyridoxine-5_-phosphate oxidase OS=Homo sapiens GN=PNPO PE=1 SV=1",0.5,0,2.5,1,1,1,0,1.5,1.5,1,"Q9NVS9"
"m.13193",278,"Protein quaking OS=Gallus gallus GN=QKI PE=2 SV=2",0,0.5,0,0,0,0,0,0.5,0,0,"Q9YH18"
"m.13197",189,"Tubulin polymerization-promoting protein family member 2 OS=Mus musculus GN=Tppp2 PE=2 SV=1",0,3,1.5,0,0.5,0,1.5,0,2,0,"Q0P5Y3"
"m.13206",240,"6-phosphogluconolactonase OS=Homo sapiens GN=PGLS PE=1 SV=2",1.5,0,4.5,3,14.5,9.5,1,6,0.5,1.5,"O95336"
"m.13222",200,"Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1",1,1,0.5,0.5,0,0,0,0,0,0,"Q00223"
"m.13226",326,"Aflatoxin B1 aldehyde reductase member 2 OS=Rattus norvegicus GN=Akr7a2 PE=1 SV=2",1,5,1.5,0,0,0,1,0,3,0,"Q8CG45"
"m.13240",197,"Synaptobrevin homolog YKT6 OS=Bos taurus GN=YKT6 PE=2 SV=1",1,0.5,1.5,0.5,1,1,0,0,1.5,0,"Q3T000"
"m.13248",748,"Neural cell adhesion molecule 1-A OS=Xenopus laevis GN=ncam1-a PE=2 SV=1",0,0,0,0,2,1.5,0.5,0,0.5,0,"P16170"
"m.13288",883,"Stabilin-2 OS=Homo sapiens GN=STAB2 PE=1 SV=3",0,0,0.5,0.5,0,0.5,0,0,0.5,0,"Q8WWQ8"
"m.13314",295,"Glyoxalase domain-containing protein 4 OS=Rattus norvegicus GN=Glod4 PE=1 SV=1",2.5,4,6.5,4,12.5,3,3,1.5,3,2.5,"Q5I0D1"
"m.1334",391,"m.1334",3,1,2.5,4,0.5,4.5,3,1.5,1.5,2.5,NA
"m.13356",586,"Fucose-1-phosphate guanylyltransferase OS=Homo sapiens GN=FPGT PE=1 SV=2",0,1.5,0,0,0,0,0,0,0,0,"O14772"
"m.13371",1200,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2",0.5,2,1.5,0,1.5,0,1,0,2,0,"Q9P2J5"
"m.1339",464,"Isocitrate lyase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=aceA PE=3 SV=1",1,7.5,0.5,0,0.5,0,0,0,8.5,1,"Q9K9H0"
"m.134",169,"60S ribosomal protein L11 OS=Drosophila melanogaster GN=RpL11 PE=1 SV=2",2,3,3.5,1.5,2.5,1.5,1,0.5,2,0,"P46222"
"m.13401",174,"Calmodulin OS=Metridium senile PE=1 SV=3",33,35,30.5,31.5,37,28.5,35,27,40.5,31,"Q95NR9"
"m.13423",531,"Polypyrimidine tract-binding protein 2 OS=Rattus norvegicus GN=Ptbp2 PE=2 SV=1",0.5,4,2.5,0,0.5,0.5,2.5,0,1.5,0,"Q66H20"
"m.13436",653,"Beta-galactosidase OS=Mus musculus GN=Glb1 PE=2 SV=1",2,1.5,4,1,2,2,1,1,2,2.5,"P23780"
"m.13442",270,"Predicted protein OS=Nematostella vectensis GN=v1g233699 PE=4 SV=1",0,0.5,0.5,0,0,0.5,0,0,0,0,"3284139"
"m.13443",372,"Gelsolin-like protein 1 OS=Lumbricus terrestris GN=AM PE=1 SV=1",31.5,31.5,28,8.5,11.5,11,29,1.5,22.5,6,"Q7JQD3"
"m.13444",605,"Neutral and basic amino acid transport protein rBAT OS=Rattus norvegicus GN=Slc3a1 PE=1 SV=1",1.5,2,5,1.5,3,1.5,0.5,1,1,6,"Q64319"
"m.13448",293,"Pyridoxal kinase OS=Sus scrofa GN=PDXK PE=1 SV=1",4,2,7,0.5,3,1,3,0,3.5,1,"O46560"
"m.13453",218,"Ras-related protein Rab-10 OS=Pongo abelii GN=RAB10 PE=2 SV=1",3.5,4,3,3,0.5,1.5,3.5,0.5,2.5,2.5,"Q5R5U1"
"m.13458",645,"Predicted protein OS=Nematostella vectensis GN=v1g219291 PE=4 SV=1",0,0,0.5,0,0,0,0,0,0,0.5,"3284280"
"m.1346",158,"Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1",3.5,4,5.5,2,2,1,3,1.5,4.5,1.5,"P72745"
"m.13471",151,"m.13471",4,2.5,3,3,3,3,3,2.5,3.5,1.5,NA
"m.13475",469,"Dipeptidyl peptidase 2 OS=Rattus norvegicus GN=Dpp7 PE=1 SV=1",3,2.5,5.5,5,5,5,2.5,6.5,1,5,"Q9EPB1"
"m.13476",183,"Serine/threonine-protein kinase 17B OS=Rattus norvegicus GN=Stk17b PE=1 SV=1",1.5,0,1,1,0.5,0.5,1,0.5,0,0.5,"Q91XS8"
"m.13486",292,"Retinal dehydrogenase 1 OS=Gallus gallus GN=ALDH1A1 PE=2 SV=1",11,27.5,19,13.5,38.5,19,12.5,17,15,8.5,"P27463"
"m.13490",255,"Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1",2.5,1.5,1,4.5,4,4,0,0.5,1.5,2,"P28304"
"m.13514",432,"Hsc70-interacting protein OS=Gallus gallus GN=ST13 PE=2 SV=1",0,0,1,0,2,1.5,1,0.5,0.5,0.5,"Q5ZLF0"
"m.13516",189,"Clathrin light chain A OS=Rattus norvegicus GN=Clta PE=1 SV=1",1,1,1,0.5,1.5,1.5,0.5,1.5,1.5,1,"P08081"
"m.13531",269,"Sulfatase-modifying factor 2 OS=Bos taurus GN=SUMF2 PE=2 SV=1",0,0.5,0.5,0,0,0,0,0,0,0,"Q58CP2"
"m.1355",1555,"Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens GN=LOXHD1 PE=2 SV=3",2.5,1.5,2,3.5,3.5,4,2.5,5.5,2,2.5,"Q8IVV2"
"m.13557",339,"Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus GN=Uchl5 PE=2 SV=2",0,0.5,0.5,0,0.5,0,0,0,1,0,"Q9WUP7"
"m.13574",515,"Tyrosine-protein kinase STK OS=Hydra vulgaris GN=STK PE=2 SV=1",0,1,0.5,0,0,0,0.5,0,2,0,"P17713"
"m.13590",549,"Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus GN=G6pdx PE=1 SV=3",7,18.5,4.5,0.5,0.5,1,7,0,12.5,3,"Q00612"
"m.13622",146,"Protein FAM136A OS=Mus musculus GN=Fam136a PE=2 SV=1",0.5,0.5,1,0,0.5,0,0,0,0.5,0,"Q9CR98"
"m.13637",665,"Prostaglandin F synthase OS=Trypanosoma cruzi (strain CL Brener) GN=Tc00.1047053511287.49 PE=1 SV=2",0,0,0,0,0.5,0,0,0,0.5,0,"Q4DJ07"
"m.13680",770,"Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=1 SV=2",0,0,0,1,1,1.5,0,3,1.5,1,"P23588"
"m.13684",191,"Methionine--tRNA ligase, cytoplasmic OS=Xenopus laevis GN=mars PE=2 SV=1",0,0,0,0,0,0,0,0,0.5,0,"Q6PF21"
"m.1369",374,"Fructose-bisphosphate aldolase C OS=Carassius auratus GN=aldoc PE=2 SV=2",31.5,104.5,113,64.5,143.5,148,81,69.5,80,39.5,"P53448"
"m.13710",208,"Predicted protein OS=Nematostella vectensis GN=v1g238216 PE=4 SV=1",0,0.5,0,1.5,0.5,1.5,0,0.5,0.5,0,"3266693"
"m.13720",455,"Putative D-arabinono-1,4-lactone oxidase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) GN=alo-1 PE=3 SV=1",1.5,1,0,0,0,0,0,0,1.5,0,"Q7SGY1"
"m.13743",311,"Fumarylacetoacetate hydrolase domain-containing protein 2 OS=Xenopus laevis GN=fahd2 PE=2 SV=1",8,3.5,4,4.5,9.5,7,4.5,0.5,6,16.5,"Q6GLT8"
"m.13753",335,"L-galactose dehydrogenase OS=Arabidopsis thaliana GN=LGALDH PE=1 SV=1",1,0,1,0,0,0.5,0.5,0,1,0,"O81884"
"m.13789",104,"m.13789",14,32.5,26.5,9.5,15,13.5,22.5,4,13.5,9.5,NA
"m.13811",436,"Aspartyl aminopeptidase OS=Bos taurus GN=DNPEP PE=1 SV=1",0,0.5,0,0,0.5,0,0,0,0,0,"Q2HJH1"
"m.13842",680,"Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1",6,5,9,5,2,1,2,0,8.5,6,"O16025"
"m.13862",447,"m.13862",0,0,0,1,0.5,2,0,1.5,0,0,NA
"m.13863",1106,"Collagen alpha-6(VI) chain OS=Mus musculus GN=Col6a6 PE=1 SV=2",0,0.5,0,0,2,0.5,0.5,0,0,0,"Q8C6K9"
"m.13869",191,"Predicted protein OS=Nematostella vectensis GN=v1g222210 PE=4 SV=1",0.5,2,0.5,1,1.5,0.5,1,0.5,2.5,0.5,"3286479"
"m.13885",1031,"Teneurin-2 OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_10401 PE=4 SV=1",0,0,1.5,0,0,0,0,0,0,0,"4200081"
"m.139",190,"60S ribosomal protein L19 OS=Drosophila melanogaster GN=RpL19 PE=1 SV=2",2,3,3,2,1.5,1.5,0.5,1.5,3,0.5,"P36241"
"m.1390",448,"Tauropine dehydrogenase OS=Arabella iricolor GN=tadh PE=1 SV=1",8,12.5,12.5,13.5,27,10,6.5,11,10.5,6,"Q8T882"
"m.13977",445,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3",16.5,30.5,20,19,42,29,15.5,15.5,15.5,15.5,"Q16822"
"m.1408",226,"m.1408",0.5,0,1,0.5,1,0.5,0,0,0,0,NA
"m.141",436,"m.141",14.5,33.5,38,11.5,29,22,10,8,25.5,6.5,NA
"m.14128",211,"Sorcin OS=Pongo abelii GN=SRI PE=2 SV=1",0.5,4.5,1.5,0,0,0,0,0,2,0,"Q5R4U9"
"m.1413",338,"Vacuolar protein sorting-associated protein 26B OS=Danio rerio GN=vps26b PE=2 SV=1",3.5,6,2,2,2,1,1.5,1,5.5,0,"Q7ZV03"
"m.14137",212,"5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Photobacterium profundum GN=mtnN PE=3 SV=1",0,3,0,0,0.5,0,0,0,1.5,0,"Q6LUR4"
"m.1415",197,"Predicted protein OS=Nematostella vectensis GN=v1g243062 PE=4 SV=1",1,1,0.5,0,0,0,0,0,2,0,"3274911"
"m.14152",569,"Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1",0,0.5,0.5,0,0,0.5,0,1,1,0,"O94826"
"m.14213",220,"Testican-1 OS=Mus musculus GN=Spock1 PE=2 SV=2",1,1,0,1,0.5,0,0.5,0,0,0,"Q62288"
"m.14255",219,"Ras-related protein Rab-4B OS=Danio rerio GN=rab4b PE=2 SV=1",3.5,4,3,3,1,1.5,4,0.5,4,2.5,"Q68EK7"
"m.14312",960,"Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1",10.5,10,17.5,5,5.5,5,7.5,0.5,9.5,24,"Q95334"
"m.14349",643,"Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2",0,0.5,2,2,3,1.5,0,1,1,2.5,"Q14517"
"m.14355",846,"Glycogen phosphorylase OS=Drosophila melanogaster GN=GlyP PE=2 SV=2",6,24.5,7,0.5,3.5,2,3.5,0,8.5,2,"Q9XTL9"
"m.1436",550,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=PCCB PE=1 SV=3",13.5,18.5,12,10,18,19.5,14.5,11.5,17,8.5,"P05166"
"m.1437",515,"Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2",0.5,0.5,1.5,1.5,0.5,1.5,1.5,1,0.5,0.5,"Q8R4V5"
"m.14377",379,"Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4",1.5,0.5,0,0,0,0,0.5,0,0,0,"Q96G03"
"m.1440",833,"Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1",0,1,2.5,0,0,0.5,0.5,0,2,0,"Q9VZZ4"
"m.14422",417,"Tyrosine-protein kinase Src42A OS=Drosophila melanogaster GN=Src42A PE=2 SV=1",0,1.5,1.5,0.5,1,1,0,1,1.5,0.5,"Q9V9J3"
"m.14490",140,"Transmembrane protease serine 6 OS=Mus musculus GN=Tmprss6 PE=1 SV=4",0.5,1.5,1.5,2,4,2.5,0,3.5,5,4.5,"Q9DBI0"
"m.1454",475,"Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1",0.5,2.5,0,0,0,0,0,0,1.5,0,"Q9UMS4"
"m.14543",392,"Cystathionine gamma-synthase OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=metB PE=1 SV=1",2.5,14,8.5,2,4.5,3,1,1.5,8,2,"P56069"
"m.14602",310,"m.14602",0.5,1,0,0,0,0.5,0.5,1,1,0,NA
"m.1461",469,"Cytospin-A OS=Danio rerio GN=specc1la PE=2 SV=2",0,0,1,1,0.5,1,0,0,1,0,"Q2KN93"
"m.14620",195,"Protein HGV2 OS=Halocynthia roretzi GN=HGV2 PE=2 SV=1",0,0,0.5,1,1,0.5,0,2,0,0.5,"Q02508"
"m.1463",394,"Obg-like ATPase 1 OS=Danio rerio GN=ola1 PE=2 SV=1",1.5,2.5,3.5,1.5,2.5,2,2.5,1,3,0,"Q7ZU42"
"m.14672",359,"Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1",0,0,1.5,0,0.5,1,0,0.5,1,0,"4780878"
"m.1472",277,"Putative glucose-6-phosphate 1-epimerase OS=Cenchrus ciliaris PE=2 SV=1",5,4.5,6,4.5,8,7.5,3.5,2,6.5,2,"Q40784"
"m.1473",555,"Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4",3.5,11.5,3.5,1,2,1,5.5,0.5,5.5,1,"P14618"
"m.14738",152,"Lipase member H OS=Homo sapiens GN=LIPH PE=1 SV=1",0,1.5,0,0,0,0,0.5,0,0.5,0,"Q8WWY8"
"m.14739",401,"Betaine--homocysteine S-methyltransferase 1 OS=Bos taurus GN=BHMT PE=2 SV=1",0.5,2,0,0,0,0,0.5,0,0,0,"Q5I597"
"m.14754",356,"Predicted protein OS=Nematostella vectensis GN=v1g237612 PE=4 SV=1",0,2,1,1.5,2.5,1,1,2,0.5,1,"3284742"
"m.14756",396,"26S protease regulatory subunit 10B OS=Spermophilus tridecemlineatus GN=PSMC6 PE=2 SV=1",0.5,1.5,4,0,0,0,0,0,0.5,0.5,"P62335"
"m.14765",420,"Pejvakin OS=Homo sapiens GN=DFNB59 PE=1 SV=1",1.5,0.5,4,0,1,0.5,1.5,0,0.5,0,"Q0ZLH3"
"m.14813",275,"26S proteasome non-ATPase regulatory subunit 8 (Fragment) OS=Pongo abelii GN=PSMD8 PE=2 SV=2",0,0.5,1,0,0,0,0,0,0.5,0,"Q5RE15"
"m.149",282,"m.149",0,6.5,0.5,0,1,0,0,0,0,0,NA
"m.14910",573,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",3,5,0.5,0,0,0,6,0,2,0,"O95831"
"m.14914",470,"Pre-mRNA-splicing factor RBM22 OS=Mus musculus GN=Rbm22 PE=2 SV=1",0,1,0,0,0,0,0,0,1.5,0,"Q8BHS3"
"m.14915",293,"Tropomyosin-2 OS=Podocoryne carnea GN=TPM2 PE=2 SV=1",7.5,4.5,17,18,15.5,17,8,20.5,8.5,16,"Q9U5M4"
"m.14918",406,"Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4",0,0,0,0,0,0,0.5,0,0.5,0,"Q15393"
"m.14920",231,"m7GpppX diphosphatase OS=Bos taurus GN=DCPS PE=2 SV=1",0,0,0.5,0,0.5,0,0,0,0,0,"Q8MJJ7"
"m.14921",762,"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Danio rerio GN=letm1 PE=3 SV=2",0.5,0.5,0,0,0.5,1,0,2.5,0,0,"Q1LY46"
"m.14923",328,"Nuclear migration protein nudC OS=Gallus gallus GN=NUDC PE=2 SV=1",0.5,1.5,1.5,0,0,0,1,0,2,0,"Q5ZIN1"
"m.1493",232,"m.1493",3.5,6.5,6,0,0,0.5,2.5,0.5,6,0,NA
"m.14938",965,"Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5",0.5,1,0.5,0,0,0,0,0,1.5,0,"Q8BTM8"
"m.14946",234,"Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2",0,0,0,0,7,0.5,0,0.5,0,0,"Q8N6F8"
"m.14952",249,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2",0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,"P24539"
"m.14963",1061,"Ubiquitin-like modifier-activating enzyme 1 OS=Oryctolagus cuniculus GN=UBA1 PE=2 SV=1",17,29.5,31.5,18.5,35.5,17,17.5,5,28.5,9,"Q29504"
"m.14983",218,"V-type proton ATPase subunit E OS=Drosophila melanogaster GN=Vha26 PE=2 SV=1",1.5,5,3.5,2,6.5,3,0,0.5,5.5,2,"P54611"
"m.14984",440,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2",1,0.5,7.5,0.5,3,2,3.5,1,0,0.5,"Q96RW7"
"m.14994",562,"Phospholipase B OS=Crotalus adamanteus PE=2 SV=1",0.5,1,0,0.5,2,0,0,0,0,1.5,"F8S101"
"m.14998",1027,"Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1",0.5,0,3.5,0.5,0.5,0,0,0,0,0,"Q58A42"
"m.14999",503,"Thymosin beta-12 OS=Lateolabrax japonicus PE=1 SV=2",45.5,76.5,79.5,55,72,70,31.5,65,49.5,47,"P33248"
"m.15018",456,"Granulins OS=Homo sapiens GN=GRN PE=1 SV=2",3.5,3,1.5,4.5,1.5,0,1.5,1.5,0,0.5,"P28799"
"m.15022",221,"14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2",28,43,47,27.5,60,53.5,37,23.5,30.5,40.5,"P92177"
"m.1504",136,"Prefoldin subunit 6 OS=Mus musculus GN=Pfdn6 PE=2 SV=1",0,1,1.5,0,1,0,0,0,0,0,"Q03958"
"m.15047",323,"Vinculin OS=Drosophila melanogaster GN=Vinc PE=1 SV=1",3.5,6,12,7.5,9.5,9,3.5,5.5,8,3,"O46037"
"m.15054",242,"Tropomyosin OS=Trichinella pseudospiralis PE=2 SV=1",9,7.5,15.5,35.5,32,26,11,33,9,25.5,"Q8WR63"
"m.15067",179,"Ras-related protein Rab-8A OS=Rattus norvegicus GN=Rab8a PE=1 SV=2",4,6.5,6.5,3,0.5,1.5,3.5,0.5,3.5,2.5,"P35280"
"m.15079",260,"m.15079",6,7,10,4.5,6,6.5,3.5,3.5,11,5,NA
"m.15083",267,"Unknown",0,0,0.5,0.5,0.5,0,0,0,0.5,0,"Unknown"
"m.1509",223,"Ras-related protein Rab-3 OS=Drosophila melanogaster GN=Rab3 PE=1 SV=1",3.5,4,5,3.5,0.5,1.5,5,0.5,2.5,2.5,"P25228"
"m.15111",545,"Aldehyde dehydrogenase, mitochondrial OS=Bos taurus GN=ALDH2 PE=1 SV=2",14,39.5,45.5,21,44.5,27,16,14.5,26,13,"P20000"
"m.15126",176,"Trafficking protein particle complex subunit 3 OS=Gallus gallus GN=TRAPPC3 PE=2 SV=1",1,1.5,0,0,0,0,0,0,1,0,"Q5ZI57"
"m.15132",728,"Serine/threonine-protein kinase N2 OS=Danio rerio GN=pkn2 PE=2 SV=1",0,0,0.5,0.5,0.5,0,1.5,0,0,0,"A7MBL8"
"m.15139",435,"m.15139",31.5,64,43.5,171.5,143.5,47,50,28.5,55.5,72.5,NA
"m.15141",227,"ATP synthase subunit O, mitochondrial OS=Drosophila melanogaster GN=Oscp PE=2 SV=2",1,2.5,3,1,3,2.5,0,2,2,2,"Q24439"
"m.15158",259,"Predicted protein OS=Nematostella vectensis GN=v1g232929 PE=4 SV=1",1,2,3,3,2,1,1,4,1.5,1.5,"3276401"
"m.15162",152,"Eukaryotic translation initiation factor 5A-1 OS=Oryctolagus cuniculus GN=EIF5A PE=1 SV=2",17,16,20,20.5,21,24,14,20,15,11,"P10160"
"m.15166",611,"Histone deacetylase 1 OS=Gallus gallus GN=HDAC1 PE=2 SV=1",0.5,0.5,1.5,1,1.5,1,0,3,0.5,3,"P56517"
