ID,PROTLEN,DEFLINE,PD30.100b,PD12.C,PD30.1m,PD30.100m,PD12.10m,PD30.C,PD30-C2,PD12.1m,PD30.100m2,PD12.100m,PD30.10m,PD30.10m2,PD30.1m2,UniprotID
Pocillopora_acuta_HIv1_PredGene_23830_t,749,Pocillopora_acuta_HIv1_PredGene_23830_t,0,2,1.5,1,1,1.5,0.5,0.5,0.5,0,2,1,0,Q8NI94
Pocillopora_acuta_HIv1_PredGene_24172_t,531,Pocillopora_acuta_HIv1_PredGene_24172_t,15,16,16,18,23,17,17.5,8.5,14,13,24.5,20.5,13,Q9UIJ9
Pocillopora_acuta_HIv1_PredGene_24188_t,429,Pocillopora_acuta_HIv1_PredGene_24188_t,1,2,0,0.5,1.5,1.5,0.5,0,1.5,0,2,1.5,0,Q16181
Pocillopora_acuta_HIv1_PredGene_24189_t,336,Pocillopora_acuta_HIv1_PredGene_24189_t,0.5,1.5,1,0.5,1,2,1,0,1,2.5,0,1,0,Q80W91
Pocillopora_acuta_HIv1_PredGene_24205_t,367,Pocillopora_acuta_HIv1_PredGene_24205_t,1.5,2,1.5,3.5,1,0.5,0.5,1,4,0.5,2.5,4,4,Q9R0R1
Pocillopora_acuta_HIv1_PredGene_24225_t,139,Pocillopora_acuta_HIv1_PredGene_24225_t,0,1.5,0.5,1.5,1,2,0.5,0,0.5,0.5,0,0.5,0,Q53Z07
Pocillopora_acuta_HIv1_PredGene_24508_t,780,Pocillopora_acuta_HIv1_PredGene_24508_t,0,1,0.5,0.5,1,0.5,0,0,0,0.5,1,0,2,Q9C0B0
Pocillopora_acuta_HIv1_PredGene_24551_t,289,Pocillopora_acuta_HIv1_PredGene_24551_t,0,2,1.5,1,2,0.5,0.5,0,0.5,0,2.5,1,0,-
Pocillopora_acuta_HIv1_PredGene_24687_t,267,Pocillopora_acuta_HIv1_PredGene_24687_t,0,1,0,1,0,2,0.5,0,0.5,1,2.5,1.5,4,Q8I0I5
Pocillopora_acuta_HIv1_PredGene_24968_t,869,Pocillopora_acuta_HIv1_PredGene_24968_t,0.5,0,1,0,0.5,0,0.5,0,0.5,0.5,0,0,0,Q658Z4
Pocillopora_acuta_HIv1_PredGene_25019_t,159,Pocillopora_acuta_HIv1_PredGene_25019_t,2.5,4.5,4.5,1,5.5,2.5,0.5,1,2.5,0.5,1.5,2.5,1,Q9V535
Pocillopora_acuta_HIv1_PredGene_25033_t,371,Pocillopora_acuta_HIv1_PredGene_25033_t,3,2.5,3,2.5,3.5,3.5,2,2,1,1.5,3,2.5,5,Q3UST6
Pocillopora_acuta_HIv1_PredGene_25066_t,229,Pocillopora_acuta_HIv1_PredGene_25066_t,12.5,26,10,10.5,13.5,13,13,15.5,14.5,13.5,17,8,9,Z4YIA7
Pocillopora_acuta_HIv1_PredGene_25132_t,518,Pocillopora_acuta_HIv1_PredGene_25132_t,1.5,0.5,3.5,5.5,3,2.5,2,1.5,1.5,3.5,5,5,4,A1Z937
Pocillopora_acuta_HIv1_PredGene_25214_t,1648,Pocillopora_acuta_HIv1_PredGene_25214_t,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,-
Pocillopora_acuta_HIv1_PredGene_25279_t,171,Pocillopora_acuta_HIv1_PredGene_25279_t,2,7.5,4.5,1.5,6.5,3.5,7,4.5,3,5,6.5,1,1,A1KYQ8
Pocillopora_acuta_HIv1_PredGene_25309_t,283,Pocillopora_acuta_HIv1_PredGene_25309_t,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,1,B0S757
Pocillopora_acuta_HIv1_PredGene_25314_t,168,Pocillopora_acuta_HIv1_PredGene_25314_t,1,1,3,0,2,0,0.5,1,2,0,1,2,1,R4GEJ6
Pocillopora_acuta_HIv1_PredGene_25354_t,189,Pocillopora_acuta_HIv1_PredGene_25354_t,31,33.5,24.5,29,22.5,28.5,27,15.5,23.5,24,22,23,26,Q568D4
Pocillopora_acuta_HIv1_PredGene_2544_t,156,Pocillopora_acuta_HIv1_PredGene_2544_t,6.5,20,15,8,14.5,11.5,2.5,16,12,6.5,9,13,9,Q7SZM6
Pocillopora_acuta_HIv1_PredGene_25524_t,1007,Pocillopora_acuta_HIv1_PredGene_25524_t,0.5,1,1,1.5,1,1.5,0.5,0.5,1.5,1,1,0.5,1,A0A0R4IV33
Pocillopora_acuta_HIv1_PredGene_2570_t,903,Pocillopora_acuta_HIv1_PredGene_2570_t,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,Q2VF27
Pocillopora_acuta_HIv1_PredGene_25802_t,341,Pocillopora_acuta_HIv1_PredGene_25802_t,0,0,0,0,0,1,0.5,0,0,0,0.5,0,0,-
Pocillopora_acuta_HIv1_PredGene_25807_t,266,Pocillopora_acuta_HIv1_PredGene_25807_t,1.5,4,5,3,3.5,3.5,2,0.5,4.5,0,4,3.5,2,Q5SVF7
Pocillopora_acuta_HIv1_PredGene_25977_t,821,Pocillopora_acuta_HIv1_PredGene_25977_t,0.5,1,1,0.5,1.5,0.5,1,0.5,1.5,1,0.5,0,1,Q59E33
Pocillopora_acuta_HIv1_PredGene_26070_t,184,Pocillopora_acuta_HIv1_PredGene_26070_t,0,0.5,0.5,1,0.5,1,1.5,0,0,3,1.5,0.5,1,Q8WUR4
Pocillopora_acuta_HIv1_PredGene_26248_t,920,Pocillopora_acuta_HIv1_PredGene_26248_t,0.5,18.5,11.5,5.5,11.5,4,0.5,6,0.5,5.5,32,14,10,Q9HBB2
Pocillopora_acuta_HIv1_PredGene_26333_t,292,Pocillopora_acuta_HIv1_PredGene_26333_t,0,0,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,P53990
Pocillopora_acuta_HIv1_PredGene_26563_t,230,Pocillopora_acuta_HIv1_PredGene_26563_t,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,1,0,0,Q6PBS7
Pocillopora_acuta_HIv1_PredGene_26568_t,1032,Pocillopora_acuta_HIv1_PredGene_26568_t,0,0,2.5,0,1.5,2.5,1,0,0,1.5,0.5,0,0,X1WD38
Pocillopora_acuta_HIv1_PredGene_26639_t,436,Pocillopora_acuta_HIv1_PredGene_26639_t,2,3,4.5,1,2,3,3.5,1,1.5,0,4,1.5,2,Q803B5
Pocillopora_acuta_HIv1_PredGene_26644_t,213,Pocillopora_acuta_HIv1_PredGene_26644_t,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,Q6DHC1
Pocillopora_acuta_HIv1_PredGene_26721_t,276,Pocillopora_acuta_HIv1_PredGene_26721_t,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,Q5RHW3
Pocillopora_acuta_HIv1_PredGene_26944_t,224,Pocillopora_acuta_HIv1_PredGene_26944_t,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,Q7ZV80
Pocillopora_acuta_HIv1_PredGene_27042_t,400,Pocillopora_acuta_HIv1_PredGene_27042_t,3.5,3.5,2,6,2,2.5,1.5,0.5,4,2.5,11,5,4,A0A0R4IG25
Pocillopora_acuta_HIv1_PredGene_27229_t,417,Pocillopora_acuta_HIv1_PredGene_27229_t,0,0,0.5,0,0,0,0,0,1,0.5,1,0,0,Q8IZW2
Pocillopora_acuta_HIv1_PredGene_27335_t,1696,Pocillopora_acuta_HIv1_PredGene_27335_t,0,0,1,0.5,1,0.5,1.5,1.5,0,0,1,0,0,A2A5R3
Pocillopora_acuta_HIv1_PredGene_2737_t,150,Pocillopora_acuta_HIv1_PredGene_2737_t,1,2,0.5,1,1,1,0.5,1,2,1,1.5,0.5,1,Q96C07
Pocillopora_acuta_HIv1_PredGene_27546_t,1213,Pocillopora_acuta_HIv1_PredGene_27546_t,0.5,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,1,B2RXW8
Pocillopora_acuta_HIv1_PredGene_27706_t,248,Pocillopora_acuta_HIv1_PredGene_27706_t,5,8,4.5,7,2.5,3.5,1.5,4,6,0,8,5.5,9,K7MFQ7
Pocillopora_acuta_HIv1_PredGene_27812_t,828,Pocillopora_acuta_HIv1_PredGene_27812_t,0,1,0,0,0.5,1,0.5,0,0,0,0,0,1,Q1LV08
Pocillopora_acuta_HIv1_PredGene_27924_t,331,Pocillopora_acuta_HIv1_PredGene_27924_t,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0,0,Q9VUV5
Pocillopora_acuta_HIv1_PredGene_2805_t,1169,Pocillopora_acuta_HIv1_PredGene_2805_t,3,1,2,2.5,2.5,2.5,3,2,1.5,3,4,3,2,Q8IDX6
Pocillopora_acuta_HIv1_PredGene_28238_t,876,Pocillopora_acuta_HIv1_PredGene_28238_t,1.5,0.5,6.5,7.5,4.5,5.5,1.5,3.5,2.5,3,12,10.5,2,-
Pocillopora_acuta_HIv1_PredGene_2824_t,205,Pocillopora_acuta_HIv1_PredGene_2824_t,0,2.5,0,0.5,1,2.5,0,0,1,0,3,0.5,0,P39030
Pocillopora_acuta_HIv1_PredGene_28341_t,432,Pocillopora_acuta_HIv1_PredGene_28341_t,4,6.5,6,4,8,4,4.5,6.5,5.5,4.5,9.5,4.5,9,O45023
Pocillopora_acuta_HIv1_PredGene_28355_t,1965,Pocillopora_acuta_HIv1_PredGene_28355_t,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,Q9D4M7
Pocillopora_acuta_HIv1_PredGene_28538_t,183,Pocillopora_acuta_HIv1_PredGene_28538_t,0.5,0.5,1.5,0.5,0.5,1,1.5,1,1,0,1,0,0,Q5T089
Pocillopora_acuta_HIv1_PredGene_28552_t,119,Pocillopora_acuta_HIv1_PredGene_28552_t,0.5,6,1,0.5,1,1,0,0.5,3.5,1,5,3.5,2,Q8MYY7
Pocillopora_acuta_HIv1_PredGene_28681_t,374,Pocillopora_acuta_HIv1_PredGene_28681_t,5.5,9,2.5,6,6,4.5,5.5,4.5,4.5,5,8,6,7,Q6NXA6
Pocillopora_acuta_HIv1_PredGene_2888_t,113,Pocillopora_acuta_HIv1_PredGene_2888_t,0,0,0.5,0,1,0,0,0,0,0,1.5,0,0,Q542I7
Pocillopora_acuta_HIv1_PredGene_29014_t,131,Pocillopora_acuta_HIv1_PredGene_29014_t,1.5,3,1.5,2,3,0.5,0,1.5,1,0,2,0.5,0,Q6Q420
Pocillopora_acuta_HIv1_PredGene_29259_t,119,Pocillopora_acuta_HIv1_PredGene_29259_t,4,4,3,2.5,1.5,1.5,2,2,5.5,0,3.5,4,2,K7L7V6
Pocillopora_acuta_HIv1_PredGene_29482_t,180,Pocillopora_acuta_HIv1_PredGene_29482_t,0,0,0.5,0.5,0,0,2,0,0.5,2.5,3.5,1.5,5,
Pocillopora_acuta_HIv1_PredGene_29483_t,161,Pocillopora_acuta_HIv1_PredGene_29483_t,0,2.5,2,0,2,2,1.5,0,0,0,2,0,0,K7LD83
Pocillopora_acuta_HIv1_PredGene_29650_t,204,Pocillopora_acuta_HIv1_PredGene_29650_t,1,0.5,1.5,0,1,1.5,0.5,1,3.5,1.5,0.5,1.5,2,Q8MPW0
Pocillopora_acuta_HIv1_PredGene_29854_t,294,Pocillopora_acuta_HIv1_PredGene_29854_t,2,2,2,1.5,2.5,1.5,2,2,0.5,1.5,0,1.5,1,Q53H19
Pocillopora_acuta_HIv1_PredGene_29960_t,1044,Pocillopora_acuta_HIv1_PredGene_29960_t,0,2,2.5,2.5,2.5,1,0,1,1,1,1,0,0,Q9H6V4
Pocillopora_acuta_HIv1_PredGene_29987_t,527,Pocillopora_acuta_HIv1_PredGene_29987_t,0,0,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,Q80V49
Pocillopora_acuta_HIv1_PredGene_30187_t,303,Pocillopora_acuta_HIv1_PredGene_30187_t,0,6.5,0,0.5,0,0,0,0,0,0,0,0.5,2,
Pocillopora_acuta_HIv1_PredGene_30196_t,325,Pocillopora_acuta_HIv1_PredGene_30196_t,0,4,3.5,0,1.5,1,2,0,1,2.5,6,0,1,Q7YU75
Pocillopora_acuta_HIv1_PredGene_30292_t,685,Pocillopora_acuta_HIv1_PredGene_30292_t,1.5,0,0,0,0.5,1,1.5,0,0,0.5,0,0.5,0,E7F1D9
Pocillopora_acuta_HIv1_PredGene_30456_t,203,Pocillopora_acuta_HIv1_PredGene_30456_t,0,1,2.5,1,0,3,1,0,1.5,2,4.5,2.5,2,O62055
Pocillopora_acuta_HIv1_PredGene_30479_t,176,Pocillopora_acuta_HIv1_PredGene_30479_t,1.5,7,5,1,3,2.5,1,2.5,4,0.5,3.5,3,1,Q9CZX8
Pocillopora_acuta_HIv1_PredGene_30490_t,160,Pocillopora_acuta_HIv1_PredGene_30490_t,0.5,2,0,0.5,1,0.5,0,0.5,6.5,0,5,1.5,1,Q6YLS2
Pocillopora_acuta_HIv1_PredGene_30618_t,267,Pocillopora_acuta_HIv1_PredGene_30618_t,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,1,B2GR96
Pocillopora_acuta_HIv1_PredGene_30892_t,134,Pocillopora_acuta_HIv1_PredGene_30892_t,0,1.5,1.5,0.5,0.5,1,0,0,3,0,0.5,0.5,1,P62910
Pocillopora_acuta_HIv1_PredGene_31025_t,309,Pocillopora_acuta_HIv1_PredGene_31025_t,3.5,4,3.5,3,3,0.5,2.5,1.5,1,1.5,1.5,4,4,D6VQ85
Pocillopora_acuta_HIv1_PredGene_31157_t,1696,Pocillopora_acuta_HIv1_PredGene_31157_t,0.5,0.5,1,0.5,1,0,1,1,2,0,1.5,0.5,1,F1R5N2
Pocillopora_acuta_HIv1_PredGene_31159_t,586,Pocillopora_acuta_HIv1_PredGene_31159_t,0,0.5,0,0.5,0.5,1,0.5,0,0,0,1,0,0,Q9NPH2
Pocillopora_acuta_HIv1_PredGene_31201_t,399,Pocillopora_acuta_HIv1_PredGene_31201_t,0,0,0.5,0,0,0.5,0,1.5,0.5,0.5,0,0,0,B2RN93
Pocillopora_acuta_HIv1_PredGene_31349_t,859,Pocillopora_acuta_HIv1_PredGene_31349_t,0,0.5,0,0,0,1.5,0.5,0,0,2,0,0.5,0,Q8C284
Pocillopora_acuta_HIv1_PredGene_3142_t,221,Pocillopora_acuta_HIv1_PredGene_3142_t,0.5,0.5,1.5,0.5,0,1.5,0.5,0.5,0.5,1,3,1,1,Q7T2V7
Pocillopora_acuta_HIv1_PredGene_32024_t,447,Pocillopora_acuta_HIv1_PredGene_32024_t,0.5,0,0.5,0,0,2,0.5,0,0.5,0,0.5,0,1,Q2PP06
Pocillopora_acuta_HIv1_PredGene_32035_t,140,Pocillopora_acuta_HIv1_PredGene_32035_t,2.5,1.5,1,0,1,1,0,0.5,0,0.5,1.5,0.5,0,P97493
Pocillopora_acuta_HIv1_PredGene_32094_t,559,Pocillopora_acuta_HIv1_PredGene_32094_t,6.5,7.5,8.5,6,10.5,5,10.5,4,7,4,11,6.5,5,Q60598
Pocillopora_acuta_HIv1_PredGene_32166_t,510,Pocillopora_acuta_HIv1_PredGene_32166_t,2.5,2,2.5,2.5,1,1,0.5,3,0,1.5,0.5,3,3,Q9D0F3
Pocillopora_acuta_HIv1_PredGene_3221_t,316,Pocillopora_acuta_HIv1_PredGene_3221_t,0,1.5,0.5,0.5,1,0,0.5,0,0.5,0,0.5,0,0,Q7ZW92
Pocillopora_acuta_HIv1_PredGene_3225_t,506,Pocillopora_acuta_HIv1_PredGene_3225_t,0,0,0,0,0,0,0.5,0,0.5,1,0,0.5,0,Q32PR4
Pocillopora_acuta_HIv1_PredGene_3234_t,334,Pocillopora_acuta_HIv1_PredGene_3234_t,0,3,0,1,0,0,2.5,0,0,0,2,5,2,P26022
Pocillopora_acuta_HIv1_PredGene_3292_t,377,Pocillopora_acuta_HIv1_PredGene_3292_t,1.5,3,2.5,4.5,3.5,5.5,1,1,2.5,1.5,3,1.5,4,Q7ZU69
Pocillopora_acuta_HIv1_PredGene_3312_t,687,Pocillopora_acuta_HIv1_PredGene_3312_t,0.5,0,0,0,1,0,0,0,0,0.5,0,0,1,O75339
Pocillopora_acuta_HIv1_PredGene_3326_t,608,Pocillopora_acuta_HIv1_PredGene_3326_t,0,0,0,0,0,0,0,1,0,0,0.5,0,0,F1QUY7
Pocillopora_acuta_HIv1_PredGene_3329_t,619,Pocillopora_acuta_HIv1_PredGene_3329_t,0.5,0.5,1,0,2.5,0.5,1,0.5,0.5,0,0,0.5,3,
Pocillopora_acuta_HIv1_PredGene_3525_t,161,Pocillopora_acuta_HIv1_PredGene_3525_t,4,13,4.5,6.5,7,7,2.5,3.5,10,3.5,3.5,6,7,Q6ZM62
Pocillopora_acuta_HIv1_PredGene_3559_t,504,Pocillopora_acuta_HIv1_PredGene_3559_t,5.5,4,2,8.5,5.5,3,4.5,0,3.5,5.5,5.5,4,3,Q86D18
Pocillopora_acuta_HIv1_PredGene_3561_t,333,Pocillopora_acuta_HIv1_PredGene_3561_t,3,2,4.5,2.5,3,3.5,2,0.5,1,2,10.5,4,3,Q6DHD5
Pocillopora_acuta_HIv1_PredGene_3573_t,366,Pocillopora_acuta_HIv1_PredGene_3573_t,1.5,2.5,2.5,2,2,1.5,4,1,1.5,2.5,1,0.5,3,Q86UA3
Pocillopora_acuta_HIv1_PredGene_3596_t,385,Pocillopora_acuta_HIv1_PredGene_3596_t,2.5,2,3,5.5,2,1,5,0.5,2,3.5,1.5,3.5,6,
Pocillopora_acuta_HIv1_PredGene_3659_t,221,Pocillopora_acuta_HIv1_PredGene_3659_t,0,2.5,0,0,0,0.5,0.5,0,0,0,1,0,0,B4DKH8
Pocillopora_acuta_HIv1_PredGene_3664_t,825,Pocillopora_acuta_HIv1_PredGene_3664_t,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,A3KPX4
Pocillopora_acuta_HIv1_PredGene_380_t,802,Pocillopora_acuta_HIv1_PredGene_380_t,34,53,25,18.5,22,27.5,20,57,25,32,79.5,24.5,15,Q9VEJ9
Pocillopora_acuta_HIv1_PredGene_3818_t,100,Pocillopora_acuta_HIv1_PredGene_3818_t,0,1.5,1,0,0.5,0,0.5,0,1,0,0.5,0,0,Q8SZA8
Pocillopora_acuta_HIv1_PredGene_4102_t,116,Pocillopora_acuta_HIv1_PredGene_4102_t,3,35,46.5,33.5,40,35.5,21.5,5.5,8,45.5,71,49,12,Q8STA5
Pocillopora_acuta_HIv1_PredGene_412_t,353,Pocillopora_acuta_HIv1_PredGene_412_t,0,0,0,0,0,0,0,0,0,0,1,0,0,Q7T340
Pocillopora_acuta_HIv1_PredGene_4148_t,387,Pocillopora_acuta_HIv1_PredGene_4148_t,1,1,1,1,1,1,1.5,0,0,0.5,2,1,1,H2FLJ1
Pocillopora_acuta_HIv1_PredGene_4341_t,424,Pocillopora_acuta_HIv1_PredGene_4341_t,2,1,2.5,2,1,0,1.5,0.5,2,0.5,1.5,1.5,0,F1QAI8
Pocillopora_acuta_HIv1_PredGene_4353_t,262,Pocillopora_acuta_HIv1_PredGene_4353_t,0,0,1,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,Q9BU42
Pocillopora_acuta_HIv1_PredGene_4672_t,216,Pocillopora_acuta_HIv1_PredGene_4672_t,1.5,3.5,2.5,1.5,3.5,4.5,0.5,2.5,5.5,0.5,3,1.5,1,Q86NY2
Pocillopora_acuta_HIv1_PredGene_4729_t,130,Pocillopora_acuta_HIv1_PredGene_4729_t,0,9,17,0,13.5,12,5.5,16,0,4.5,15.5,0,0,E2GK53
Pocillopora_acuta_HIv1_PredGene_5122_t,133,Pocillopora_acuta_HIv1_PredGene_5122_t,0,0,0.5,1,1,1,0,0.5,0.5,1,0.5,0,0,Q6P6E4
Pocillopora_acuta_HIv1_PredGene_5158_t,399,Pocillopora_acuta_HIv1_PredGene_5158_t,0,0.5,0,0.5,0,1,0.5,0,0,1,1.5,0,1,Q6H324
Pocillopora_acuta_HIv1_PredGene_5412_t,437,Pocillopora_acuta_HIv1_PredGene_5412_t,0.5,0,0.5,0,0.5,0.5,1.5,0,0,0,0,0,0,F1QBM2
Pocillopora_acuta_HIv1_PredGene_5435_t,288,Pocillopora_acuta_HIv1_PredGene_5435_t,0,1.5,0.5,2,1.5,2,0,0.5,0,0.5,2.5,2,2,A6NJW0
Pocillopora_acuta_HIv1_PredGene_5744_t,948,Pocillopora_acuta_HIv1_PredGene_5744_t,0,1.5,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,Q13435
Pocillopora_acuta_HIv1_PredGene_5760_t,135,Pocillopora_acuta_HIv1_PredGene_5760_t,1.5,3,2,0,1,1.5,1,0.5,2.5,0,0.5,1,0,F1RA98
Pocillopora_acuta_HIv1_PredGene_5771_t,726,Pocillopora_acuta_HIv1_PredGene_5771_t,1,1,1,0.5,2.5,1,0.5,0,1.5,0.5,2.5,2,2,E9QJV4
Pocillopora_acuta_HIv1_PredGene_590_t,751,Pocillopora_acuta_HIv1_PredGene_590_t,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,1,B3KXR1
Pocillopora_acuta_HIv1_PredGene_594_t,158,Pocillopora_acuta_HIv1_PredGene_594_t,14.5,11.5,5,5.5,11.5,9.5,14.5,1.5,7,9,8,14.5,6,B4DDG1
Pocillopora_acuta_HIv1_PredGene_5992_t,779,Pocillopora_acuta_HIv1_PredGene_5992_t,0.5,0,0,1,0,0,0,0,0,0,0.5,1,1,T1ECS4
Pocillopora_acuta_HIv1_PredGene_6016_t,155,Pocillopora_acuta_HIv1_PredGene_6016_t,0,1.5,1,1,0.5,0,0,0,0,0,0,0.5,2,Q8GYJ4
Pocillopora_acuta_HIv1_PredGene_6039_t,706,Pocillopora_acuta_HIv1_PredGene_6039_t,50.5,52.5,58.5,58.5,46.5,51,55.5,32.5,51.5,37.5,58.5,53,58,Q10454
Pocillopora_acuta_HIv1_PredGene_6217_t,946,Pocillopora_acuta_HIv1_PredGene_6217_t,19.5,40,30,27.5,37.5,30,19,23,23,21.5,37.5,27.5,26,Q86X54
Pocillopora_acuta_HIv1_PredGene_6221_t,323,Pocillopora_acuta_HIv1_PredGene_6221_t,1,1,1,0.5,1.5,1,1.5,0,1,0.5,5.5,0.5,0,-
Pocillopora_acuta_HIv1_PredGene_6254_t,508,Pocillopora_acuta_HIv1_PredGene_6254_t,0.5,0,0.5,2.5,0.5,0.5,0,0.5,0,1.5,0,1,2,Q6ZNV3
Pocillopora_acuta_HIv1_PredGene_6417_t,193,Pocillopora_acuta_HIv1_PredGene_6417_t,2.5,3.5,1.5,3.5,4,2,2.5,0.5,1.5,2,5,2.5,4,Q9VD29
Pocillopora_acuta_HIv1_PredGene_646_t,517,Pocillopora_acuta_HIv1_PredGene_646_t,0.5,0.5,1.5,0,0,0.5,0,0,0,0,1,1,1,P07947
Pocillopora_acuta_HIv1_PredGene_6512_t,738,Pocillopora_acuta_HIv1_PredGene_6512_t,1,3,3,2.5,2,0.5,1.5,0,2,0.5,5,1,1,Q53QE6
Pocillopora_acuta_HIv1_PredGene_6566_t,220,Pocillopora_acuta_HIv1_PredGene_6566_t,0,0.5,0.5,0.5,0,1.5,0.5,0.5,0.5,1,4,1,1,Q7T2V7
Pocillopora_acuta_HIv1_PredGene_6582_t,954,Pocillopora_acuta_HIv1_PredGene_6582_t,0,12.5,3,0,4,4,8,1.5,0,1,8,0,0,
Pocillopora_acuta_HIv1_PredGene_6652_t,471,Pocillopora_acuta_HIv1_PredGene_6652_t,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,Q7ZVN5
Pocillopora_acuta_HIv1_PredGene_6700_t,611,Pocillopora_acuta_HIv1_PredGene_6700_t,0.5,0,1,0.5,1.5,0.5,0.5,1,1,0,1,1.5,0,F1RBQ8
Pocillopora_acuta_HIv1_PredGene_6904_t,191,Pocillopora_acuta_HIv1_PredGene_6904_t,5,25.5,20.5,3.5,20.5,19.5,11.5,17,6,7,18.5,7,1,Q09596
Pocillopora_acuta_HIv1_PredGene_6965_t,160,Pocillopora_acuta_HIv1_PredGene_6965_t,0,1,0,0,0.5,0,0,0,0,0.5,0,0,0,-
Pocillopora_acuta_HIv1_PredGene_710_t,987,Pocillopora_acuta_HIv1_PredGene_710_t,0,3,0,0,0,1,0,0,0,0,0,0,0,Q09457
Pocillopora_acuta_HIv1_PredGene_7444_t,316,Pocillopora_acuta_HIv1_PredGene_7444_t,0,2.5,1.5,0.5,0.5,1,0.5,0,0,0,1.5,1.5,1,Q5XJ73
Pocillopora_acuta_HIv1_PredGene_7486_t,306,Pocillopora_acuta_HIv1_PredGene_7486_t,1,5,1.5,1,2,2,1.5,0.5,1,1,3,3.5,1,Q9N538
Pocillopora_acuta_HIv1_PredGene_7585_t,1209,Pocillopora_acuta_HIv1_PredGene_7585_t,51,67.5,76.5,71,71,71,75,65,45.5,68.5,74,112,127,I0BWE2
Pocillopora_acuta_HIv1_PredGene_7602_t,186,Pocillopora_acuta_HIv1_PredGene_7602_t,19,47.5,27.5,21,27.5,19,21.5,11.5,21.5,20,31,17.5,13,B7ZLJ4
Pocillopora_acuta_HIv1_PredGene_7665_t,414,Pocillopora_acuta_HIv1_PredGene_7665_t,2.5,5.5,4.5,8,5.5,5,5,3,2.5,4,9.5,3,4,P38919
Pocillopora_acuta_HIv1_PredGene_77_t,340,Pocillopora_acuta_HIv1_PredGene_77_t,1.5,2.5,2,5,2.5,3.5,2.5,6.5,1,2.5,6,5,7,K7KW14
Pocillopora_acuta_HIv1_PredGene_7719_t,274,Pocillopora_acuta_HIv1_PredGene_7719_t,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0,0,0,Q9DBY1
Pocillopora_acuta_HIv1_PredGene_7739_t,168,Pocillopora_acuta_HIv1_PredGene_7739_t,0,0,0,0,0,0,0,0,0,1,0.5,0,0,Q5XJB3
Pocillopora_acuta_HIv1_PredGene_7777_t,506,Pocillopora_acuta_HIv1_PredGene_7777_t,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,F1QU45
Pocillopora_acuta_HIv1_PredGene_7860_t,396,Pocillopora_acuta_HIv1_PredGene_7860_t,0.5,2.5,3.5,3.5,1.5,3,1,0,0.5,1,4,2.5,4,Q1LYC7
Pocillopora_acuta_HIv1_PredGene_8109_t,261,Pocillopora_acuta_HIv1_PredGene_8109_t,0,9,0.5,0,0,0,0,0,0,0,2,0,0,A8E7N8
Pocillopora_acuta_HIv1_PredGene_8153_t,269,Pocillopora_acuta_HIv1_PredGene_8153_t,6,18,9,7.5,11,14,3,5,15,5,9.5,11.5,4,J3KN86
Pocillopora_acuta_HIv1_PredGene_8195_t,191,Pocillopora_acuta_HIv1_PredGene_8195_t,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,
Pocillopora_acuta_HIv1_PredGene_8446_t,541,Pocillopora_acuta_HIv1_PredGene_8446_t,0,0,0,1.5,0,0,0,0,0.5,0,0.5,0,0,Q6NWI5
Pocillopora_acuta_HIv1_PredGene_8546_t,361,Pocillopora_acuta_HIv1_PredGene_8546_t,0,0,1,1,0.5,0.5,0,0,0,1.5,0.5,0,0,Q6P0B3
Pocillopora_acuta_HIv1_PredGene_8589_t,724,Pocillopora_acuta_HIv1_PredGene_8589_t,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,Q8BKY5
Pocillopora_acuta_HIv1_PredGene_8724_t,333,Pocillopora_acuta_HIv1_PredGene_8724_t,3,3.5,3,3.5,4,3.5,2,2,3.5,4,4,4,7,Q9VRW6
Pocillopora_acuta_HIv1_PredGene_8765_t,500,Pocillopora_acuta_HIv1_PredGene_8765_t,1.5,1.5,2.5,5,1,1.5,1.5,1,0.5,3.5,4,6.5,8,A6NFY6
Pocillopora_acuta_HIv1_PredGene_8865_t,102,Pocillopora_acuta_HIv1_PredGene_8865_t,0,1,1.5,0,2,0.5,1.5,0,0,1.5,2.5,0,0,Q29R10
